dialogue_id,user_er,user_ee,donation_ee,donation_er,intended,is_annotated,n_utterances,n_persuader_turns,n_persuadee_turns
20180825-052611_640_live,A1PVWZ8ZYJHCOJ,A3AZVUQE7NIVRX,0.0,0.0,0.0,True,20,10,10
20180825-090251_7_live,A25L985XCNESXE,A1BVEXQ684HDEP,0.0,0.1,5.0,True,20,10,10
20180825-055321_232_live,A2EFO6X8SCDLFL,A25L985XCNESXE,0.1,0.1,25.0,True,21,11,10
20180825-083430_379_live,A37533SGF100SL,A3CHSKOAWR1DVA,0.0,0.0,nan,False,20,10,10
20180825-102556_172_live,A1VFRCYMWGWWCZ,AIAHJVVSXGLMB,1.0,1.0,1.0,True,21,11,10
20180825-082635_438_live,AZYUCL6B0YROY,A1UZH3VOT4WHEF,0.15,0.0,nan,False,20,10,10
20180825-083745_516_live,A1J4H2LDQOIAEL,AH0OMQP35UPYL,0.15,0.0,0.15,True,20,10,10
20180825-060055_854_live,A1JDXK7XQ6ZWH,A2UZAMM1LOKIVD,0.2,15.0,nan,False,20,10,10
20180825-043516_619_live,A1EJ4HA4K85PBJ,ALML8V38FDV0,0.0,0.0,0.01,True,21,11,10
20180825-045559_409_live,A2QGMIC2DQ6KCN,AQNM5R2NMGTG6,0.0,0.0,nan,False,20,10,10
20180825-051947_478_live,AEWE62WB242HX,A1Q6SUTBV33DQU,0.0,100.0,nan,False,20,10,10
20180825-075835_273_live,A25L985XCNESXE,A2LA0KUZH2J1A1,0.0,0.0,nan,False,20,10,10
20180825-085709_930_live,A2BRZKFG6WAVER,A1FVCMGXK85014,0.1,0.2,0.2,True,20,10,10
20180825-075611_866_live,A33M856WO68SWS,A3O4VPJT4GOBMB,0.05,0.0,0.05,True,20,10,10
20180825-043229_970_live,A345RMXKPKS5AD,A3RX72PACI0RG4,0.0,0.05,20.0,True,20,10,10
20180825-143255_249_live,A1F2HJV6AN5JT5,AT19GCF2JJ38K,0.05,0.0,0.1,True,20,10,10
20180825-100043_534_live,A2XQVNF7ZABUQZ,A41X7MP65BTSP,0.1,0.25,nan,False,21,11,10
20180825-064838_945_live,A161AJDHLJVCLZ,A1D4C4NYRWMTRQ,0.0,0.0,20.0,True,20,10,10
20180825-051212_932_live,A11DLGQTOOSIWR,A2S79QOZ37NG2B,7.0,0.3,5.0,True,20,10,10
20180825-112615_516_live,A1E235KE3CSO7H,AYTKI0O9LWEY6,0.0,0.0,nan,False,21,11,10
20180825-075658_709_live,A37533SGF100SL,AKM6CK7MY7LOE,0.0,0.0,10.0,True,21,11,10
20180825-044358_663_live,A3W24F76RRCOHU,AWZCVOUD0LPT,0.0,0.13,1.0,True,20,10,10
20180825-074318_984_live,A3SHOJPXWNTFXZ,AY31F9HRH93H5,0.3,0.0,0.3,True,20,10,10
20180825-062128_451_live,A1XATJA7ENOGWB,ARQ8PXKYRL90Q,0.5,0.0,1.0,True,20,10,10
20180825-210735_192_live,A2K0E2OQ2KCCTD,A2OTN8EVA4CT4J,0.1,0.0,10.0,True,20,10,10
20180825-070900_49_live,A25L985XCNESXE,A2C6HMH2FDM2CI,0.25,0.25,10.0,True,20,10,10
20180825-081859_875_live,A187TVDEUXMNFJ,A2OATZCX1YXE77,0.1,0.01,0.1,True,20,10,10
20180825-125810_869_live,AKZVMP0B5QHDC,A27CEAL8PWSAG5,0.05,0.0,100.0,True,20,10,10
20180825-090032_956_live,A24WVG86YLB7QK,A3URD2OARD89SF,0.0,0.0,0.0,True,20,10,10
20180825-051852_679_live,A1JMD1M91WRWGB,A20NDRGSZZRQF,0.0,0.0,nan,False,20,10,10
20180825-084657_775_live,A5ARVKMY9FVJG,A1BVEXQ684HDEP,0.0,0.5,0.1,True,20,10,10
20180825-061105_792_live,A2L5J9XWM1ODIL,A31JM9RECQGYEX,0.15,0.0,0.15,True,20,10,10
20180825-091558_618_live,A1FVCMGXK85014,A2BRZKFG6WAVER,0.0,0.0,nan,False,21,11,10
20180825-044613_233_live,A3PL7JEMIPFHI9,A3IQ7EGSSQF1AA,0.5,0.5,0.5,True,21,11,10
20180825-075913_208_live,AEGY4PZBV74AF,A12723JDRPT207,0.0,0.0,1.2,True,21,11,10
20180825-070857_925_live,A20AA69MT84CKP,A12723JDRPT207,0.0,0.0,0.3,True,21,11,10
20180825-055034_34_live,AC0M3MHHYUIYI,APXMWCW8VUJZ8,0.0,0.0,nan,False,21,11,10
20180825-092012_333_live,A1BVEXQ684HDEP,A34TMWLXTWLMUL,0.0,0.0,nan,False,20,10,10
20180825-042845_49_live,A2UDVTFUNNM5TB,A76YXASD7CTAH,0.3,0.3,0.3,True,20,10,10
20180825-071316_761_live,A21Y7K669KM1PR,AVN1RGGP00USR,0.0,0.1,20.0,True,20,10,10
20180825-060648_863_live,A2QBSHKTRY2831,ANKDLLQHHM2OH,2.0,0.0,2.0,True,20,10,10
20180825-053544_897_live,A2UD55WYGQHGAT,A1QJX8U3IIL5XQ,0.0,0.3,nan,False,20,10,10
20180825-071757_571_live,AJ204D5LUWTVY,A1UZH3VOT4WHEF,0.15,10.0,nan,False,20,10,10
20180825-093236_414_live,A3P0P0DRSOX52W,A1BVEXQ684HDEP,0.0,0.1,nan,False,20,10,10
20180825-055427_625_live,A163IXTTEZCCJ6,A1B84JJ7ATWVJA,0.3,0.0,0.3,True,20,10,10
20180825-064038_102_live,A2A3X2W4YS9X8A,A3P57IUDHUKNCE,0.0,0.0,0.0,True,20,10,10
20180825-090446_585_live,A26U4IKXMXT0ZA,A3CHSKOAWR1DVA,0.0,0.0,10.0,True,20,10,10
20180825-051455_889_live,A2QQE2ZP8NSRKX,A2BRZKFG6WAVER,0.0,100.0,nan,False,20,10,10
20180825-064001_264_live,A34L4JED8UAIXC,A1Y82LKWQQP90M,0.2,0.2,0.2,True,21,11,10
20180903-165804_344_live,A3O0QZQ4V2IXT7,A3BL2ZEODD79AZ,0.0,0.0,0.0,True,21,11,10
20180903-172009_84_live,A3A07QA5U733HQ,ANMD34DNHLOLC,0.0,1.0,nan,False,20,10,10
20180903-160552_207_live,ACP3L9X63GBRK,A2YTQDLACTLIBA,0.03,0.0,nan,False,20,10,10
20180903-112829_648_live,A3FLU5Q5TRQIPE,A298FAWY76NZA9,0.5,0.5,nan,False,20,10,10
20180903-143317_526_live,A2N93IVSZXSB73,A31PCN2LP7DP8I,1.0,1.0,nan,False,20,10,10
20180903-070317_375_live,A1FVCMGXK85014,A3976SWQ9TVFVN,0.0,0.0,nan,False,20,10,10
20180903-140534_880_live,A2A7R0WEEFC3OX,AIVV4VUFFYHHN,0.2,1.0,nan,False,20,10,10
20180903-194537_111_live,A2N962G55T9MOB,ARNLOTO3A4GXY,0.5,0.5,nan,False,20,10,10
20180903-094154_600_live,A3KY3PI70Q4T0D,A1249JB5291MR2,2.0,0.0,nan,False,22,11,11
20180903-162604_585_live,AFK56OAIREA9O,A3UC8KZ5O8FVX9,1.5,0.0,nan,False,20,10,10
20180903-213644_620_live,A2RGHUEITGT0MG,A1A7I4XGMIIQC7,2.0,0.05,nan,False,20,10,10
20180903-142445_603_live,AXY0D2AMLKE2A,AWWTY60QVT5O6,0.5,0.5,nan,False,22,11,11
20180903-132003_65_live,A1HQL1FCG3DL81,A3HXWI478OJGM7,2.0,0.5,nan,False,20,10,10
20180903-092915_966_live,A24UUWI8IIJKT6,AU9MOALKE8TKF,2.0,0.0,nan,False,20,10,10
20180903-235644_695_live,AUQ3YNRU2VOXA,A3IUIS8AB17HUP,1.0,1.0,nan,False,26,13,13
20180903-214235_952_live,A74VX3HNV89GF,ASKKMTJ65PTSC,0.2,0.2,nan,False,22,11,11
20180903-154729_573_live,ABHKTBF20ZL6G,A3WNUUT4S3JFS,0.0,0.03,nan,False,21,11,10
20180903-111245_955_live,A1X6Z93V4G0Q8H,A6HA3UTCN014C,1.0,0.1,1.0,True,21,11,10
20180903-175250_880_live,A1VR49TB3Q4BV8,A1DNJ3C38BJ0MJ,0.75,0.0,nan,False,20,10,10
20180903-044446_477_live,A3Q0QURRI61FVB,AZIAQJWXTSFUX,0.0,2.0,nan,False,21,11,10
20180903-233729_555_live,A3POGRWS6CTP4H,A2N962G55T9MOB,1.0,1.0,nan,False,21,11,10
20180903-094216_793_live,A2XH803LQTVROS,A1SM0IKQ4OTSCI,1.0,1.0,nan,False,20,10,10
20180903-004112_585_live,A311P1B9311OSX,AW9CG4PHE8X7D,2.0,0.0,nan,False,20,10,10
20180903-141538_396_live,AJQGWGESKQT4Y,A28YLZWGRV9MQA,0.0,0.1,nan,False,20,10,10
20180903-141447_736_live,A3976SWQ9TVFVN,A155E68D25XJ1U,0.5,0.0,nan,False,21,11,10
20180903-094620_889_live,ACP3L9X63GBRK,A1XXI7APKCOIP3,0.0,0.0,nan,False,20,10,10
20180903-132332_521_live,A2OATZCX1YXE77,A1ICLON5I25JP2,0.0,0.0,0.25,True,20,10,10
20180903-131642_76_live,A35UAZ5IKU14XW,A2RKPHMUAYF2P9,1.0,1.0,nan,False,20,10,10
20180903-073450_337_live,A1AZLJ3R5FQ9B7,AP1FXX0XQQTG8,0.0,0.0,nan,False,20,10,10
20180903-143255_501_live,A3QN9B9ZS1CWWM,A1ZUG1RU6O9FYF,0.0,0.0,nan,False,20,10,10
20180903-164113_982_live,A2ODRHHGI19CQP,A2X9MKQAULD8ZR,1.0,1.0,nan,False,23,12,11
20180903-071928_910_live,A1DUH3RLI00YQM,ACP3L9X63GBRK,0.0,0.0,nan,False,20,10,10
20180903-103939_512_live,A25AJ66CYVUTBR,A18O3DEA5Z4MJD,0.02,0.0,0.25,True,20,10,10
20180903-103342_719_live,A2NBVTY6FLBEAF,A2QP7JJU9J2C2S,2.0,1.0,nan,False,20,10,10
20180903-134122_237_live,ADATJMIZE412Z,AIVV4VUFFYHHN,0.2,0.0,nan,False,20,10,10
20180903-021912_147_live,A2LNUL2EPPBJJI,A1FO99U5T2TBBP,0.0,0.0,nan,False,20,10,10
20180903-095231_898_live,AEO8NL8D28NQG,A2EJLKLPXT8GDI,0.0,0.0,nan,False,20,10,10
20180903-084513_458_live,A29JLB7MO2BZ7T,A170WB19NJQ8R,1.0,1.0,nan,False,20,10,10
20180903-173808_744_live,A3G0C37OZR4C2Q,A223BBAD3U6QFR,0.0,0.0,nan,False,20,10,10
20180903-171704_760_live,A3OVMQJXD4N856,ACNHKXWKZRUZ5,1.0,0.0,nan,False,23,12,11
20180903-134529_203_live,A1B7Y6W33FM2L8,A229NBQ2QJR4HM,1.5,0.0,nan,False,20,10,10
20180903-194245_441_live,A3BVD8SMN9051L,A1S0R9UMW0FWAZ,0.0,0.0,nan,False,21,11,10
20180903-163912_368_live,ACP3L9X63GBRK,ATOV0H5KQHI29,0.0,0.0,nan,False,20,10,10
20180903-215035_42_live,A2APJBWVHEFR9Q,A2PU8CTSEO2CHB,0.0,1.0,nan,False,20,10,10
20180903-145436_470_live,A766NF07JPWIR,A161AJDHLJVCLZ,0.0,0.5,nan,False,20,10,10
20180903-063835_981_live,A1FVCMGXK85014,A3T9K2RY06UO14,0.0,0.0,nan,False,20,10,10
20180903-184453_829_live,A26S6P9R9UB5UP,A1YJI91VHGPX0Q,2.0,0.0,nan,False,20,10,10
20180903-102417_844_live,A1RUVZ1R85HG11,AE0JJ0C4XL9E3,0.0,0.0,nan,False,24,12,12
20180903-212834_390_live,AKHJAHOXU3TJ2,A1TQ82MGC7Q873,2.0,0.1,nan,False,23,12,11
20180903-172533_130_live,A3VBNWON5XOUVS,A1VR49TB3Q4BV8,0.0,0.0,nan,False,21,11,10
20180903-082331_337_live,A3CVIBTXRKQMUK,A2OATZCX1YXE77,0.0,0.2,nan,False,20,10,10
20180903-145230_643_live,ADXS3LYNZDXWX,A2N93IVSZXSB73,1.0,0.0,nan,False,20,10,10
20180903-203212_312_live,AJE2GXXF7UMBN,A1Q61CF5K50UJC,0.4,0.8,nan,False,20,10,10
20180903-192449_648_live,A8P4IX3LTQNLY,A1VBZWAHLWQMXM,0.2,1.0,nan,False,21,11,10
20180903-185128_189_live,A1LDCUPVQ7EW3E,A24YV72S01WRUP,0.0,0.0,nan,False,21,11,10
20180903-042451_245_live,A280TORYM293P6,AZIAQJWXTSFUX,0.0,0.5,nan,False,21,11,10
20180903-092432_430_live,A2C2QEHTYDJJ3Y,A2UDVTFUNNM5TB,0.0,0.0,nan,False,20,10,10
20180903-104000_179_live,A1VIDXC2Z3KSCJ,A2NMSTV2S1CLMT,0.25,0.1,nan,False,20,10,10
20180903-082916_59_live,A2BRZKFG6WAVER,A2DHLFPCDUTK2O,0.0,0.0,nan,False,20,10,10
20180903-221028_490_live,A2YQAE441JMA7V,A176LFBVBDNQDK,2.0,0.0,nan,False,22,11,11
20180903-075401_529_live,AIVV4VUFFYHHN,A13CXQGLSH6QY8,0.0,0.2,nan,False,20,10,10
20180903-152549_306_live,A1FVCMGXK85014,A2YTQDLACTLIBA,0.03,0.0,nan,False,20,10,10
20180903-160514_498_live,AWUFWBN4UF4J0,A17RQXWW16PFW3,0.01,0.0,nan,False,24,12,12
20180903-224911_659_live,A1C7XI68SED8JE,ACNHKXWKZRUZ5,1.0,0.0,nan,False,21,11,10
20180903-092419_214_live,A2N962G55T9MOB,A91V514SADEVZ,0.0,0.5,nan,False,22,11,11
20180903-134158_211_live,A302K8B1H9ISJA,A2VR0KBCWPY8E1,0.2,0.0,nan,False,20,10,10
20180903-181230_303_live,ATIAMDY7P54P,A3GGA28ZY5CYTH,0.5,0.0,nan,False,20,10,10
20180903-132951_967_live,A4TF7BTV9SM06,A3976SWQ9TVFVN,0.0,0.0,nan,False,21,11,10
20180903-102457_108_live,A11LF1JN8ZKLTZ,A1KPQRLBEUXF4D,0.0,2.0,nan,False,21,11,10
20180903-194720_581_live,AG3ISFZMFGDQ9,A2FU8D1EDCM89E,1.0,1.0,nan,False,20,10,10
20180903-154704_839_live,A2C2QEHTYDJJ3Y,A197FECF831H95,0.0,0.0,nan,False,20,10,10
20180903-131723_996_live,A3PL7JEMIPFHI9,A120PN22KW0VPY,0.3,0.2,nan,False,20,10,10
20180903-140656_582_live,A25R2OI9L2Q1OW,A12DY4HHG6MYF0,2.0,0.0,nan,False,21,11,10
20180903-141235_817_live,AV3LN2EMUI4LG,A2HR7ZIX42FEPG,0.5,0.0,nan,False,20,10,10
20180903-170455_801_live,ACM87U430O96Z,A3SZ5EYLO5ZQ2D,1.0,0.15,nan,False,20,10,10
20180903-131454_357_live,A3EJ44J2ZNRMDA,A3BJNFU4T7RU11,0.0,0.0,nan,False,21,11,10
20180903-111729_738_live,A31DVG4L3PSY2R,A3LWWA426J3M11,0.0,0.0,nan,False,20,10,10
20180903-094939_651_live,A2OBW9OO2S40T3,A302K8B1H9ISJA,0.0,0.1,nan,False,22,11,11
20180903-081910_674_live,A2JY56TZCEPK3J,AIVV4VUFFYHHN,0.2,0.0,nan,False,22,11,11
20180903-152518_191_live,A3FT0V0X6ENE0T,A2YMYHBFXY8078,0.0,0.0,nan,False,20,10,10
20180903-165655_280_live,A14JHKC3HP4XTI,AOWW3URQNRJ6U,0.2,0.4,nan,False,20,10,10
20180903-184438_57_live,AG3ISFZMFGDQ9,A1ZXNYPV6HJCMP,2.0,2.0,nan,False,20,10,10
20180903-194345_741_live,A24YV72S01WRUP,A1QHP9KQUEFQGK,0.0,0.0,nan,False,20,10,10
20180903-084303_89_live,A2OATZCX1YXE77,A4C5CXIW9XQWG,2.0,0.0,nan,False,20,10,10
20180903-105341_965_live,ADWDNBND4BW94,AXY0D2AMLKE2A,0.75,0.0,nan,False,21,11,10
20180903-134944_967_live,AM3W55B9QYT6N,AXY0D2AMLKE2A,0.75,0.75,nan,False,20,10,10
20180903-094545_472_live,A1N7JIYDZQ1AR,A1MDOWPQ04PFYB,0.0,0.0,nan,False,21,11,10
20180903-193748_318_live,A20FCMWP43CVIU,A1APMDEWMYADE4,0.0,0.0,nan,False,20,10,10
20180903-103724_869_live,A3FY7A6Z3EVNRX,A1S8R53T1HMPXX,1.0,0.0,nan,False,20,10,10
20180903-173912_750_live,A3IPMCB9WI5B3M,A1E6KJN681LMTW,1.7,0.0,nan,False,20,10,10
20180903-103431_860_live,A2VDGWD0BBMSP2,A13QDDCZTLUYFI,1.0,0.0,nan,False,21,11,10
20180903-131515_54_live,A197FECF831H95,A2WYCY1FMQOD5F,0.0,0.0,nan,False,20,10,10
20180903-062509_807_live,A161AJDHLJVCLZ,A11N2XYG9AGJ30,0.15,0.0,nan,False,20,10,10
20180903-104450_565_live,A120PN22KW0VPY,A1JDE05XZK1E33,0.3,0.1,nan,False,21,11,10
20180903-155854_148_live,A1IJ56N5Z4TT46,A8Z0X75DA938P,1.0,0.5,nan,False,20,10,10
20180903-143428_485_live,A120PN22KW0VPY,A12H9WVHOB0E0O,0.2,0.2,nan,False,23,12,11
20180903-093512_147_live,A10IRMJC9KTI62,A2P87D5STA9U7,0.0,1.0,nan,False,20,10,10
20180903-133419_244_live,A1ZHYS5O0CKLXB,A1Y82LKWQQP90M,0.1,0.0,nan,False,20,10,10
20180903-065008_728_live,A1QJX8U3IIL5XQ,A33RFOT34Z5DNC,1.0,0.0,nan,False,23,12,11
20180903-150559_933_live,A1FVCMGXK85014,A1PVWZ8ZYJHCOJ,0.0,0.0,nan,False,20,10,10
20180903-165952_124_live,A3779AAVHVT6EQ,A1QYRXQWOPKHKS,0.0,0.5,nan,False,21,11,10
20180903-103006_867_live,A28URN0B675OIE,A2MCRVU8I9VNHG,2.0,0.0,nan,False,20,10,10
20180903-140519_57_live,A2KDBLLOHTRREI,A14WJCT3MCWLK4,0.0,0.08,nan,False,20,10,10
20180903-141258_428_live,A11DLGQTOOSIWR,A3GZO4JCO9FBH8,2.0,1.0,nan,False,22,11,11
20180903-103052_41_live,A302K8B1H9ISJA,AM25PK55TI3PM,0.0,0.0,nan,False,22,11,11
20180903-092132_700_live,A2BI8BZTDSLX6H,AEO8NL8D28NQG,0.0,0.0,nan,False,20,10,10
20180903-164852_724_live,A2W37S6VC464WK,ABEJPX8HRQFAW,0.1,0.0,nan,False,20,10,10
20180903-104032_620_live,A1LEWF3XCAKF39,A3T9C1USL4V4IJ,0.0,0.0,nan,False,21,11,10
20180903-105659_349_live,A3FT0V0X6ENE0T,A1JEKYQA0F1KUL,0.2,0.2,nan,False,22,11,11
20180903-104045_943_live,A2UHBTBXR5K9ZU,A3QAETE7C7Z4R3,0.0,0.0,nan,False,21,11,10
20180903-103906_732_live,A207TJIPWDJAQZ,A1XATJA7ENOGWB,0.0,1.0,nan,False,21,11,10
20180903-140806_586_live,A2N962G55T9MOB,AK7FDS2KRJZLA,0.3,0.3,nan,False,20,10,10
20180903-105517_696_live,A2O5J0420C1UPC,A200H4TX468LE,0.0,0.0,nan,False,21,11,10
20180903-165314_834_live,A2H1NJSK2K37H5,A3DHMYX6PEQ05X,0.5,0.0,nan,False,21,11,10
20180903-134707_882_live,A3THQW9CTSJS6V,A3BN7XW16OPEP3,0.0,0.5,nan,False,20,10,10
20180903-181838_910_live,A1SQC3067DP5TB,A3G0C37OZR4C2Q,0.0,1.0,nan,False,21,11,10
20180903-163331_887_live,A1AZ5I7YSPJCU9,AJY9CIX7FW9W1,2.0,0.1,2.0,True,20,10,10
20180903-084857_434_live,A11Q8U6QTT8KGF,A1RVCQGCD1Z26P,0.0,0.25,nan,False,21,11,10
20180903-195933_536_live,A1VN7QJKC0ES2Z,A36BBFY0CJMW8N,1.0,1.0,nan,False,21,11,10
20180903-042430_763_live,A3PL7JEMIPFHI9,A2CSV75E3JT58Y,0.0,0.3,nan,False,20,10,10
20180903-170041_976_live,A3A07QA5U733HQ,A7K6LJGDREGTT,0.0,0.0,nan,False,20,10,10
20180903-173114_499_live,ATCD6QH1YV8RL,A1DNJ3C38BJ0MJ,0.3,0.3,nan,False,20,10,10
20180903-135612_884_live,A3S67QA0SQVPUJ,A21Y7K669KM1PR,1.0,0.0,nan,False,20,10,10
20180903-151450_30_live,A3SS0C4IVTSIFL,A1249JB5291MR2,0.0,1.0,nan,False,24,12,12
20180903-080857_582_live,A23D8BU0PEEXFQ,A12DY4HHG6MYF0,1.5,0.0,nan,False,20,10,10
20180903-011326_133_live,A15305UK5RCUFH,A2FHPTFTHS0HL3,1.0,0.15,nan,False,21,11,10
20180903-155038_7_live,A1ZHYS5O0CKLXB,A3S5MZ1O1XEYQI,1.0,0.0,nan,False,20,10,10
20180903-111515_288_live,A1BVPV389JK7BF,A24NKUCAX1LURL,0.0,0.0,nan,False,22,11,11
20180903-172112_282_live,ANMD34DNHLOLC,A2JQDZY77YZDVB,0.0,0.0,nan,False,20,10,10
20180903-155307_620_live,A1XYZ59F32389B,AKDDX03YN66YJ,0.1,0.1,nan,False,21,11,10
20180903-103835_253_live,A2581F7TDPAMBQ,A29VL3MZE7YPBZ,0.0,0.0,nan,False,20,10,10
20180903-155911_448_live,A28Q4YJSLGWCL5,A3CAF7LTD3ORSG,1.0,1.0,nan,False,21,11,10
20180903-192755_517_live,A3POGRWS6CTP4H,A3DAMU8MTEB7VG,0.5,0.0,nan,False,22,11,11
20180903-135757_484_live,A16KMPWYUZO0M6,A264G2H7KNNP3C,0.0,0.0,nan,False,20,10,10
20180903-165930_826_live,A2I4M1UWS4X90W,A1TGV7LT6LTIQU,0.5,0.3,nan,False,21,11,10
20180903-153530_52_live,AH56J7I291XL7,A2A3S31M64BVVR,0.0,0.0,nan,False,20,10,10
20180903-145341_70_live,A31PCN2LP7DP8I,AGHOLB0HHNC33,2.0,1.0,nan,False,20,10,10
20180903-074043_932_live,A3976SWQ9TVFVN,A294A6GI34E9OI,0.0,0.0,nan,False,20,10,10
20180903-111551_100_live,A2YTQDLACTLIBA,A2VDBWIHWE1SVD,1.0,0.0,nan,False,23,12,11
20180903-005045_964_live,A178ZFHAZZDNIJ,A4T9TNIHDKF1B,0.0,1.0,nan,False,21,11,10
20180903-103709_629_live,AGVIHLR1DX7,A1RGD548VIVY96,1.0,0.0,nan,False,20,10,10
20180903-133702_487_live,ANT979UZZF7N0,A3R98EUOF1B2M1,1.0,0.0,nan,False,20,10,10
20180903-225340_198_live,A1B7Y6W33FM2L8,A1E77HZO63E334,0.0,2.0,nan,False,20,10,10
20180903-165121_48_live,A2O2Q0LVWOWJ1G,A98E8M4QLI9RS,0.7,0.0,nan,False,20,10,10
20180903-053722_705_live,AC05CZ95ORIMY,A161AJDHLJVCLZ,0.0,2.0,nan,False,20,10,10
20180903-133523_829_live,AEO8NL8D28NQG,A3DQBJOPTTD7QZ,0.0,0.0,nan,False,20,10,10
20180903-134712_199_live,A2A3HPVR70IDH2,A2JY56TZCEPK3J,0.0,0.0,nan,False,20,10,10
20180903-000031_632_live,AW9SCL2U33XET,AV3LN2EMUI4LG,0.0,0.3,nan,False,20,10,10
20180903-144015_197_live,A2APJBWVHEFR9Q,AM25PK55TI3PM,0.0,1.0,nan,False,20,10,10
20180903-171103_980_live,ACNHKXWKZRUZ5,A3LRZX8477TYYZ,0.0,0.0,nan,False,22,11,11
20180903-153105_741_live,A161AJDHLJVCLZ,A1Z2ZGPJRGG0G3,0.5,0.0,nan,False,20,10,10
20180903-231131_77_live,A8ZUM922CBH6S,A2JY56TZCEPK3J,0.0,0.0,nan,False,20,10,10
20180903-235246_719_live,A25ZZOSL7MVU22,A2XTHX3EH59PQ8,0.5,0.5,nan,False,21,11,10
20180826-175233_4_live,A161AJDHLJVCLZ,AKKCES7R3Q53U,0.0,0.0,1.0,True,20,10,10
20180826-175853_545_live,A16QTKULP8HQ6G,AEFQQ371NKQU8,0.1,0.01,0.1,True,20,10,10
20180826-044626_167_live,A10249252O9I20MRSOBVF,A3IQ7EGSSQF1AA,0.0,0.0,0.25,True,21,11,10
20180826-013831_953_live,A3VAAV7ZCSO7NA,A3NBT0WBUQ1AJ4,1.0,1.0,1.0,True,20,10,10
20180826-073858_133_live,A22WWSTT8TU7G1,A2SRC38HIJ2X19,0.3,0.05,0.3,True,21,11,10
20180826-193546_146_live,A3BKZ14V95ZNR6,A3FPPZWMQOANR4,0.0,0.0,25.0,True,20,10,10
20180826-173836_197_live,A3ORNS0NYX7BQ5,A1D4C4NYRWMTRQ,0.0,0.5,0.5,True,20,10,10
20180826-070022_438_live,A16QTKULP8HQ6G,A22WWSTT8TU7G1,0.05,0.0,0.05,True,20,10,10
20180826-174957_757_live,A30MTVHNNST3F,A3MAK5EFNKNO62,0.2,0.0,0.2,True,21,11,10
20180826-180631_700_live,A161AJDHLJVCLZ,AG1BNU31ZP490,0.15,0.0,0.0,True,20,10,10
20180826-064412_288_live,A2B9EPZNDQ41GA,A161AJDHLJVCLZ,0.0,0.0,nan,False,20,10,10
20180826-061846_932_live,A1YV31LYI26TT5,AVKKT535QOQTM,0.3,10.0,nan,False,21,11,10
20180826-174459_637_live,A3FPPZWMQOANR4,AAIQLE701DI9U,0.0,0.0,1.0,True,20,10,10
20180826-073320_803_live,A1NOHVLPYWB0TP,A16KMPWYUZO0M6,0.0,0.25,20.0,True,20,10,10
20180826-061949_863_live,A16QTKULP8HQ6G,A2BLP3G105MLH1,0.0,0.2,5.0,True,20,10,10
20180826-063853_537_live,A3PQUGIQQBPR98,A16QTKULP8HQ6G,0.05,0.0,nan,False,20,10,10
20180826-021724_326_live,A2O7AHH32GWNIS,A3KL0A3IYLPN7J,1.0,1.0,1.0,True,20,10,10
20180826-220528_999_live,ALBORX1DBXFLC,A2KVQG5ACP726I,0.3,0.0,0.3,True,20,10,10
20180826-175705_624_live,A1FVCMGXK85014,A1D4C4NYRWMTRQ,0.0,0.0,0.6,True,20,10,10
20180826-054028_444_live,A25L985XCNESXE,A9J48W1C9IZAI,1.0,0.1,1.0,True,20,10,10
20180826-062755_702_live,A25L985XCNESXE,A22WWSTT8TU7G1,0.05,0.05,0.05,True,20,10,10
20180826-062039_2_live,A161AJDHLJVCLZ,A27GK6AHDNFW5Y,0.0,0.0,nan,False,20,10,10
20180826-181903_395_live,A3FPPZWMQOANR4,A3IB7YJHP04OHI,0.0,0.0,0.15,True,20,10,10
20180826-181717_640_live,A1BVEXQ684HDEP,AEQ1FIT3SYXWZ,0.0,0.0,nan,False,20,10,10
20180826-020520_686_live,A2JY56TZCEPK3J,A2FP20UDGV3K01,0.0,0.0,nan,False,21,11,10
20180826-180314_928_live,A2OBW9OO2S40T3,A5ZK7EFIUFBQP,0.0,0.3,0.2,True,20,10,10
20180826-053925_84_live,A2EW08X2I87RXL,A1PVWZ8ZYJHCOJ,0.0,0.0,nan,False,20,10,10
20180826-190151_488_live,AG1BNU31ZP490,A1DIV78LN6U2D0,0.0,0.15,20.0,True,20,10,10
20180826-174120_426_live,A3KL0A3IYLPN7J,A1B7Y6W33FM2L8,0.15,0.15,0.15,True,22,11,11
20180826-013529_897_live,AHSXMZBNS9BPA,A3KL0A3IYLPN7J,5.0,0.0,5.0,True,20,10,10
20180826-080505_231_live,A1JMD1M91WRWGB,A2P065E9CYMYJL,0.0,0.0,0.25,True,20,10,10
20180826-062356_655_live,A9EQ4FWCUQVBL,A1AMP9RUXAAV9K,0.0,0.1,nan,False,20,10,10
20180826-064104_677_live,A25L985XCNESXE,A3E2NEZ6M1N1DT,0.0,0.05,0.1,True,20,10,10
20180826-204907_535_live,A2XZ1603CBMWUE,A2W03879KN5EQ2,0.3,0.0,0.3,True,20,10,10
20180826-182527_314_live,A3CHSKOAWR1DVA,A161AJDHLJVCLZ,0.0,0.0,nan,False,20,10,10
20180826-072151_442_live,A16QTKULP8HQ6G,A1FVCMGXK85014,5.0,0.0,5.0,True,20,10,10
20180826-175706_443_live,A1TYMXIYUUUL6F,A3DLO2PNUBIKID,0.0,0.0,0.0,True,20,10,10
