title,year,doi,url,venue,authors,work_type,query_ids,source_apis
145How to attack a far galaxy and beyond,2026,10.1515/9783111436548-007,https://doi.org/10.1515/9783111436548-007,Cybersecurity,Luis Hernández-Álvarez; Miguel Ángel González de la Torre; Eva Iglesias Hernández; Luis Hernández Encinas,book-chapter,Q02,Crossref
281Security verification of authenticated encryption with associated data under chosen message attack assumption using Tamarin prover,2026,10.1515/9783111436548-013,https://doi.org/10.1515/9783111436548-013,Cybersecurity,Takehiko Mieno; Hiroyuki Okazaki; Kenichi Arai; Yuichi Futa,book-chapter,Q02,Crossref
A Comprehensive and Systematic Review of Performance Evaluation of Public Transit,2026,10.3311/pptr.39720,https://doi.org/10.3311/pptr.39720,Periodica Polytechnica Transportation Engineering,Anupama Mishra; Varun Singh,article,Q01,OpenAlex
"A Comprehensive Survey on VANET–IoT Integration Toward the Internet of Vehicles: Architectures, Communications, and System Challenges",2026,10.3390/futuretransp6010032,https://doi.org/10.3390/futuretransp6010032,Future Transportation,Khalid Kandali; Said Nouh; Lamyae Bennis; Hamid Bennis,article,Q09,OpenAlex
A Cybersecurity Digital Twin Architecture for Modelling Threats in Interconnected Systems,2026,10.60097/acig/221493,https://doi.org/10.60097/acig/221493,Applied Cybersecurity &amp; Internet Governance,Matteo Repetto; Daniele Canavese,journal-article,Q06,Crossref
A Digital Twin-Assisted Threat Modeling Framework for Predicting APT Attack Flows in Industrial Control Systems,2026,10.3390/jcp6030081,https://doi.org/10.3390/jcp6030081,Journal of Cybersecurity and Privacy,Gizem Erceylan; Doney Abraham; Aida Akbarzadeh; Vasileios Gkioulos; Sandeep Pirbhulal,journal-article,Q02,Crossref
A longitudinal study of the frequency and characteristics of shared and private E-scooter trips,2026,10.1016/j.jcmr.2026.100119,https://doi.org/10.1016/j.jcmr.2026.100119,Journal of Cycling and Micromobility Research,Fariborz Mansourifar; Narelle Haworth; Zohre Ahmadabadi; Christopher R. Cherry,journal-article,Q01,Crossref
A Novel Approach to Sybil Attack Detection in VANETs Using Verifiable Delay Functions and Hierarchical Fog-Cloud Architecture,2026,10.3390/jcp6020059,https://doi.org/10.3390/jcp6020059,Journal of Cybersecurity and Privacy,Habiba Hadri; Mourad Ouadou; Khalid Minaoui,journal-article,Q02,Crossref
A representativeness-privacy-utility evaluation framework for synthetic trip data generation,2026,10.1016/j.ait.2026.100075,https://doi.org/10.1016/j.ait.2026.100075,Artificial Intelligence for Transportation,Yuanyuan Wu; Zhenlin Qin; Zhenliang Ma,journal-article,Q08,Crossref
A taxonomy and survey of integrating emerging technologies to intelligent transportation systems,2026,10.1007/s44443-026-00806-3,,SZTE Publicatio Repozitórium (University of Szeged),Delavari Zahra; Pflanzner Tamas; Kertész Attila,article,Q06,OpenAlex
A theoretical framework for vertical and horizontal security culture analysis: A review of Serbian literature,2026,10.48146/odusobiad.1811360,https://doi.org/10.48146/odusobiad.1811360,ODÜ Sosyal Bilimler Araştırmaları Dergisi (ODÜSOBİAD),Uroš Aćimović,article,Q02,OpenAlex
Ad Personalization and Transparency in Mobile Ecosystems: A Comparative Analysis of Google's and Apple's EU App Stores,2026,10.56553/popets-2026-0031,https://doi.org/10.56553/popets-2026-0031,Proceedings on Privacy Enhancing Technologies,David Breuer; Lucas Becker; Matthias Hollick,journal-article,Q04,Crossref
An Empirical Assessment of Digital Forensic Process Reliability Using Integrated ISO/IEC 27037 and 27041 Standards,2026,10.3390/jcp6020057,https://doi.org/10.3390/jcp6020057,Journal of Cybersecurity and Privacy,Zlatan Morić; Vedran Dakić; Ivana Ogrizek Biškupić,journal-article,Q02,Crossref
ANALYSIS OF OPEN LI-ION BATTERY TESTING DATASETS FOR DEGRADATION MODELING AND LIFECYCLE MANAGEMENT,2026,10.15407/srenergy2026.01.065,https://doi.org/10.15407/srenergy2026.01.065,System Research in Energy,Ganna Kostenko; Andrii Bosak; Yurii Sapsai; Artur Zaporozhets,journal-article,Q11,Crossref
Another Mirage of Breaking MIRAGE: Debunking Occupancy-Based Side-Channel Attacks on Fully Associative Randomized Caches,2026,10.1109/lca.2025.3638260,https://doi.org/10.1109/lca.2025.3638260,IEEE Computer Architecture Letters,Chris Cao; Gururaj Saileshwar,journal-article,Q15,Crossref
"Artificial intelligence-driven embedded sensing, digital twin, and modular electrified vehicle systems for intelligent sustainable mobility",2026,10.1007/s44465-026-00025-0,https://doi.org/10.1007/s44465-026-00025-0,Discover Vehicles,Hafsa Waheed; Ghulam E Mustafa Abro,article,Q03,OpenAlex
Assessing Privacy Leakage in Android App Logs: An Empirical Study of Recorded and Real-World Cases,2026,10.2139/ssrn.6463688,https://doi.org/10.2139/ssrn.6463688,,Zhiyuan Chen; Vanessa Nava-Camal; Tiash Roy; Yiming Tang; Xueling Zhang; Andy Meneely; WeiYi Shang,posted-content,Q13,Crossref
"Attack Graph, Attack HyperGraph, and Attack SuperHyperGraph in Security",2026,10.61356/j.aics.2026.3638,https://doi.org/10.61356/j.aics.2026.3638,Artificial Intelligence in Cybersecurity,Takaaki Fujita,journal-article,Q02,Crossref
Balancing privacy and platform power in the mobile ecosystem: The case of Apple’s App Tracking Transparency,2026,10.1016/j.clsr.2025.106255,https://doi.org/10.1016/j.clsr.2025.106255,Computer Law &amp; Security Review,Julia Krämer,journal-article,Q04,Crossref
BATTERY MANAGEMENT SYSTEM FOR ELECTRIC DEVICES,2026,10.2139/ssrn.6713087,https://doi.org/10.2139/ssrn.6713087,,Subramanya Bhat; Basavaraj M; Padmanabh Thakur; Nagaraja H N,posted-content,Q03,Crossref
Battery Thermal Management System for Electric Vehicle,2026,10.1007/978-981-96-8418-2_9,https://doi.org/10.1007/978-981-96-8418-2_9,Green Energy and Technology,Ataur Rahman; Sany Izan Ihsan; Fadly Jashi Darsivan Bin Ridhuan Siradj,book-chapter,Q03,Crossref
Behind the Curtain: How Shared Hosting Providers Respond to Vulnerability Notifications,2026,10.1109/sp63933.2026.00036,https://doi.org/10.1109/sp63933.2026.00036,2026 IEEE Symposium on Security and Privacy (SP),Giada Stivala; Rafael Mrowczynski; Maria Hellenthal; Giancarlo Pellegrino,proceedings-article,Q01,Crossref
ClarID: a human-readable and compact identifier specification for biomedical metadata integration,2026,10.1186/s13326-026-00349-6,https://doi.org/10.1186/s13326-026-00349-6,Journal of Biomedical Semantics,Manuel Rueda; Ivo G. Gut,journal-article,Q07,Crossref
"Clearing Conditional Commitments: Privacy, Specification, and Custody in a Clearinghouse for Interdependent Action",2026,10.2139/ssrn.6946318,https://doi.org/10.2139/ssrn.6946318,,Timothy Miano,posted-content,Q07,Crossref
Clicking into Exposure: Uncovering Privacy Risks of Google Click Identifier in YouTube Ads,2026,10.56553/popets-2026-0038,https://doi.org/10.56553/popets-2026-0038,Proceedings on Privacy Enhancing Technologies,Ha Dao; Abhishek Shinde; Sana Athar; Devashish Gosain,journal-article,Q07,Crossref
"Closing the Loop in Fan-Zone Sustainability: Integrating WSN/IoT Sensing, Footprint Attribution, and Digital Twins for Real-Time Decision Support",2026,10.63029/7g8xd643,https://doi.org/10.63029/7g8xd643,Management Research Quarterly,Maryam Juma; Ekaterina Glebova; Shamma Fallah,article,Q01,OpenAlex
Cloud Based Location Aware Security Framework for Proactive Threat Detection and Prevention,2026,10.22266/ijies2026.0531.12,https://doi.org/10.22266/ijies2026.0531.12,International Journal of Intelligent Engineering and Systems,Vijayasanthi M; G Narsimha,journal-article,Q16,Crossref
Comparative evaluation of linear vs switching voltage regulators for battery-powered embedded systems,2026,10.22271/27084493.2026.v6.i1a.84,https://doi.org/10.22271/27084493.2026.v6.i1a.84,International Journal of Electronics and Microcircuits,Somchai Prasert; Narissara Wongphan; Prasit Chaiyasuk; Kanokwan Srisawat,journal-article,Q10,Crossref
"Comprehensive Analysis of Shared E-Scooter Micromobility Services in Turin, Italy",2026,10.2139/ssrn.6063748,https://doi.org/10.2139/ssrn.6063748,,Ali Vaezi,posted-content,Q01,Crossref
"Comprehensive Review of Intelligent Electric Vehicles:Technologies, Charging Infrastructure, Battery Systems,Challenges, and Future Perspectives",2026,10.25258/ijddt.16.57s.68,https://doi.org/10.25258/ijddt.16.57s.68,International Journal of Drug Delivery Technology,Amit Kasar; Hemant Kadam; Amar Dum; Kiran Dhatrak; Tushar Deokar; Rameshwar Dokhe,article,Q06,OpenAlex
Connected by Data – Collective and participatory data governance,2026,10.53962/t5xp-wh,https://doi.org/10.53962/t5xp-wh,Connected by Data – Collective and participatory data governance,,journal-issue,Q12,Crossref
Correlation analysis of pilots and drones using DJI cloud forensic data,2026,10.1016/j.fsidi.2026.302101,https://doi.org/10.1016/j.fsidi.2026.302101,Forensic Science International: Digital Investigation,Hangyeol Kim; Dabin We; Wonseok An; Myungseo Park,journal-article,Q05,Crossref
Critical evaluation of the battery electric vehicle for sustainable mobility,2026,10.17869/enu.978220,https://napier-surface.worktribe.com/978220/1/Critical%20evaluation%20of%20the%20battery%20electric%20vehicle%20for%20sustainable%20mobility,Research Output (Edinburgh Napier University),Ross Milligan,dissertation,Q10,OpenAlex
Crypto.com App Support: Troubleshoot Mobile App Issues &amp; Wallet Access,2026,10.55277/researchhub.88pzsosi,https://doi.org/10.55277/researchhub.88pzsosi,,Helly Welson,report,Q04,Crossref
Crypto.com App Support: Troubleshooting Common Mobile App Issues,2026,10.55277/researchhub.riu1n793,https://doi.org/10.55277/researchhub.riu1n793,,Crypto com,report,Q04,Crossref
Cyber Threat Landscape and Security Framework for UK Building Societies: An Empirical Analysis,2026,10.2139/ssrn.6653041,https://doi.org/10.2139/ssrn.6653041,,Jay Prakash,posted-content,Q16,Crossref
Cybersecurity and Data Privacy Implications of Insurance Digitalization in a Connected Economy,2026,10.2139/ssrn.6057054,https://doi.org/10.2139/ssrn.6057054,,Janice Author,posted-content,Q12,Crossref
Cybersecurity Exercise Generation System Using LLMs with Real Attack Datasets,2026,10.5220/0014622800004061,https://doi.org/10.5220/0014622800004061,Proceedings of the 12th International Conference on Information Systems Security and Privacy,Hirokazu Hasegawa; Hiroki Takakura,proceedings-article,Q02,Crossref
Cybersecurity Further Threats in Artificial Intelligence: A Comprehensive Analysis,2026,10.36227/techrxiv.176800998.84893385/v1,https://doi.org/10.36227/techrxiv.176800998.84893385/v1,,Joseph Foley,posted-content,Q06,Crossref
Cybersecurity Future Threats in Artificial Intelligence: A Comprehensive Analysis,2026,10.22541/au.176800035.52392754/v1,https://doi.org/10.22541/au.176800035.52392754/v1,,Joseph Foley,posted-content,Q06,Crossref
"Cybersecurity in Smart Grid Power Systems: Architecture, Threats, and Advanced Mitigation Strategies",2026,10.51244/ijrsi.2026.1303000206,https://doi.org/10.51244/ijrsi.2026.1303000206,International Journal of Research and Scientific Innovation,Aditya Gupta; Husain ul Hasan Khan,journal-article,Q06,Crossref
Cybersecurity Threats in E-Commerce,2026,10.24321/2456.1428.202532,https://doi.org/10.24321/2456.1428.202532,Journal of Advanced Research in Electronics Engineering and Technology,Abhishek Sharma,journal-article,Q06,Crossref
Cybersecurity Threats in Next Gen Telecom Networks,2026,10.2139/ssrn.6081413,https://doi.org/10.2139/ssrn.6081413,,Rengalu Sudam Dora,posted-content,Q06,Crossref
Cybersecurity threats in tourism and hospitality: perspectives from tourists engaging with sharing economy services,2026,10.1080/13683500.2024.2353327,https://doi.org/10.1080/13683500.2024.2353327,Current Issues in Tourism,Zahed Ghaderi; Luc Beal; L`Hocine Houanti,journal-article,Q06,Crossref
Cybersecurity vis-à-vis Data Privacy,2026,10.4018/979-8-3373-4967-1.ch005,https://doi.org/10.4018/979-8-3373-4967-1.ch005,Legal and Ethical Challenges in Data Privacy Rights and Cybersecurity,Jipson Joseph,book-chapter,Q02,Crossref
Data Minimization Practices in Security Logging and Telemetry Systems,2026,10.4018/979-8-3373-9210-3.ch012,https://doi.org/10.4018/979-8-3373-9210-3.ch012,Advances in Computational Intelligence and Robotics,Faruq Al-Omari; Dima Mohamad Yasser Saad Eddin,book-chapter,Q01,Crossref
Data Privacy,2026,10.1007/978-981-95-5787-5_2,https://doi.org/10.1007/978-981-95-5787-5_2,Big Data Management,Xiaofeng Meng,book-chapter,Q08,Crossref
Data Set-Spatiotemporal Bikeshare System Status,2026,10.2139/ssrn.6726124,https://doi.org/10.2139/ssrn.6726124,,Chris Parker; Karthik Balasubramanian; Eleanor Byrd,posted-content,Q08,Crossref
Data Set—Spatiotemporal Bikeshare System Status,2026,10.1287/msom.2025.0391,https://doi.org/10.1287/msom.2025.0391,Manufacturing &amp; Service Operations Management,Eleanor Byrd; Chris Parker; Karthik Balasubramanian,journal-article,Q08,Crossref
Data-driven copula Bayesian network for risk analysis of lithium-ion battery accidents,2026,10.1016/j.ress.2025.112074,https://doi.org/10.1016/j.ress.2025.112074,Reliability Engineering &amp; System Safety,Huixing Meng; Mengqian Hu,journal-article,Q11,Crossref
DAVOS: An Autonomous Vehicle Operating System in the Vehicle Computing Era,2026,,http://arxiv.org/abs/2601.05072,arXiv (Cornell University),Yuxin Wang; Yuankai He; Boyang Tian; Lei Xian; Weisong Shi,preprint,Q01,OpenAlex
Design and Analysis of Battery Management and Charging System for an Electric Vehicle,2026,10.55248/gengpi.07.0426.d1018,https://doi.org/10.55248/gengpi.07.0426.d1018,International Journal of Research Publication and Reviews,K. Divya Jyothi; K. Kavya; B. Vamsi Krishna; K. Shiva Prasad; A. Chandu; Mr. V. Ravi Tejesvi,journal-article,Q11,Crossref
Development of Movement System for In-Vehicle Devices in Autonomous Vehicles and Usability Evaluation of Physical Motion-Based Alerts,2026,10.7467/ksae.2026.34.7.815,https://doi.org/10.7467/ksae.2026.34.7.815,Transactions of Korean Society of Automotive Engineers,Jae‐Joong Kim; Seok Young Hwang; Kicheol Pak,article,Q07,OpenAlex
DEVELOPMENT OF THE PERSONAL FINANCIAL MANAGER MOBILE APP,2026,10.46916/07052026-1-978-5-00276-075-6,https://doi.org/10.46916/07052026-1-978-5-00276-075-6,DEVELOPMENT OF THE PERSONAL FINANCIAL MANAGER MOBILE APP,Damir Ildarovich Kuchkarov,book-chapter,Q04,Crossref
Differential Privacy for Security Telemetry: An Empirical Study of Utility Loss in Intrusion Detection Systems,2026,10.32604/cmc.2026.082332,https://doi.org/10.32604/cmc.2026.082332,"Computers, Materials &amp; Continua",Sajad Homayoun,journal-article,Q01,Crossref
"Digital Evidence Analyzer: A Web-Based Forensic Investigation Platform for Metadata Extraction, Steganography Detection, and Automated Forensic Reporting",2026,10.2139/ssrn.6924318,https://doi.org/10.2139/ssrn.6924318,,Shivani V; Priya M L,posted-content,Q05,Crossref
DIGITAL TECHNOLOGIES IN PUBLIC ADMINISTRATION: A CASE STUDY OF ESTONIA’S E-GOVERNANCE FOR INCLUSIVE AND SUSTAINABLE DEVELOPMENT,2026,10.20544/uklop.2026.616,https://doi.org/10.20544/uklop.2026.616,UKLO PROCEEDINGS,Dhruv Kishore Bole,article,Q06,OpenAlex
"Dynamic Graph Signal Processing for Anomaly Detection in Free-Floating Shared Mobility: Method, Benchmarks, and Real-World Evidences",2026,10.5220/0014814400004030,https://doi.org/10.5220/0014814400004030,Proceedings of the 12th International Conference on Vehicle Technology and Intelligent Transport Systems,Svetlana Zubareva; Markus Lienkamp,proceedings-article,Q13,Crossref
Dynamic Wireless Charging for Micromobility Under Electromagnetic Field Exposure Regulations: A Review of Smart Grid Control and Charging Optimisation Approaches,2026,10.3390/su18052191,https://doi.org/10.3390/su18052191,Sustainability,Mário Loureiro; R. M. Monteiro Pereira; Adelino J. C. Pereira,article,Q01;Q03;Q06,OpenAlex
"E-Trojans: Ransomware, Tracking, DoS, and Data Leaks on the Xiaomi E-Scooter Ecosystem",2026,10.5281/zenodo.20529874,https://doi.org/10.5281/zenodo.20529874,Zenodo (CERN European Organization for Nuclear Research),Marco Casagrande; Riccardo Cestaro; Mauro Conti; Eleonora Losiouk; Daniele Antonioli,software,Q14,OpenAlex
"E-Trojans: Ransomware, Tracking, DoS, and Data Leaks on the Xiaomi E-Scooter Ecosystem",2026,10.5281/zenodo.20529875,https://doi.org/10.5281/zenodo.20529875,Zenodo (CERN European Organization for Nuclear Research),Marco Casagrande; Riccardo Cestaro; Mauro Conti; Eleonora Losiouk; Daniele Antonioli,software,Q14,OpenAlex
Electric Vehicle (EV) Charging Technology: Utilising Untapped Potential of Artificial Intelligence (AI) in Electrification of Critical Infrastructure,2026,10.35940/ijitee.d1230.15030226,https://doi.org/10.35940/ijitee.d1230.15030226,International Journal of Innovative Technology and Exploring Engineering,Pravin Sankhwar; Khushabu Sankhwar,article,Q06,OpenAlex
Electric Vehicle Adoption Analysis And Market Trend in India,2026,10.64751/ijpams.2026.v6.n2(1).183,https://doi.org/10.64751/ijpams.2026.v6.n2(1).183,International Journal of Pharmacy with Medical Sciences,Ranjan Kumar Jena; S. K. Singh; Asish Kumar Prusty,article,Q06,OpenAlex
Electric vehicle charging station recommendation system based on graph neural network and context-aware refinement,2026,10.1038/s41598-026-41271-2,https://doi.org/10.1038/s41598-026-41271-2,Scientific Reports,Dongseok Seo; Jihoon Moon; Hyuk-Yoon Kwon,article,Q09,OpenAlex
Equity-aware dynamic rebalancing of shared micromobility: integrating predictive prioritization with executable control,2026,10.2139/ssrn.6741289,https://doi.org/10.2139/ssrn.6741289,,Mingyue Xu; Qihao Weng,posted-content,Q01,Crossref
Establishing A Strategic Cybersecurity Platform Amid the Rapid Rise of Artificial Intelligence to Mitigate Cybersecurity Threats,2026,10.5539/nct.v10n1p18,https://doi.org/10.5539/nct.v10n1p18,Network and Communication Technologies,Faleh Abdulqader Alhawary,journal-article,Q06,Crossref
Evaluating the Effectiveness of Kenya's Cybersecurity Laws in Addressing the Cybersecurity Threats Posed by Social Media Apps,2026,10.2139/ssrn.6453439,https://doi.org/10.2139/ssrn.6453439,,Rickcard Bett,posted-content,Q06,Crossref
ExplainedKG-Next: an explainable human mobility pattern learning framework for next location prediction,2026,10.1080/10095020.2026.2624271,https://doi.org/10.1080/10095020.2026.2624271,Geo-spatial Information Science,Jia Li; Jing Li; Haiyan Liu; Chuanwei Lu; Dewei Zhou; Qingyun Liu,journal-article,Q16,Crossref
Factors steering use behaviour of shared micro-mobility services (SMSs) in Norway: Extended UTAUT 2 with intrinsic motivation,2026,10.1016/j.jcmr.2025.100098,https://doi.org/10.1016/j.jcmr.2025.100098,Journal of Cycling and Micromobility Research,Danielle Teh; Özlem Simsekoglu,journal-article,Q01,Crossref
Fairness-Aware Face Presentation Attack Detection Using Local Binary Patterns: Bridging Skin Tone Bias in Biometric Systems,2026,10.3390/jcp6010012,https://doi.org/10.3390/jcp6010012,Journal of Cybersecurity and Privacy,Jema David Ndibwile; Ntung Ngela Landon; Floride Tuyisenge,journal-article,Q02,Crossref
"From Concrete to Code: A Survey of AI-Driven Transportation Infrastructure, Security, and Human Interaction",2026,10.3390/s26072219,https://doi.org/10.3390/s26072219,Sensors,Nuri Alperen Kose; Kubra Kose; Fan Liang,article,Q02;Q03;Q06,OpenAlex
From Poison to Antidote: Advancing Cybersecurity Education with AI Attack and Defense Training,2026,10.5220/0014281000004061,https://doi.org/10.5220/0014281000004061,Proceedings of the 12th International Conference on Information Systems Security and Privacy,Angelos Kourtesis; Christian Leka; Konstantinos Lazaros; Aristidis Vrahatis; Christoforos Ntantogian,proceedings-article,Q02,Crossref
Furina: Fragmented Uncertainty-Driven Refusal Instability Attack,2026,,https://arxiv.org/abs/2605.26158,arXiv (Cornell University),Tongxi Wu; Jian Zhang; Yang Gao,preprint,Q01,OpenAlex
Gaze Patterns of E-Scooter Riders at Urban Intersections: A Real-World Eye-Tracking Study,2026,10.5592/co/cetra.2026.1860,https://doi.org/10.5592/co/cetra.2026.1860,International Conference on Road and Rail Infrastructure,Shirin Rizehbandi; Mario Fiolić; Marija Ferko; Tina Cvahte Ojsteršek; Dario Babič,proceedings-article,Q14,Crossref
General Transit Feed Specification,2026,10.1002/9781118786352.wbieg2204,https://doi.org/10.1002/9781118786352.wbieg2204,International Encyclopedia of Geography,Luyu Liu,other,Q07,Crossref
GeoGuard-PTI: a geo-temporal predictive threat intelligence framework with spatiotemporal attack forecasting and closed-loop adaptive defense,2026,10.3389/frai.2026.1850560,https://doi.org/10.3389/frai.2026.1850560,Frontiers in Artificial Intelligence,Aravindhan Manivannan; Anthoniraj Amalanathan,journal-article,Q16,Crossref
GLOBAL CHALLENGES OF SCIENCE AND WAYS TO OVERCOME THEM,2026,10.46299/isg.p.2026.1.3,https://doi.org/10.46299/isg.p.2026.1.3,,Denis Vladlenov,article,Q03,OpenAlex
How accessibility shapes shared e-scooter trip length: Insights for sustainable micromobility deployment,2026,10.2139/ssrn.6114215,https://doi.org/10.2139/ssrn.6114215,,Mehdi Barati; Tom Stewart; Fallah  Zavareh Mohsen; Angela Curl; Scott Duncan,posted-content,Q01,Crossref
"Idle Times, Busy Markets: When Competition Challenges Green Mobility",2026,,https://aisel.aisnet.org/ecis2026/is_resil/isresilience/16,Journal of the Association for Information Systems,Julius Kuhmann; Wolfgang Ketter,article,Q07,OpenAlex
Improved differential meet-in-the-middle attack using S-box linearization,2026,10.1186/s42400-025-00507-w,https://doi.org/10.1186/s42400-025-00507-w,Cybersecurity,Yifan Cao; Yang Yang,journal-article,Q02,Crossref
Innovation Path Choices in China's Electric Vehicle Battery Industry,2026,10.2139/ssrn.6168655,https://doi.org/10.2139/ssrn.6168655,,Qian Wang,posted-content,Q09,Crossref
"Integrating Spatial, Field, and Farm Data for Tracking Farmland Biodiversity and Ecosystem Condition",2026,10.5194/wbf2026-340,https://doi.org/10.5194/wbf2026-340,,Fabiana de Souza Batista,posted-content,Q14,Crossref
"Intelligent Battery Systems: System‐Level Integration of Data‐Driven Learning, Optimisation and Predictive Management",2026,10.1002/bte2.70099,https://doi.org/10.1002/bte2.70099,Battery Energy,Divine Senanu Ametefe; Nur Sabahiah Abdul Sukor; Dah John; George Dzorgbenya Ametefe; Abdulmalik Adozuka Aliu; Macaulay M. Owen; Salaudeen Taofeek Olaidey,journal-article,Q11,Crossref
Introduction to Cybersecurity,2026,10.4324/9781003366560-1,https://doi.org/10.4324/9781003366560-1,"Healthcare Cybersecurity, Privacy, and Data Protection",Lee Kim,book-chapter,Q02,Crossref
Investigating Security Vulnerabilities in 5G Control and User Planes: Attack Patterns and Protection Strategies,2026,10.3390/jcp6010037,https://doi.org/10.3390/jcp6010037,Journal of Cybersecurity and Privacy,Samuel T. Aiello; Bhaskar P. Rimal; Frederick T. Sheldon; Yong Wang,journal-article,Q02,Crossref
LHFX: A NameNode‑Centric Forensic Artefact Extraction Tool for Linux-Hadoop Big Data Environments,2026,10.2139/ssrn.6550933,https://doi.org/10.2139/ssrn.6550933,,Cephas Mpungu,posted-content,Q05,Crossref
Location Spoofing Attacks and Defense Strategies on Underwater Geo-Opportunistic Routing Networks,2026,10.1109/jiot.2025.3648348,https://doi.org/10.1109/jiot.2025.3648348,IEEE Internet of Things Journal,Lin Sun; Xiaohong Shen; Yuan Liu; Yifan Yuan; Weiliang Xie; Haiyan Wang,journal-article,Q16,Crossref
Long-term impact of micro-mobility on air and noise pollution: A GIS approach,2026,10.1016/j.uclim.2026.102774,https://doi.org/10.1016/j.uclim.2026.102774,Urban Climate,Emre Kuşkapan,journal-article,Q13,Crossref
Methodology and Toolset for an Electric Vehicle Trajectory Dataset Creation: DEVRT,2026,10.3390/data11050091,https://doi.org/10.3390/data11050091,Data,Harbil Arregui; Iñaki Cejudo; Eider Irigoyen; Estíbaliz Loyo,article,Q15,OpenAlex
"Mobile App Runtime Permissions and the Privacy Paradox: Hot‐State Decisions, Digital Literacy, and Consumer Consent",2026,10.1111/joca.70044,https://doi.org/10.1111/joca.70044,Journal of Consumer Affairs,Fan Yang,journal-article,Q04,Crossref
MOBILE DEVICE GEOLOCATION BASED ON SENSOR DATA WITHOUT GPS ACCESS: MATHEMATICAL METHODS AND PRIVACY THREATS,2026,10.70286/isu-18.03.2026.029,https://doi.org/10.70286/isu-18.03.2026.029,International Scientific Unity,Ihor Mych; Yurii Dukhnov,journal-article,Q12,Crossref
Navigating open data sharing and privacy in the age of clinical AI research: from reidentification to pseudo-reidentification,2026,10.1016/j.eclinm.2025.103729,https://doi.org/10.1016/j.eclinm.2025.103729,eClinicalMedicine,Shahin Hallaj; Anna Heinke; Fritz Gerald P. Kalaw; Nayoon Gim; Marian Blazes; Julia Owen; Eamon Dysinger; Erik S. Benton; Benjamin A. Cordier; Nicholas G. Evans; Jennifer Li-Pook-Than; Michael P. Snyder; Camille Nebeker; Linda M. Zangwill; Sally L. Baxter; Shannon McWeeney; Cecilia S. Lee; Aaron Y. Lee; Bhavesh Patel,journal-article,Q08,Crossref
OC105 Long-term follow up of real world data of children with inflammatory bowel disease (IBD) treated with Vedolizumab and Ustekinumab,2026,10.1136/flgastro-2026-bspghan.94,https://doi.org/10.1136/flgastro-2026-bspghan.94,OC105 Long-term follow up of real world data of children with inflammatory bowel disease (IBD) treated with Vedolizumab and Ustekinumab,Alice Pearson; Roxana Mardare; Sophie Cox; Angela Cole; Sanhdia Naik,proceedings-article,Q13,Crossref
Offering Electric Vehicle Battery Swapping as a Service: Electric Vehicle Manufacturers or Battery Producers?,2026,10.1002/nav.70065,https://doi.org/10.1002/nav.70065,Naval Research Logistics (NRL),Zhong‐Zhong Jiang; Kunyang Li; Christopher S. Tang; S. Alex Yang,journal-article,Q09,Crossref
Operational performance and modeling of a fuel cell/battery hybrid electric scooter,2026,10.1016/j.ijhydene.2025.152631,https://doi.org/10.1016/j.ijhydene.2025.152631,International Journal of Hydrogen Energy,Hilal Biyik; Sencer Unal; Murat Kayaoglu,journal-article,Q03,Crossref
Poster Abstract: Comparative Study of Encryption Algorithms in Battery Powered Thread© Networks for Smart Homes,2026,10.1109/sensys-adjunct71932.2026.00039,https://doi.org/10.1109/sensys-adjunct71932.2026.00039,2026 ACM/IEEE International Conference on Embedded Artificial Intelligence and Sensing Systems - Posters and Demos (SenSys-Adjunct),Simeon Tran; David C. Harrison,proceedings-article,Q10,Crossref
Privacy-Preserving Federated Learning for Medical Device Maintenance,2026,10.1109/imed68921.2026.11484183,https://doi.org/10.1109/imed68921.2026.11484183,"2026 Innovations in Machine, Engineering, and Digital Conference (IMED)",Sonali Patil; Deepali Patil; Shradha Vinayak Shilwant; Mily Lal; Manisha Bhende; Vijay Patil,proceedings-article,Q12,Crossref
Privacy-Preserving Identifier Checking in 5G,2026,10.1109/eucnc/6gsummit68295.2026.11577234,https://doi.org/10.1109/eucnc/6gsummit68295.2026.11577234,2026 Joint European Conference on Networks and Communications &amp;amp; 6G Summit (EuCNC/6G Summit),Marcel D.S.K. Gräfenstein; Stefan Köpsell; Maryam Zarezadeh,proceedings-article,Q07,Crossref
Proceedings of the III International Scientific and Practical Conference,2026,10.46299/isg.2026.1.3,https://doi.org/10.46299/isg.2026.1.3,,,paratext,Q03,OpenAlex
Protecting Subscriber Identifiers with Subscription Concealed Identifier (SUCI) Applying 5G Cybersecurity and Privacy Capabilities,2026,10.6028/nist.cswp.36a,https://doi.org/10.6028/nist.cswp.36a,,Michael Bartock; Murugiah Souppaya; Jeffrey Cichonski; Karen Kent; Parisa Grayeli; Sanjeev Sharma; Charles Teague,report,Q07,Crossref
"Public data, private insights: field-validated approaches to estimating e-scooter travel patterns",2026,10.1080/21650020.2026.2642835,https://doi.org/10.1080/21650020.2026.2642835,Urban Planning and Transport Research,Siddartha Rayaprolu; Mohan Venigalla,article,Q07,OpenAlex
Reidentification risks in distributed differentially private data leveraging large language models,2026,10.1016/b978-0-443-34109-0.00007-3,https://doi.org/10.1016/b978-0-443-34109-0.00007-3,Cybersecurity Defensive Walls in Edge Computing,Yuichi Sei; Hiroshi Okumura; Akihiko Ohsuga; Agbotiname Lucky Imoize,book-chapter,Q08,Crossref
