registry_row,country_code,name,location,system_id,website_domain,auto_discovery_domain,supported_versions,authentication_type,auto_discovery_status,auto_discovery_sha256,declared_version,feed_names,has_vehicle_status,vehicle_status_status,vehicle_status_sha256,vehicle_count,vehicle_field_names,has_vehicle_id,has_location_fields,has_last_reported,has_battery_percent,has_range,has_deep_link,vehicle_types_status,vehicle_types_sha256,vehicle_type_count,form_factors,propulsion_types,motorized_declared,fetched_at_utc,error_stage,error_message
287,DE,Dott Lindau,Lindau,dott-lindau,ridedott.com,gbfs.api.ridedott.com,2.3,,200,2508aa93cf5b3b9d6f2587a30ed5b08a5ae153b515adde37cecd5470bc996b5b,2.3,free_bike_status;gbfs_versions;geofencing_zones;station_information;station_status;system_information;system_pricing_plans;vehicle_types,true,200,c941b673067b79fdaf6c670caaf19f452220ee9098049de4c67b4d31db414be5,73,bike_id;current_fuel_percent;current_range_meters;is_disabled;is_reserved;last_reported;lat;lon;pricing_plan_id;rental_uris;vehicle_type_id,true,true,true,true,true,true,200,3c288b47845f0c67adf4bb358b74d1fd278278380abbc7741ecc8b94b858b6f7,2,bicycle;scooter,electric;electric_assist,true,2026-07-13T15:58:33.597759+00:00,,
288,DE,Dott Lübeck,Lübeck,dott-lubeck,ridedott.com,gbfs.api.ridedott.com,2.3,,200,4791dc1107e0dae5a66fb1b439514e29d9fc5665da334a76730ab34e9c8f7810,2.3,free_bike_status;gbfs_versions;geofencing_zones;station_information;station_status;system_information;system_pricing_plans;vehicle_types,true,200,f6ecfcff15687c27ae115f971e0b9978e4742b9fecb8caf85ec6fadeaa48a5e8,348,bike_id;current_fuel_percent;current_range_meters;is_disabled;is_reserved;last_reported;lat;lon;pricing_plan_id;rental_uris;vehicle_type_id,true,true,true,true,true,true,200,a5e8afcd395fb89aebaecb315df312c2785cfb6333d72f0b300a334e4907c164,1,scooter,electric,true,2026-07-13T15:58:33.644416+00:00,,
289,DE,Dott Ludwigsburg,Ludwigsburg,dott-ludwigsburg,ridedott.com,gbfs.api.ridedott.com,2.3,,200,185f7b34fe596e8e8af8bf394853881ec119b0152e65bc98db0421c796914e89,2.3,free_bike_status;gbfs_versions;geofencing_zones;station_information;station_status;system_information;system_pricing_plans;vehicle_types,true,200,5d81930905a923a18eb42c99fce3251beed9c7fdb5ac1cb3daa70f5fc0879ab8,217,bike_id;current_fuel_percent;current_range_meters;is_disabled;is_reserved;last_reported;lat;lon;pricing_plan_id;rental_uris;vehicle_type_id,true,true,true,true,true,true,200,8fb43fbae0d4ae63bfeb5ddb32b2e35b93bb2431f0faa5c1e4c07e34647325ee,1,scooter,electric,true,2026-07-13T15:58:33.704564+00:00,,
290,DE,Dott Mainz,Mainz,dott-mainz,ridedott.com,gbfs.api.ridedott.com,2.3,,200,afcded609c147ddb8c8c522366872e4d4f04ea0f3e8b9f944de9eb55aaef6902,2.3,free_bike_status;gbfs_versions;geofencing_zones;station_information;station_status;system_information;system_pricing_plans;vehicle_types,true,200,f841df16d72881a375d5f416c053716a6f40cedc4b74ad87cf7b397215a00513,782,bike_id;current_fuel_percent;current_range_meters;is_disabled;is_reserved;last_reported;lat;lon;pricing_plan_id;rental_uris;vehicle_type_id,true,true,true,true,true,true,200,04d9f61808ef3f7cbb754f4eec922764a5f54790f78ddffd66433298a4a79c05,1,scooter,electric,true,2026-07-13T15:58:33.890028+00:00,,
291,DE,Dott Mannheim,Mannheim,dott-mannheim,ridedott.com,gbfs.api.ridedott.com,2.3,,200,315acce5870f2ae92a5db0872c7b0dec83be2a17a923dfa3c02c1b3abc47a8d8,2.3,free_bike_status;gbfs_versions;geofencing_zones;station_information;station_status;system_information;system_pricing_plans;vehicle_types,true,200,7956fd176c8827a8d12ca268a4756a9ba502bad611327683a6fdd08a3f6f150f,651,bike_id;current_fuel_percent;current_range_meters;is_disabled;is_reserved;last_reported;lat;lon;pricing_plan_id;rental_uris;vehicle_type_id,true,true,true,true,true,true,200,87104fc4c5a9319c8fdfd966ed8883c2c3ab6a28fdc3c243e70dcaec6d103d9a,2,bicycle;scooter,electric;electric_assist,true,2026-07-13T15:58:34.266937+00:00,,
292,DE,Dott Minden,Minden,dott-minden,ridedott.com,gbfs.api.ridedott.com,2.3,,200,f1af4119b16c0333c3150a3c8c9b1697e004e0df5069816c1cb9dc04a2a66ea8,2.3,free_bike_status;gbfs_versions;geofencing_zones;station_information;station_status;system_information;system_pricing_plans;vehicle_types,true,200,6b313c8c5e7a493226a7928fa55323f211496b4818b9ce8ca0e4e15d4b35d22a,178,bike_id;current_fuel_percent;current_range_meters;is_disabled;is_reserved;last_reported;lat;lon;pricing_plan_id;rental_uris;vehicle_type_id,true,true,true,true,true,true,200,e1e57eabdea3b0b9ed8f728148cdb1d66a391566041df10327ec840cb01bb372,1,scooter,electric,true,2026-07-13T15:58:34.275875+00:00,,
293,DE,Dott Monchengladbach,Monchengladbach,dott-monchengladbach,ridedott.com,gbfs.api.ridedott.com,2.3,,200,e30f824966b2feb419d4a9cba139ada964af938ab1e754d3dab769a2f8a5f4ab,2.3,free_bike_status;gbfs_versions;geofencing_zones;station_information;station_status;system_information;system_pricing_plans;vehicle_types,true,200,1bf5b76fa0f92e745866430a3546d57049018eecfd552034136661390292d44c,501,bike_id;current_fuel_percent;current_range_meters;is_disabled;is_reserved;last_reported;lat;lon;pricing_plan_id;rental_uris;vehicle_type_id,true,true,true,true,true,true,200,f1cf657cba9db04cc4d3c19d2b1a6bb1adbcdf41e55af4ab824860dfa7c922ef,2,bicycle;scooter,electric;electric_assist,true,2026-07-13T15:58:34.284700+00:00,,
294,DE,Dott Monheim am Rhein,Monheim am Rhein,dott-monheim-am-rhein,ridedott.com,gbfs.api.ridedott.com,2.3,,200,4beb90805f975a9610802c171540419521971123711645897c5ced208f69182f,2.3,free_bike_status;gbfs_versions;geofencing_zones;station_information;station_status;system_information;system_pricing_plans;vehicle_types,true,200,8fc01da1e0521e56a6b111dddf40aee1eadc8d099ef7dcf156e6c256fbc8a246,143,bike_id;current_fuel_percent;current_range_meters;is_disabled;is_reserved;last_reported;lat;lon;pricing_plan_id;rental_uris;vehicle_type_id,true,true,true,true,true,true,200,473ea79e873fe9d9f5e629d476dd15bb38a5ecf517084207e05f8e1bf322da2e,2,bicycle;scooter,electric;electric_assist,true,2026-07-13T15:58:34.305633+00:00,,
295,DE,Dott Mulheim an der Ruhr,Mülheim,dott-mulheim-an-der-ruhr,ridedott.com,gbfs.api.ridedott.com,2.3,,200,5d6a27dcc9f212ba38b233c41aaad839129f43a707f6f85cc3aabaab09a059e7,2.3,free_bike_status;gbfs_versions;geofencing_zones;station_information;station_status;system_information;system_pricing_plans;vehicle_types,true,200,4a671a2009c1a60fc3564289c2ce7e0e1e6728384b93e4b136e5cf2522c80f55,461,bike_id;current_fuel_percent;current_range_meters;is_disabled;is_reserved;last_reported;lat;lon;pricing_plan_id;rental_uris;vehicle_type_id,true,true,true,true,true,true,200,b1f3d9543761fc370d5883021482480c28689a4ce8d6aba9f5bfae42ceaa05ab,1,scooter,electric,true,2026-07-13T15:58:34.363995+00:00,,
296,DE,Dott Munich,Munich,dott-munich,ridedott.com,gbfs.api.ridedott.com,2.3,,200,66bc829963d35a277646b8237672539e47a1bcf5ee25c197b53f40e6dcebbeb3,2.3,free_bike_status;gbfs_versions;geofencing_zones;station_information;station_status;system_information;system_pricing_plans;vehicle_types,true,200,a70308abb6f950f2267f974085cd3b5d3cdcc8eba8a8a2d1b91bf243606e9328,3252,bike_id;current_fuel_percent;current_range_meters;is_disabled;is_reserved;last_reported;lat;lon;pricing_plan_id;rental_uris;vehicle_type_id,true,true,true,true,true,true,200,416fe2f3e5d664eb609969042ca767ac85cca39848f9a05a3b12ccc40caafc8e,2,bicycle;scooter,electric;electric_assist,true,2026-07-13T15:58:34.391771+00:00,,
297,DE,Dott Münster,Münster,dott-munster,ridedott.com,gbfs.api.ridedott.com,2.3,,200,3d1ee554d626823bc1d9b0d0854f42316875975a8fe8392f60a990b803585248,2.3,free_bike_status;gbfs_versions;geofencing_zones;station_information;station_status;system_information;system_pricing_plans;vehicle_types,true,200,b4dce352645e93017c976973c38a98c366e12cf2ff76d1476820f84f8cd7213f,1059,bike_id;current_fuel_percent;current_range_meters;is_disabled;is_reserved;last_reported;lat;lon;pricing_plan_id;rental_uris;vehicle_type_id,true,true,true,true,true,true,200,2a70c0b09104a8c0f2ed700bfb0fcb0d08e86a46c906557995b11c5bbb802fb1,1,scooter,electric,true,2026-07-13T15:58:34.462302+00:00,,
298,DE,Dott Neumünster,Neumünster,dott-neumunster,ridedott.com,gbfs.api.ridedott.com,2.3,,200,fdc2d06260be9df8ce9539913c22bc2b9d2218972fc91b0831155ed2230a6d83,2.3,free_bike_status;gbfs_versions;geofencing_zones;station_information;station_status;system_information;system_pricing_plans;vehicle_types,true,200,22b10896affb5df31ef4d8f6576896e03b171e67f5a2dc890fcdbb2c885437d3,239,bike_id;current_fuel_percent;current_range_meters;is_disabled;is_reserved;last_reported;lat;lon;pricing_plan_id;rental_uris;vehicle_type_id,true,true,true,true,true,true,200,feb987597cd7df36d759e355160214939d1b4d01bf9ff4ce467674daaba8aaf2,1,scooter,electric,true,2026-07-13T15:58:34.477170+00:00,,
299,DE,Dott Neuss,Neuss,dott-neuss,ridedott.com,gbfs.api.ridedott.com,2.3,,200,94811d60a6059ab3393ff2986fc8eec73e6de3b5eeea7b44de26fb27c1920307,2.3,free_bike_status;gbfs_versions;geofencing_zones;station_information;station_status;system_information;system_pricing_plans;vehicle_types,true,200,3338585578d689d6fb84469b75242142eb932660b2fdbc17b75d0db43f17a6ef,283,bike_id;current_fuel_percent;current_range_meters;is_disabled;is_reserved;last_reported;lat;lon;pricing_plan_id;rental_uris;vehicle_type_id,true,true,true,true,true,true,200,b0acaf85f1a3dac38fd0575e15bd42a3193787cc38478a4631217f6984feddc7,2,bicycle;scooter,electric;electric_assist,true,2026-07-13T15:58:34.503543+00:00,,
300,DE,Dott Nuremberg,Nuremberg,dott-nuremberg,ridedott.com,gbfs.api.ridedott.com,2.3,,200,c17f8a6b4a0ad570743e231416e7d50717b6b91ac78fbc8ad76344f6a3b525ff,2.3,free_bike_status;gbfs_versions;geofencing_zones;station_information;station_status;system_information;system_pricing_plans;vehicle_types,true,200,d4c262ee615180875fe9b5c81bc4ba8defecb9377d5fd8fc666f98dbe1a86754,513,bike_id;current_fuel_percent;current_range_meters;is_disabled;is_reserved;last_reported;lat;lon;pricing_plan_id;rental_uris;vehicle_type_id,true,true,true,true,true,true,200,2c5ae5335ad391ea47fa4dcfbc8e3a59138c580d6ca6d4418453e99c011c1d77,1,scooter,electric,true,2026-07-13T15:58:34.670337+00:00,,
301,DE,Dott Osnabrück,Osnabrück,dott-osnabruck,ridedott.com,gbfs.api.ridedott.com,2.3,,200,7454b2a8691abcb3f46febd2ed603d0ec6272ac698d6a46493d0573190be2d59,2.3,free_bike_status;gbfs_versions;geofencing_zones;station_information;station_status;system_information;system_pricing_plans;vehicle_types,true,200,0a874885c00d8d37d01f7eac7afa3c6d38a9bcb6f257f614805d4bcf0d18ac69,410,bike_id;current_fuel_percent;current_range_meters;is_disabled;is_reserved;last_reported;lat;lon;pricing_plan_id;rental_uris;vehicle_type_id,true,true,true,true,true,true,200,b480fd1525fe9320d33bc21e4aa9243b2e077cdd0569b1375b1bc429d65066f1,1,scooter,electric,true,2026-07-13T15:58:35.053571+00:00,,
302,DE,Dott Paderborn,Paderborn,dott-paderborn,ridedott.com,gbfs.api.ridedott.com,2.3,,200,e0fb4c4dbceec29e57ac205265c0fd103c51fb895b7c57602954fba6c35394d6,2.3,free_bike_status;gbfs_versions;geofencing_zones;station_information;station_status;system_information;system_pricing_plans;vehicle_types,true,200,ea0200bfa4f0c96d03db8b7ed9510f865cb56fdbe708cad524dd74d5063d1af8,384,bike_id;current_fuel_percent;current_range_meters;is_disabled;is_reserved;last_reported;lat;lon;pricing_plan_id;rental_uris;vehicle_type_id,true,true,true,true,true,true,200,17fecc2df129550c272c20899f319b86192cb0be3bbb6e21deab05cee1194c77,1,scooter,electric,true,2026-07-13T15:58:35.117284+00:00,,
303,DE,Dott Peine,Peine,dott-peine,ridedott.com,gbfs.api.ridedott.com,2.3,,200,2b55bbd0a28e17d6afa5ce0077c68ab54d5af2f621a9e9a40e506e99082c9f4c,2.3,free_bike_status;gbfs_versions;geofencing_zones;station_information;station_status;system_information;system_pricing_plans;vehicle_types,true,200,5cf5c6401a57bc6ac8eb8ce6d860b6b4f5b3b477043ff5af01b77e554d238e70,148,bike_id;current_fuel_percent;current_range_meters;is_disabled;is_reserved;last_reported;lat;lon;pricing_plan_id;rental_uris;vehicle_type_id,true,true,true,true,true,true,200,95dcc76dd01246007d1c6b5e13d65ae6112553df187b059acd2ae205e308ca30,1,scooter,electric,true,2026-07-13T15:58:35.128116+00:00,,
304,DE,Dott Pinneberg,Pinneberg,dott-pinneberg,ridedott.com,gbfs.api.ridedott.com,2.3,,200,afcded609c147ddb8c8c522366872e4d4f04ea0f3e8b9f944de9eb55aaef6902,2.3,free_bike_status;gbfs_versions;geofencing_zones;station_information;station_status;system_information;system_pricing_plans;vehicle_types,true,200,f841df16d72881a375d5f416c053716a6f40cedc4b74ad87cf7b397215a00513,782,bike_id;current_fuel_percent;current_range_meters;is_disabled;is_reserved;last_reported;lat;lon;pricing_plan_id;rental_uris;vehicle_type_id,true,true,true,true,true,true,200,04d9f61808ef3f7cbb754f4eec922764a5f54790f78ddffd66433298a4a79c05,1,scooter,electric,true,2026-07-13T15:58:35.152463+00:00,,
305,DE,Dott Potsdam,Potsdam,dott-potsdam,ridedott.com,gbfs.api.ridedott.com,2.3,,200,1cbf12e2a58d7b9ba8ca9453e81ed26107fcdbd7a32b26fb2175307c5061bdee,2.3,free_bike_status;gbfs_versions;geofencing_zones;station_information;station_status;system_information;system_pricing_plans;vehicle_types,true,200,b962dcfed09678ccc48ad72b1bb688388f705cd08e79de804aabd8f3d00380e1,358,bike_id;current_fuel_percent;current_range_meters;is_disabled;is_reserved;last_reported;lat;lon;pricing_plan_id;rental_uris;vehicle_type_id,true,true,true,true,true,true,200,bb1c9471d582b4881613ff60f1e65022afc3642ec96dbbbec0e6d9ee264599d3,2,bicycle;scooter,electric;electric_assist,true,2026-07-13T15:58:35.164273+00:00,,
306,DE,Dott Recklinghausen,Recklinghausen,dott-recklinghausen,ridedott.com,gbfs.api.ridedott.com,2.3,,200,cb234a4a18aacce46a57fdcca8e1943cd418ecb6e147356d26320d5f1107ed9c,2.3,free_bike_status;gbfs_versions;geofencing_zones;station_information;station_status;system_information;system_pricing_plans;vehicle_types,true,200,8a70b88c3314fcfa96b2accf2a613d19d7469f39839febbe8458e100f892bea8,484,bike_id;current_fuel_percent;current_range_meters;is_disabled;is_reserved;last_reported;lat;lon;pricing_plan_id;rental_uris;vehicle_type_id,true,true,true,true,true,true,200,689ba052c97eb2383756c7d3cedf41bfdacba3791b7dd3da8c81fc695bd834a4,1,scooter,electric,true,2026-07-13T15:58:35.296395+00:00,,
307,DE,Dott Regensburg,Regensburg,dott-regensburg,ridedott.com,gbfs.api.ridedott.com,2.3,,200,deef27326a4d4a39c957bc327b549b59daa078179828e0126b8f32b22b7d2d97,2.3,free_bike_status;gbfs_versions;geofencing_zones;station_information;station_status;system_information;system_pricing_plans;vehicle_types,true,200,04ef4fdb0bfe1effe162ae77520838360cc432c2b82f5863766d9207f5f6d7d8,200,bike_id;current_fuel_percent;current_range_meters;is_disabled;is_reserved;last_reported;lat;lon;pricing_plan_id;rental_uris;vehicle_type_id,true,true,true,true,true,true,200,201869fe2fe57135bb3a7ced1a54b44916341a856be17128e347de08207a094a,2,bicycle;scooter,electric;electric_assist,true,2026-07-13T15:58:35.352512+00:00,,
308,DE,Dott Reutlingen,Reutlingen,dott-reutlingen,ridedott.com,gbfs.api.ridedott.com,2.3,,200,885f174d321e1d471441f1c4b30094044e24768af0cd37a0450e9a40e6fb94da,2.3,free_bike_status;gbfs_versions;geofencing_zones;station_information;station_status;system_information;system_pricing_plans;vehicle_types,true,200,df0e11487d9efde5978b3d30ac1c0222ba071d1b40f38fd557fe4eee0ef0cfa6,160,bike_id;current_fuel_percent;current_range_meters;is_disabled;is_reserved;last_reported;lat;lon;pricing_plan_id;rental_uris;vehicle_type_id,true,true,true,true,true,true,200,3efa2a7d8edcabe249e715562fe5e4eb18fd44b6e1e963d6f960591053efb71e,2,bicycle;scooter,electric;electric_assist,true,2026-07-13T15:58:35.498439+00:00,,
309,DE,Dott Rheda-Wiedenbrück,Rheda-Wiedenbrück,dott-rheda-wiedenbruck,ridedott.com,gbfs.api.ridedott.com,2.3,,200,a7cf91b3637d2bd0fd6fde604a334312e721c2fc3143e3bd78e771e67cfea150,2.3,free_bike_status;gbfs_versions;geofencing_zones;station_information;station_status;system_information;system_pricing_plans;vehicle_types,true,200,af8e2f7da59dfa10ddbbde1dc8e3b33873735aafdf4ad1efdb1539cfd6c4d2ed,148,bike_id;current_fuel_percent;current_range_meters;is_disabled;is_reserved;last_reported;lat;lon;pricing_plan_id;rental_uris;vehicle_type_id,true,true,true,true,true,true,200,c0bf08b79565cb6865ed23bd746ea452856e9daba3970020e46bf8bb69c4c876,1,scooter,electric,true,2026-07-13T15:58:35.714504+00:00,,
310,DE,Dott Rheine,Rheine,dott-rheine,ridedott.com,gbfs.api.ridedott.com,2.3,,200,2883379ff313102cd0cf1c71059eedded0712abe3ce6046528fc8f206148a1b5,2.3,free_bike_status;gbfs_versions;geofencing_zones;station_information;station_status;system_information;system_pricing_plans;vehicle_types,true,200,88b69a927687740ff63b79e5623b28becd238941c1630a7738c473ec87638d92,135,bike_id;current_fuel_percent;current_range_meters;is_disabled;is_reserved;last_reported;lat;lon;pricing_plan_id;rental_uris;vehicle_type_id,true,true,true,true,true,true,200,16dd1196e4cabea10680c8560e7c5c5c19ca3567a8f8fe64b34dbf4b0a5a96e3,1,scooter,electric,true,2026-07-13T15:58:35.724385+00:00,,
311,DE,Dott Rostock,Rostock,dott-rostock,ridedott.com,gbfs.api.ridedott.com,2.3,,200,72368b7eb5c920ff9504ab34d94b27b63c194b0a6dcc28d8a346b7c245ecca2f,2.3,free_bike_status;gbfs_versions;geofencing_zones;station_information;station_status;system_information;system_pricing_plans;vehicle_types,true,200,5f75bd52512d8ce3d4e2f698e46b359719cdcfe67e8c052507fc7027f6d7e4fe,346,bike_id;current_fuel_percent;current_range_meters;is_disabled;is_reserved;last_reported;lat;lon;pricing_plan_id;rental_uris;vehicle_type_id,true,true,true,true,true,true,200,65e6ac92bf85977481dba8d2ee494f99802fd130136422384642602668e30b93,1,scooter,electric,true,2026-07-13T15:58:35.738435+00:00,,
312,DE,Dott Rüsselsheim,Rüsselsheim,dott-russelsheim,ridedott.com,gbfs.api.ridedott.com,2.3,,200,d2923006601f3e9820798d295a232be4ce022663d5feb459082cce475ec56263,2.3,free_bike_status;gbfs_versions;geofencing_zones;station_information;station_status;system_information;system_pricing_plans;vehicle_types,true,200,c6e73e733d5046a8ca2b3f331b503020ac3d676bbd474ff59577920e6f800d8d,209,bike_id;current_fuel_percent;current_range_meters;is_disabled;is_reserved;last_reported;lat;lon;pricing_plan_id;rental_uris;vehicle_type_id,true,true,true,true,true,true,200,be3c267912048cc39ce428696ece73c3b9de67c015de4408c52047da436a4e84,2,bicycle;scooter,electric;electric_assist,true,2026-07-13T15:58:35.927770+00:00,,
313,DE,Dott Saarbrücken,Saarbrücken,dott-saarbrucken,ridedott.com,gbfs.api.ridedott.com,2.3,,200,32bb2e59f1bef681f5483a08927b5cb484317df40d14f0c3268374ba596b191c,2.3,free_bike_status;gbfs_versions;geofencing_zones;station_information;station_status;system_information;system_pricing_plans;vehicle_types,true,200,30920e49ea632cd90d486b94b2d624af2d4fdd7bab305621d732d43fbecce13d,1678,bike_id;current_fuel_percent;current_range_meters;is_disabled;is_reserved;last_reported;lat;lon;pricing_plan_id;rental_uris;vehicle_type_id,true,true,true,true,true,true,200,92da0770845499c4872625f5e75f757fbb7234adfc95f2f4b836ddaffe9c42a9,2,bicycle;scooter,electric;electric_assist,true,2026-07-13T15:58:35.933498+00:00,,
314,DE,Dott Salzgitter,Salzgitter,dott-salzgitter,ridedott.com,gbfs.api.ridedott.com,2.3,,200,dacd0a41bba01142562dfcc654bbc0c24a9dc3e41bb0a3069237da670d77afd1,2.3,free_bike_status;gbfs_versions;geofencing_zones;station_information;station_status;system_information;system_pricing_plans;vehicle_types,true,200,ef59d17143d5d46ef1dafcda39af328fdd9275075fba6401e5d3f0b79425c8de,196,bike_id;current_fuel_percent;current_range_meters;is_disabled;is_reserved;last_reported;lat;lon;pricing_plan_id;rental_uris;vehicle_type_id,true,true,true,true,true,true,200,1cbce63125be63a5835d8d8226b2bd4077f65e9e91e841ec23802cdae8d3033e,1,scooter,electric,true,2026-07-13T15:58:36.141275+00:00,,
315,DE,Dott Sankt Augustin,Sankt Augustin,dott-sankt-augustin,ridedott.com,gbfs.api.ridedott.com,2.3,,200,bab27384c92be46e30a5c6e4ee1b0e777e748ea0a840d7347d697da2ff7d4671,2.3,free_bike_status;gbfs_versions;geofencing_zones;station_information;station_status;system_information;system_pricing_plans;vehicle_types,true,200,30afa0743e372cc953774e342e8c49dae41afbc86c37d9634a561f9431a9d704,220,bike_id;current_fuel_percent;current_range_meters;is_disabled;is_reserved;last_reported;lat;lon;pricing_plan_id;rental_uris;vehicle_type_id,true,true,true,true,true,true,200,7983ba303523ca1666bea258e07cbd18f7270cd65d1078a70f088b462e9f8bfd,1,scooter,electric,true,2026-07-13T15:58:36.234393+00:00,,
316,DE,Dott Schwäbisch Gmünd,Schwäbisch Gmünd,dott-schwabisch-gmund,ridedott.com,gbfs.api.ridedott.com,2.3,,200,afcded609c147ddb8c8c522366872e4d4f04ea0f3e8b9f944de9eb55aaef6902,2.3,free_bike_status;gbfs_versions;geofencing_zones;station_information;station_status;system_information;system_pricing_plans;vehicle_types,true,200,f841df16d72881a375d5f416c053716a6f40cedc4b74ad87cf7b397215a00513,782,bike_id;current_fuel_percent;current_range_meters;is_disabled;is_reserved;last_reported;lat;lon;pricing_plan_id;rental_uris;vehicle_type_id,true,true,true,true,true,true,200,04d9f61808ef3f7cbb754f4eec922764a5f54790f78ddffd66433298a4a79c05,1,scooter,electric,true,2026-07-13T15:58:36.236167+00:00,,
317,DE,Dott Solingen,Solingen,dott-solingen,ridedott.com,gbfs.api.ridedott.com,2.3,,200,c815b799210843554e356663108106a6d378f44af88fc44ef41a1415bec41a8f,2.3,free_bike_status;gbfs_versions;geofencing_zones;station_information;station_status;system_information;system_pricing_plans;vehicle_types,true,200,b5ead0d49470ccbf487b4876a240cff5be771168281f605334e4821627feb260,231,bike_id;current_fuel_percent;current_range_meters;is_disabled;is_reserved;last_reported;lat;lon;pricing_plan_id;rental_uris;vehicle_type_id,true,true,true,true,true,true,200,db6d995854b0d7e494bfc7bc6b7531abab3063818d01bd36ebea59ff83e6af8b,2,bicycle;scooter,electric;electric_assist,true,2026-07-13T15:58:36.301337+00:00,,
318,DE,Dott Stuttgart,Stuttgart,dott-stuttgart,ridedott.com,gbfs.api.ridedott.com,2.3,,200,a24b0a493fc482d01aa1d55d5bd731dc9f2e60d60b8ea5a522ad18548f936fbc,2.3,free_bike_status;gbfs_versions;geofencing_zones;station_information;station_status;system_information;system_pricing_plans;vehicle_types,true,200,5bf0a31f18cab266b9013bab60644c3db3bca460ee5e24151d8e29388ef59dc5,1336,bike_id;current_fuel_percent;current_range_meters;is_disabled;is_reserved;last_reported;lat;lon;pricing_plan_id;rental_uris;vehicle_type_id,true,true,true,true,true,true,200,e2026f187896ae750f2ad2f3fdd0c7f39a2845435c5521894425bfb3a1224046,1,scooter,electric,true,2026-07-13T15:58:36.323716+00:00,,
319,DE,Dott Troisdorf,Troisdorf,dott-troisdorf,ridedott.com,gbfs.api.ridedott.com,2.3,,200,5768e4fcb3e3b416d5de8a7b532f2acb936af5acb800e68f4a7538fc1c9c7b00,2.3,free_bike_status;gbfs_versions;geofencing_zones;station_information;station_status;system_information;system_pricing_plans;vehicle_types,true,200,9728ed04f96e82a829bacef8204e302edd643f8dd95ae681bcb02342353a1f98,192,bike_id;current_fuel_percent;current_range_meters;is_disabled;is_reserved;last_reported;lat;lon;pricing_plan_id;rental_uris;vehicle_type_id,true,true,true,true,true,true,200,772f9041f93b5124e3d011354e7e7044f1e34e84313364de1fa0fd4b6fb106cc,1,scooter,electric,true,2026-07-13T15:58:36.339455+00:00,,
320,DE,Dott Tübingen,Tübingen,dott-tubingen,ridedott.com,gbfs.api.ridedott.com,2.3,,200,fb9c8c56f405bd8feae26f5af99f2afbc4e342c0d839fb968c54e2714b242195,2.3,free_bike_status;gbfs_versions;geofencing_zones;station_information;station_status;system_information;system_pricing_plans;vehicle_types,true,200,04107f84009a35eafad40dfb14c686dd5e62741e0c03c9349127a8371864e24c,89,bike_id;current_fuel_percent;current_range_meters;is_disabled;is_reserved;last_reported;lat;lon;pricing_plan_id;rental_uris;vehicle_type_id,true,true,true,true,true,true,200,666e2e0490d835e3dc998b9d31d815bfe053f82869bd128793f720c87ade2806,2,bicycle;scooter,electric;electric_assist,true,2026-07-13T15:58:36.348663+00:00,,
321,DE,Dott Überlingen,Überlingen,dott-uberlingen,ridedott.com,gbfs.api.ridedott.com,2.3,,200,755ab29fad095753f85f928b1bae45d77ccf95a8e3187b639f709c2af210b236,2.3,free_bike_status;gbfs_versions;geofencing_zones;station_information;station_status;system_information;system_pricing_plans;vehicle_types,true,200,58d6ddf6963e61f1fd35f56d9211773d1482aafadaf99f16499ea279d989e048,93,bike_id;current_fuel_percent;current_range_meters;is_disabled;is_reserved;last_reported;lat;lon;pricing_plan_id;rental_uris;vehicle_type_id,true,true,true,true,true,true,200,c3ebe8853b824956d8a200289b9f8f5e51f790b5ab18b61df28772425a7c3c18,2,bicycle;scooter,electric;electric_assist,true,2026-07-13T15:58:36.408235+00:00,,
322,DE,Dott Ulm,Ulm,dott-ulm,ridedott.com,gbfs.api.ridedott.com,2.3,,200,e15ff07dce02e424accd88d260f6628f91542b48c7b6c4ad38a3b5cfb56dc7f1,2.3,free_bike_status;gbfs_versions;geofencing_zones;station_information;station_status;system_information;system_pricing_plans;vehicle_types,true,200,928763ec8797df4839c1466d3c219070ba46902493ea872889c405ed4efa2dbb,508,bike_id;current_fuel_percent;current_range_meters;is_disabled;is_reserved;last_reported;lat;lon;pricing_plan_id;rental_uris;vehicle_type_id,true,true,true,true,true,true,200,2ca247546fc4b113537d0f8b5c45d3a8c26d75ec27df5267fea0d675e1d57730,2,bicycle;scooter,electric;electric_assist,true,2026-07-13T15:58:36.448552+00:00,,
323,DE,Dott Wiesbaden,Wiesbaden,dott-wiesbaden,ridedott.com,gbfs.api.ridedott.com,2.3,,200,f5a10c30f46b4602213f0e55215abe641df3f09fa8871292a60683d97d288cca,2.3,free_bike_status;gbfs_versions;geofencing_zones;station_information;station_status;system_information;system_pricing_plans;vehicle_types,true,200,d475c6f7445a202288747e4667c8d586e64a42fb169d0b4dd0f9cf8c8178cfb7,1075,bike_id;current_fuel_percent;current_range_meters;is_disabled;is_reserved;last_reported;lat;lon;pricing_plan_id;rental_uris;vehicle_type_id,true,true,true,true,true,true,200,572a4d1f0a807d84b7ad73a3246a9d94e88a45b9f9758f598a67eb10e9e093a9,2,bicycle;scooter,electric;electric_assist,true,2026-07-13T15:58:36.729412+00:00,,
