scenario,reference,device,gain_true,offset_true
S3_gain_uncompensated,153.46323143858672,165.82776302451148,1.1,0.0
S3_gain_uncompensated,154.1359701405066,171.1957520615804,1.1,0.0
S3_gain_uncompensated,154.2150379229903,165.45400873102756,1.1,0.0
S3_gain_uncompensated,154.34529673063471,167.1879577893704,1.1,0.0
S3_gain_uncompensated,154.9305221212112,171.15959055954926,1.1,0.0
S3_gain_uncompensated,155.17480674185353,174.1144917988191,1.1,0.0
S3_gain_uncompensated,155.2053706285803,166.5757671120385,1.1,0.0
S3_gain_uncompensated,155.68345566426547,171.78540705678566,1.1,0.0
S3_gain_uncompensated,156.20559969817737,169.91257460381976,1.1,0.0
S3_gain_uncompensated,156.47835147531933,171.67261916837842,1.1,0.0
S3_gain_uncompensated,156.5917341922315,177.1553046600793,1.1,0.0
S3_gain_uncompensated,157.70352946092618,173.83635489322663,1.1,0.0
S3_gain_uncompensated,157.76078122490514,175.21161956154043,1.1,0.0
S3_gain_uncompensated,158.58144427468704,173.44123612542893,1.1,0.0
S3_gain_uncompensated,159.69705725978955,175.35581458075924,1.1,0.0
S3_gain_uncompensated,161.33180050120245,177.69292439102963,1.1,0.0
S3_gain_uncompensated,161.69129793733384,172.67733662126315,1.1,0.0
S3_gain_uncompensated,161.7755623534915,173.82662086691482,1.1,0.0
S3_gain_uncompensated,161.81510009320925,177.75268936213908,1.1,0.0
S3_gain_uncompensated,162.65916067522102,181.56243582397292,1.1,0.0
S3_gain_uncompensated,163.96772216386384,179.84882842118,1.1,0.0
S3_gain_uncompensated,164.35680491425205,180.12553098012333,1.1,0.0
S3_gain_uncompensated,166.7756069393796,180.45066421578036,1.1,0.0
S3_gain_uncompensated,167.45824336118105,185.3622936122359,1.1,0.0
S3_gain_uncompensated,167.60372589839133,186.43811896128193,1.1,0.0
S3_gain_uncompensated,167.72713887174115,181.89152215595604,1.1,0.0
S3_gain_uncompensated,169.96143625518954,182.80832686390175,1.1,0.0
S3_gain_uncompensated,170.33235874446768,184.191651576574,1.1,0.0
S3_gain_uncompensated,170.48720939383458,185.53211963396598,1.1,0.0
S3_gain_uncompensated,171.036689487395,189.56851481191399,1.1,0.0
S3_gain_uncompensated,171.21870318985935,187.14207970076012,1.1,0.0
S3_gain_uncompensated,171.24291175117662,187.85318321533944,1.1,0.0
S3_gain_uncompensated,171.82733805194374,189.29800032761298,1.1,0.0
S3_gain_uncompensated,171.97661261699747,188.60152139206022,1.1,0.0
S3_gain_uncompensated,172.15510512511042,186.67057743516352,1.1,0.0
S3_gain_uncompensated,173.0466849120083,181.98230505508823,1.1,0.0
S3_gain_uncompensated,173.51931426057882,192.29703957358922,1.1,0.0
S3_gain_uncompensated,174.11353142248825,196.2526862371725,1.1,0.0
S3_gain_uncompensated,174.76666774110225,188.16757635877053,1.1,0.0
S3_gain_uncompensated,175.25052641850453,196.36340822985122,1.1,0.0
S3_gain_uncompensated,175.44870586446518,190.09129135280483,1.1,0.0
S3_gain_uncompensated,176.13853908985533,191.30143014640672,1.1,0.0
S3_gain_uncompensated,176.53464192082262,191.63687603044247,1.1,0.0
S3_gain_uncompensated,176.77455226526286,189.07336488791714,1.1,0.0
S3_gain_uncompensated,178.08125668483166,194.11075470110438,1.1,0.0
S4_gain_masked,80.54431768162982,81.16582547915051,1.1,-12.956097638545149
S4_gain_masked,81.36703591099622,76.30420979472107,1.1,-12.956097638545149
S4_gain_masked,82.1189923663578,83.7504086711288,1.1,-12.956097638545149
S4_gain_masked,82.59472532420766,72.98601976573558,1.1,-12.956097638545149
S4_gain_masked,82.73062605192635,74.29298882438584,1.1,-12.956097638545149
S4_gain_masked,83.12247017553186,74.82377608897013,1.1,-12.956097638545149
S4_gain_masked,83.30768741093421,83.90591013816096,1.1,-12.956097638545149
S4_gain_masked,84.6640113050714,79.7152297928288,1.1,-12.956097638545149
S4_gain_masked,84.80612655596985,75.87079590126518,1.1,-12.956097638545149
S4_gain_masked,85.49744788926401,85.79004687214005,1.1,-12.956097638545149
S4_gain_masked,85.88039959251985,79.40602343199174,1.1,-12.956097638545149
S4_gain_masked,87.16581886398423,85.23540477067617,1.1,-12.956097638545149
S4_gain_masked,87.26054349782014,82.52205758391325,1.1,-12.956097638545149
S4_gain_masked,88.57113615159402,81.52104203012158,1.1,-12.956097638545149
S4_gain_masked,90.30575457349138,86.89195618262433,1.1,-12.956097638545149
S4_gain_masked,90.43111462249792,91.51985677321397,1.1,-12.956097638545149
S4_gain_masked,90.4815741497235,86.25600007102298,1.1,-12.956097638545149
S4_gain_masked,91.0148754213438,88.85604674931515,1.1,-12.956097638545149
S4_gain_masked,91.92449452788895,90.79866647615567,1.1,-12.956097638545149
S4_gain_masked,92.26994489804675,98.09387895602957,1.1,-12.956097638545149
S4_gain_masked,93.57448250842346,87.95418617257177,1.1,-12.956097638545149
S4_gain_masked,93.79024469582825,92.91717730755619,1.1,-12.956097638545149
S4_gain_masked,93.83274709238869,90.86923604827062,1.1,-12.956097638545149
S4_gain_masked,97.30737371390398,95.2303831870496,1.1,-12.956097638545149
S4_gain_masked,97.61278073181352,100.1479886726884,1.1,-12.956097638545149
S4_gain_masked,97.6419616950054,96.06560953087352,1.1,-12.956097638545149
S4_gain_masked,97.76570224672656,90.15386835109085,1.1,-12.956097638545149
S4_gain_masked,97.8087508654584,93.57466910604263,1.1,-12.956097638545149
S4_gain_masked,97.95530133499172,97.05254735505346,1.1,-12.956097638545149
S4_gain_masked,99.364851773387,93.64197525513595,1.1,-12.956097638545149
S4_gain_masked,99.51670906311676,97.42396628291114,1.1,-12.956097638545149
S4_gain_masked,99.86954133136373,92.90464466557489,1.1,-12.956097638545149
S4_gain_masked,100.4978452602348,96.92777172697421,1.1,-12.956097638545149
S4_gain_masked,101.60673212099528,98.65441037987286,1.1,-12.956097638545149
S4_gain_masked,101.69221383723578,95.48569206738539,1.1,-12.956097638545149
S4_gain_masked,102.40386860109996,99.31786347113697,1.1,-12.956097638545149
S4_gain_masked,103.77417959226344,102.3794284627261,1.1,-12.956097638545149
S4_gain_masked,105.57879204927761,98.28126475705298,1.1,-12.956097638545149
S4_gain_masked,106.46040163969288,107.88582475874503,1.1,-12.956097638545149
S4_gain_masked,106.84644656666646,104.37193052343626,1.1,-12.956097638545149
S4_gain_masked,106.85067908028763,106.56569288187406,1.1,-12.956097638545149
S4_gain_masked,107.28632979503422,107.19904998317472,1.1,-12.956097638545149
S4_gain_masked,107.56597861946682,108.56115405118375,1.1,-12.956097638545149
S4_gain_masked,107.6034752635005,106.9638657748662,1.1,-12.956097638545149
S4_gain_masked,108.156179282871,113.67589521321379,1.1,-12.956097638545149
S4_gain_masked,108.46107978068787,104.22893031242299,1.1,-12.956097638545149
S4_gain_masked,108.78974558564563,107.80201028792253,1.1,-12.956097638545149
S4_gain_masked,108.87053643937418,103.17868212642061,1.1,-12.956097638545149
S4_gain_masked,110.06436578441402,104.30322410209267,1.1,-12.956097638545149
S4_gain_masked,110.22162927365453,106.89833240734906,1.1,-12.956097638545149
S4_gain_masked,110.2770291537051,111.41486367509546,1.1,-12.956097638545149
S4_gain_masked,110.28144348654556,110.72797084115453,1.1,-12.956097638545149
S4_gain_masked,110.34357414684209,109.16324321015257,1.1,-12.956097638545149
S4_gain_masked,110.64799490744026,106.3873077870333,1.1,-12.956097638545149
S4_gain_masked,111.43601704747434,111.55155408037241,1.1,-12.956097638545149
S4_gain_masked,112.08580271700166,103.36829237295224,1.1,-12.956097638545149
S4_gain_masked,112.7568786632911,104.67421772186293,1.1,-12.956097638545149
S4_gain_masked,113.99876630371656,107.75180139342413,1.1,-12.956097638545149
S4_gain_masked,114.034296799717,110.07254294479104,1.1,-12.956097638545149
S4_gain_masked,116.73488871484727,117.57590351183586,1.1,-12.956097638545149
S4_gain_masked,117.02797236403302,110.5812320193549,1.1,-12.956097638545149
S4_gain_masked,117.75008179075934,113.43191472609033,1.1,-12.956097638545149
S4_gain_masked,117.77704475092648,118.33017929007647,1.1,-12.956097638545149
S4_gain_masked,119.3275225583979,117.94112919034119,1.1,-12.956097638545149
S4_gain_masked,119.86054085465322,114.77794281355436,1.1,-12.956097638545149
S4_gain_masked,120.03187439200322,125.5445815639522,1.1,-12.956097638545149
S4_gain_masked,120.79261557606063,119.33466155458132,1.1,-12.956097638545149
S4_gain_masked,121.43301513599869,129.43535522249883,1.1,-12.956097638545149
S4_gain_masked,121.97905639583702,121.86257925932512,1.1,-12.956097638545149
S4_gain_masked,122.75795540095524,123.82322934615803,1.1,-12.956097638545149
S4_gain_masked,122.91261018927966,122.31983710238872,1.1,-12.956097638545149
S4_gain_masked,125.53665267918225,128.5776040138324,1.1,-12.956097638545149
S4_gain_masked,125.95170637813665,129.89340140938614,1.1,-12.956097638545149
S4_gain_masked,126.50767014494275,129.6230598348195,1.1,-12.956097638545149
S4_gain_masked,126.9284149042704,122.5453639191968,1.1,-12.956097638545149
S4_gain_masked,128.32648840093432,125.57067325210524,1.1,-12.956097638545149
S4_gain_masked,129.30118920604727,128.2765023339846,1.1,-12.956097638545149
S4_gain_masked,129.30944293119506,127.93703214237458,1.1,-12.956097638545149
S4_gain_masked,129.33463024269332,126.87938762138292,1.1,-12.956097638545149
S4_gain_masked,129.90036071074985,127.4017037828854,1.1,-12.956097638545149
S4_gain_masked,132.77873633567964,129.72185796650407,1.1,-12.956097638545149
S4_gain_masked,133.59332638511876,131.6115378476348,1.1,-12.956097638545149
S4_gain_masked,134.40086705020283,140.70125632923444,1.1,-12.956097638545149
S4_gain_masked,134.54690113497838,134.73621706111336,1.1,-12.956097638545149
S4_gain_masked,136.73723797518642,141.68155401960496,1.1,-12.956097638545149
S4_gain_masked,137.64534983102345,138.0590983591267,1.1,-12.956097638545149
S4_gain_masked,137.77975089215585,141.78833176933952,1.1,-12.956097638545149
S4_gain_masked,138.68815479540135,134.51313868232776,1.1,-12.956097638545149
S4_gain_masked,138.7586799998683,136.75714762660093,1.1,-12.956097638545149
S4_gain_masked,138.98045764266124,138.1440351523128,1.1,-12.956097638545149
S4_gain_masked,143.0079273352127,144.0817915022182,1.1,-12.956097638545149
S4_gain_masked,145.3864869678981,147.67284697232293,1.1,-12.956097638545149
S4_gain_masked,146.37354546476402,147.2009719520491,1.1,-12.956097638545149
S4_gain_masked,146.47557213748414,143.08443099381307,1.1,-12.956097638545149
S4_gain_masked,146.749719995467,152.78605565037765,1.1,-12.956097638545149
S4_gain_masked,146.94152397755278,151.94940412330533,1.1,-12.956097638545149
S4_gain_masked,147.60252320824532,151.1119214061454,1.1,-12.956097638545149
S4_gain_masked,148.87268150961182,149.37063031002276,1.1,-12.956097638545149
S4_gain_masked,149.04030132444933,155.33987261307126,1.1,-12.956097638545149
S4_gain_masked,149.20260654465602,149.46483814074864,1.1,-12.956097638545149
S4_gain_masked,150.55778362115018,151.6087309823365,1.1,-12.956097638545149
S4_gain_masked,150.78034005550282,150.34667328271573,1.1,-12.956097638545149
S4_gain_masked,151.65412990840588,152.276620046776,1.1,-12.956097638545149
S4_gain_masked,152.91675125046999,154.75065083328712,1.1,-12.956097638545149
S4_gain_masked,153.25440505149118,151.0910215703911,1.1,-12.956097638545149
S4_gain_masked,153.46323143858672,158.88215360757317,1.1,-12.956097638545149
S4_gain_masked,154.1359701405066,155.95338913335505,1.1,-12.956097638545149
S4_gain_masked,154.2150379229903,154.9095341568446,1.1,-12.956097638545149
S4_gain_masked,154.34529673063471,159.1375151383352,1.1,-12.956097638545149
S4_gain_masked,154.9305221212112,160.38544489831273,1.1,-12.956097638545149
S4_gain_masked,155.17480674185353,160.68722402561187,1.1,-12.956097638545149
S4_gain_masked,155.2053706285803,155.03822768642772,1.1,-12.956097638545149
S4_gain_masked,155.68345566426547,156.42209524669752,1.1,-12.956097638545149
S4_gain_masked,156.20559969817737,159.66239963478313,1.1,-12.956097638545149
S4_gain_masked,156.47835147531933,160.11663796176427,1.1,-12.956097638545149
S4_gain_masked,156.5917341922315,158.2412448667436,1.1,-12.956097638545149
S4_gain_masked,157.70352946092618,161.6338970530667,1.1,-12.956097638545149
S4_gain_masked,157.76078122490514,162.31144850803435,1.1,-12.956097638545149
S4_gain_masked,158.58144427468704,168.3497331914655,1.1,-12.956097638545149
S4_gain_masked,159.69705725978955,166.3791879569532,1.1,-12.956097638545149
S4_gain_masked,161.33180050120245,164.61379163275257,1.1,-12.956097638545149
S4_gain_masked,161.69129793733384,169.44228263294855,1.1,-12.956097638545149
S4_gain_masked,161.7755623534915,163.6012450063502,1.1,-12.956097638545149
S4_gain_masked,161.81510009320925,164.65950568825244,1.1,-12.956097638545149
S4_gain_masked,162.65916067522102,166.07070586309678,1.1,-12.956097638545149
S4_gain_masked,163.96772216386384,166.78295375137944,1.1,-12.956097638545149
S4_gain_masked,164.35680491425205,168.35221161193695,1.1,-12.956097638545149
S4_gain_masked,166.7756069393796,172.04287442468865,1.1,-12.956097638545149
S4_gain_masked,167.45824336118105,167.69883765878208,1.1,-12.956097638545149
S4_gain_masked,167.60372589839133,174.99333517103486,1.1,-12.956097638545149
S4_gain_masked,167.72713887174115,170.17621275134834,1.1,-12.956097638545149
S4_gain_masked,169.96143625518954,173.00342869543186,1.1,-12.956097638545149
S4_gain_masked,170.33235874446768,171.05186326018512,1.1,-12.956097638545149
S4_gain_masked,170.48720939383458,174.89157339450134,1.1,-12.956097638545149
S4_gain_masked,171.036689487395,173.78370661260243,1.1,-12.956097638545149
S4_gain_masked,171.21870318985935,177.04229044031777,1.1,-12.956097638545149
S4_gain_masked,171.24291175117662,176.979578814777,1.1,-12.956097638545149
S4_gain_masked,171.82733805194374,176.54582065462483,1.1,-12.956097638545149
S4_gain_masked,171.97661261699747,177.13423396960536,1.1,-12.956097638545149
S4_gain_masked,172.15510512511042,178.05341773163514,1.1,-12.956097638545149
S4_gain_masked,173.0466849120083,178.72819788447322,1.1,-12.956097638545149
S4_gain_masked,173.51931426057882,178.33646764660378,1.1,-12.956097638545149
S4_gain_masked,174.11353142248825,178.86381737258992,1.1,-12.956097638545149
S4_gain_masked,174.76666774110225,178.6591646769744,1.1,-12.956097638545149
S4_gain_masked,175.25052641850453,179.5111243563585,1.1,-12.956097638545149
S4_gain_masked,175.44870586446518,179.90990209700257,1.1,-12.956097638545149
S4_gain_masked,176.13853908985533,188.83563169525584,1.1,-12.956097638545149
S4_gain_masked,176.53464192082262,184.2068269901392,1.1,-12.956097638545149
S4_gain_masked,176.77455226526286,179.92683091343582,1.1,-12.956097638545149
S4_gain_masked,178.08125668483166,185.60057353824428,1.1,-12.956097638545149
