system,fn_hz,zeta,hr,sbp_true,sbp_dev,dbp_true,dbp_dev,map_true,map_dev,pp_true,pp_dev
overdamped,8.0,0.8,93.5422382288152,135.15528996690395,128.33412532316675,82.8490152429511,83.94319573819051,98.22311344846007,98.22311344846007,52.30627472395285,44.390929584976234
optimal,25.0,0.65,82.51901102488856,133.1031590651677,130.61202363594478,90.08067615243674,88.47116156456427,102.72604003728371,102.72604003728371,43.02248291273095,42.14086207138051
underdamped,10.0,0.15,82.51901102488856,133.1031590651677,142.03390328157593,90.08067615243674,87.41828391997466,102.72604003728371,102.72604003728371,43.02248291273095,54.615619361601276
overdamped,8.0,0.8,82.51901102488856,133.1031590651677,127.25439818983737,90.08067615243674,93.31173025178681,102.72604003728371,102.72604003728371,43.02248291273095,33.94266793805056
optimal,25.0,0.65,87.42537116103372,144.82871185693634,144.68769541551697,85.67774219107712,90.01907716752017,103.06366427008841,103.0636642700884,59.15096966585922,54.668618247996804
underdamped,10.0,0.15,87.42537116103372,144.82871185693634,156.28249510832032,85.67774219107712,79.72976779853816,103.06366427008841,103.06366427008841,59.15096966585922,76.55272730978216
overdamped,8.0,0.8,87.42537116103372,144.82871185693634,139.14266030659203,85.67774219107712,87.40910031763907,103.06366427008841,103.06366427008841,59.15096966585922,51.73355998895296
optimal,25.0,0.65,57.96970787210901,133.01322750823246,135.24206219877507,85.26837894067666,86.96186241572897,99.30176202059648,99.30176202059646,47.744848567555806,48.2801997830461
underdamped,10.0,0.15,57.96970787210901,133.01322750823246,136.84541426701256,85.26837894067666,82.47379276079437,99.30176202059648,99.30176202059648,47.744848567555806,54.37162150621819
overdamped,8.0,0.8,57.96970787210901,133.01322750823246,130.30291324511833,85.26837894067666,84.59935235118996,99.30176202059648,99.30176202059648,47.744848567555806,45.70356089392837
optimal,25.0,0.65,72.27476678254662,130.89853345059993,129.79918268640014,77.30596984860087,76.00456148942071,93.05813993240938,93.05813993240938,53.59256360199906,53.794621196979435
underdamped,10.0,0.15,72.27476678254662,130.89853345059993,138.57878230159423,77.30596984860087,73.10936852025782,93.05813993240938,93.05813993240936,53.59256360199906,65.46941378133641
overdamped,8.0,0.8,72.27476678254662,130.89853345059993,130.04048463782328,77.30596984860087,77.14481544093145,93.05813993240938,93.05813993240936,53.59256360199906,52.89566919689183
optimal,25.0,0.65,82.23122916936984,118.93229445259223,121.17344177306744,66.78279295615937,66.53626504028948,82.11081166148205,82.11081166148206,52.14950149643286,54.63717673277796
underdamped,10.0,0.15,82.23122916936984,118.93229445259223,130.2918498176236,66.78279295615937,61.4163682016848,82.11081166148205,82.11081166148205,52.14950149643286,68.87548161593881
overdamped,8.0,0.8,82.23122916936984,118.93229445259223,112.90111224859541,66.78279295615937,65.89106084505266,82.11081166148205,82.11081166148203,52.14950149643286,47.01005140354275
optimal,25.0,0.65,66.76880622323596,116.85885178289595,116.82449015636833,65.7048567005217,66.02995014478837,80.74027163211505,80.74027163211507,51.15399508237425,50.794540011579954
underdamped,10.0,0.15,66.76880622323596,116.85885178289595,124.64911459372348,65.7048567005217,60.41945971874214,80.74027163211505,80.74027163211505,51.15399508237425,64.22965487498135
overdamped,8.0,0.8,66.76880622323596,116.85885178289595,115.9056805404573,65.7048567005217,67.33718779095905,80.74027163211505,80.74027163211507,51.15399508237425,48.56849274949825
optimal,25.0,0.65,69.29455160110182,113.40846141195254,114.36579237478806,62.98640278666195,62.240436798571,77.8066836252467,77.8066836252467,50.422058625290596,52.12535557621706
underdamped,10.0,0.15,69.29455160110182,113.40846141195254,124.04572166203052,62.98640278666195,59.32283698201299,77.8066836252467,77.80668362524672,50.422058625290596,64.72288468001753
overdamped,8.0,0.8,69.29455160110182,113.40846141195254,109.59983275125428,62.98640278666195,61.70414930889005,77.8066836252467,77.80668362524672,50.422058625290596,47.89568344236423
optimal,25.0,0.65,71.37797014865205,129.35844642213306,128.65636541175746,86.90809100737,86.63041263680566,99.38529257543469,99.38529257543469,42.45035541476305,42.025952774951804
underdamped,10.0,0.15,71.37797014865205,129.35844642213306,134.4312811945768,86.90809100737,86.0371477097386,99.38529257543469,99.38529257543469,42.45035541476305,48.39413348483819
overdamped,8.0,0.8,71.37797014865205,129.35844642213306,126.12116858100042,86.90809100737,86.01780899041293,99.38529257543469,99.38529257543469,42.45035541476305,40.10335959058749
optimal,25.0,0.65,74.7744153329121,107.24902798767172,108.50251856209127,64.55848118538684,65.9866737716822,77.10628089869063,77.10628089869061,42.690546802284885,42.51584479040906
underdamped,10.0,0.15,74.7744153329121,107.24902798767172,116.37768978968626,64.55848118538684,60.84770598573576,77.10628089869063,77.10628089869063,42.690546802284885,55.5299838039505
overdamped,8.0,0.8,74.7744153329121,107.24902798767172,103.12712097150127,64.55848118538684,64.94892035616299,77.10628089869063,77.10628089869063,42.690546802284885,38.178200615338284
optimal,25.0,0.65,66.0411744691733,119.44144468453464,120.00799770575158,71.698054638811,71.14699312795872,85.73100902335916,85.73100902335916,47.74339004572364,48.861004577792855
underdamped,10.0,0.15,66.0411744691733,119.44144468453464,127.55873806942265,71.698054638811,70.05008508008034,85.73100902335916,85.73100902335916,47.74339004572364,57.50865298934231
overdamped,8.0,0.8,66.0411744691733,119.44144468453464,120.02921480855781,71.698054638811,73.53046510654757,85.73100902335916,85.73100902335916,47.74339004572364,46.498749702010244
optimal,25.0,0.65,68.21500239482486,139.43347138713227,139.59433709740375,86.24560254480697,88.48496264606312,101.87882290391583,101.87882290391582,53.1878688423253,51.10937445134063
underdamped,10.0,0.15,68.21500239482486,139.43347138713227,147.5052422589799,86.24560254480697,83.12363888096645,101.87882290391583,101.87882290391582,53.1878688423253,64.38160337801345
overdamped,8.0,0.8,68.21500239482486,139.43347138713227,136.11814153166816,86.24560254480697,85.92897734845691,101.87882290391583,101.87882290391583,53.1878688423253,50.18916418321125
optimal,25.0,0.65,81.71040623252895,147.21655157121418,147.60853325821262,92.31995960268193,93.04200760171761,108.45541563594213,108.45541563594213,54.89659196853225,54.566525656495
underdamped,10.0,0.15,81.71040623252895,147.21655157121418,155.70291493507307,92.31995960268193,91.35087082198524,108.45541563594213,108.45541563594213,54.89659196853225,64.35204411308783
overdamped,8.0,0.8,81.71040623252895,147.21655157121418,141.77154458985996,92.31995960268193,91.81751681997233,108.45541563594213,108.45541563594212,54.89659196853225,49.95402776988763
optimal,25.0,0.65,93.06064675454158,133.4417547014303,131.8955905502675,81.24970384956835,81.33605930876165,96.59022885499367,96.59022885499365,52.192050851861964,50.559531241505866
underdamped,10.0,0.15,93.06064675454158,133.4417547014303,142.56427689984218,81.24970384956835,72.92779435271605,96.59022885499367,96.59022885499365,52.192050851861964,69.63648254712614
overdamped,8.0,0.8,93.06064675454158,133.4417547014303,128.6654395851641,81.24970384956835,81.52559155881005,96.59022885499367,96.59022885499365,52.192050851861964,47.13984802635406
optimal,25.0,0.65,69.39154810562366,113.0269798754995,113.57820529330058,68.21229623767731,69.00555251839702,81.38443191227515,81.38443191227515,44.8146836378222,44.57265277490356
underdamped,10.0,0.15,69.39154810562366,113.0269798754995,121.22527996514668,68.21229623767731,65.92101452966773,81.38443191227515,81.38443191227515,44.8146836378222,55.30426543547895
overdamped,8.0,0.8,69.39154810562366,113.0269798754995,110.24805594904579,68.21229623767731,67.89422955222895,81.38443191227515,81.38443191227515,44.8146836378222,42.35382639681684
optimal,25.0,0.65,74.76959895877465,136.70481244292765,136.64291572260717,95.91859716852042,95.82539612070366,107.90666709644091,107.90666709644091,40.786215274407226,40.81751960190351
underdamped,10.0,0.15,74.76959895877465,136.70481244292765,148.035951951818,95.91859716852042,95.16551560954905,107.90666709644091,107.90666709644091,40.786215274407226,52.870436342268945
overdamped,8.0,0.8,74.76959895877465,136.70481244292765,132.87758984785017,95.91859716852042,97.24676873216173,107.90666709644091,107.90666709644091,40.786215274407226,35.63082111568845
optimal,25.0,0.65,59.45444851842681,111.37211271534937,109.92686281376851,56.10896368455897,56.29666555358735,72.35215983700795,72.35215983700795,55.2631490307904,53.630197260181156
underdamped,10.0,0.15,59.45444851842681,111.37211271534937,117.7916350028565,56.10896368455897,56.47074427448375,72.35215983700795,72.35215983700795,55.2631490307904,61.320890728372746
overdamped,8.0,0.8,59.45444851842681,111.37211271534937,109.25648246400583,56.10896368455897,56.980343988052574,72.35215983700795,72.35215983700796,55.2631490307904,52.27613847595325
optimal,25.0,0.65,72.95150051600567,112.34410745251046,113.61335854784159,64.66192013447701,65.41769589023882,78.6768855348943,78.67688553489432,47.68218731803344,48.19566265760277
underdamped,10.0,0.15,72.95150051600567,112.34410745251046,121.6685982071502,64.66192013447701,64.24887947626932,78.6768855348943,78.6768855348943,47.68218731803344,57.419718730880874
overdamped,8.0,0.8,72.95150051600567,112.34410745251046,108.40805328639303,64.66192013447701,62.076952073926506,78.6768855348943,78.6768855348943,47.68218731803344,46.33110121246652
optimal,25.0,0.65,58.07575619571625,123.33283920711577,123.3193933801659,76.06778435610474,77.54987580455439,89.96014428429996,89.96014428429994,47.26505485101103,45.769517575611516
underdamped,10.0,0.15,58.07575619571625,123.33283920711577,128.7153495529183,76.06778435610474,75.27230979325094,89.96014428429996,89.96014428429994,47.26505485101103,53.44303975966736
overdamped,8.0,0.8,58.07575619571625,123.33283920711577,120.29442306428541,76.06778435610474,76.41689982198587,89.96014428429996,89.96014428429996,47.26505485101103,43.877523242299546
optimal,25.0,0.65,90.99799341377249,117.47592022797492,117.84259984742351,87.2789697333524,89.8644781935738,96.15459478715924,96.15459478715924,30.196950494622527,27.978121653849712
underdamped,10.0,0.15,90.99799341377249,117.47592022797492,123.2328776542425,87.2789697333524,82.50191496391079,96.15459478715924,96.15459478715924,30.196950494622527,40.73096269033171
overdamped,8.0,0.8,90.99799341377249,117.47592022797492,112.84574670351913,87.2789697333524,88.48376100994065,96.15459478715924,96.15459478715924,30.196950494622527,24.361985693578475
optimal,25.0,0.65,79.06134080331853,120.09536142460499,120.1414096998688,82.43382060042704,85.6393177664163,93.50347199994734,93.50347199994731,37.66154082417795,34.502091933452505
underdamped,10.0,0.15,79.06134080331853,120.09536142460499,126.16838566491056,82.43382060042704,80.8711235771382,93.50347199994734,93.50347199994734,37.66154082417795,45.29726208777235
overdamped,8.0,0.8,79.06134080331853,120.09536142460499,119.82698187058865,82.43382060042704,82.16177465625934,93.50347199994734,93.50347199994734,37.66154082417795,37.665207214329314
optimal,25.0,0.65,75.99130198021001,133.1765861201373,133.3184971985509,87.02677949314483,86.01090451861484,100.59134059012773,100.59134059012771,46.14980662699247,47.30759267993605
underdamped,10.0,0.15,75.99130198021001,133.1765861201373,140.89431005733454,87.02677949314483,85.79834538790162,100.59134059012773,100.59134059012771,46.14980662699247,55.09596466943292
overdamped,8.0,0.8,75.99130198021001,133.1765861201373,129.51118025383332,87.02677949314483,89.58764756129314,100.59134059012773,100.59134059012771,46.14980662699247,39.92353269254018
optimal,25.0,0.65,78.22675335095266,98.21160812112525,98.38516665569904,65.20716061163856,65.61686274987683,74.9079779592187,74.9079779592187,33.004447509486695,32.76830390582221
underdamped,10.0,0.15,78.22675335095266,98.21160812112525,106.53424567888638,65.20716061163856,65.56375584791168,74.9079779592187,74.9079779592187,33.004447509486695,40.9704898309747
overdamped,8.0,0.8,78.22675335095266,98.21160812112525,95.40223635192001,65.20716061163856,67.6146959835394,74.9079779592187,74.9079779592187,33.004447509486695,27.787540368380604
optimal,25.0,0.65,92.36658984611998,98.21591178796024,96.75367363077315,62.36748461037952,62.84765958657496,72.90421739912806,72.90421739912804,35.84842717758072,33.90601404419819
underdamped,10.0,0.15,92.36658984611998,98.21591178796024,106.44949316162565,62.36748461037952,55.27231900856353,72.90421739912806,72.90421739912806,35.84842717758072,51.177174153062126
overdamped,8.0,0.8,92.36658984611998,98.21591178796024,93.14826944195866,62.36748461037952,62.03615731663013,72.90421739912806,72.90421739912806,35.84842717758072,31.11211212532853
optimal,25.0,0.65,83.27080393187221,129.9048432969524,131.72850137883668,75.88158498912748,74.61375202781734,91.76034682008115,91.76034682008115,54.02325830782493,57.11474935101934
underdamped,10.0,0.15,83.27080393187221,129.9048432969524,139.0043438871737,75.88158498912748,68.91403152339906,91.76034682008115,91.76034682008114,54.02325830782493,70.09031236377463
overdamped,8.0,0.8,83.27080393187221,129.9048432969524,125.02517801197057,75.88158498912748,75.35561910255677,91.76034682008115,91.76034682008114,54.02325830782493,49.669558909413794
optimal,25.0,0.65,81.24761016050894,98.62286847300544,97.39191738914523,68.0792718036381,68.02576910535296,77.05678467800216,77.05678467800216,30.543596669367346,29.36614828379227
underdamped,10.0,0.15,81.24761016050894,98.62286847300544,104.24637241530142,68.0792718036381,65.33884574603177,77.05678467800216,77.05678467800215,30.543596669367346,38.90752666926966
overdamped,8.0,0.8,81.24761016050894,98.62286847300544,94.4539129338009,68.0792718036381,68.19102856605775,77.05678467800216,77.05678467800215,30.543596669367346,26.26288436774314
optimal,25.0,0.65,87.24315146774737,145.08250900098614,145.34362571670843,91.72449571678914,92.98961648055518,107.40772570423154,107.40772570423154,53.358013284197,52.354009236153246
underdamped,10.0,0.15,87.24315146774737,145.08250900098614,156.1378610527985,91.72449571678914,84.87648554914054,107.40772570423154,107.40772570423152,53.358013284197,71.26137550365797
overdamped,8.0,0.8,87.24315146774737,145.08250900098614,142.10152422716146,91.72449571678914,92.48451416145318,107.40772570423154,107.40772570423154,53.358013284197,49.617010065708286
optimal,25.0,0.65,68.66796528924297,125.13716953171223,125.26048454700344,93.32661681615252,93.02611430162591,102.67651917493355,102.67651917493355,31.81055271555971,32.234370245377534
underdamped,10.0,0.15,68.66796528924297,125.13716953171223,131.84193299284684,93.32661681615252,93.0344744735788,102.67651917493355,102.67651917493353,31.81055271555971,38.80745851926804
overdamped,8.0,0.8,68.66796528924297,125.13716953171223,126.83746101872744,93.32661681615252,95.26003453232545,102.67651917493355,102.67651917493355,31.81055271555971,31.57742648640199
optimal,25.0,0.65,86.1152562837958,96.09584712011237,95.54418748873626,61.85956760949203,62.23654902823011,71.92245062238794,71.92245062238794,34.236279510620335,33.30763846050615
underdamped,10.0,0.15,86.1152562837958,96.09584712011237,100.98608532390483,61.85956760949203,60.002702439204036,71.92245062238794,71.92245062238796,34.236279510620335,40.983382884700795
overdamped,8.0,0.8,86.1152562837958,96.09584712011237,91.12312219908726,61.85956760949203,61.44230993686791,71.92245062238794,71.92245062238793,34.236279510620335,29.680812262219355
optimal,25.0,0.65,69.11532260273425,110.98724155158123,109.82584157457553,63.90827740857324,63.3898635379264,77.7459407093548,77.7459407093548,47.078964143007994,46.43597803664913
underdamped,10.0,0.15,69.11532260273425,110.98724155158123,120.0578203387733,63.90827740857324,60.852670929558016,77.7459407093548,77.7459407093548,47.078964143007994,59.20514940921528
overdamped,8.0,0.8,69.11532260273425,110.98724155158123,107.28259659294673,63.90827740857324,64.42871772435475,77.7459407093548,77.7459407093548,47.078964143007994,42.85387886859198
optimal,25.0,0.65,82.91808900750821,111.58490700912918,111.42768262183036,80.06658752121743,81.1591785470827,89.33059536037375,89.33059536037374,31.518319487911754,30.268504074747653
underdamped,10.0,0.15,82.91808900750821,111.58490700912918,121.51419920302351,80.06658752121743,79.71635949141199,89.33059536037375,89.33059536037374,31.518319487911754,41.797839711611516
overdamped,8.0,0.8,82.91808900750821,111.58490700912918,107.57633106254244,80.06658752121743,78.34768454346761,89.33059536037375,89.33059536037374,31.518319487911754,29.22864651907483
optimal,25.0,0.65,66.9466188699409,106.1316860911401,105.28416794559166,70.59682087462619,71.3048267528398,81.04139010540021,81.04139010540021,35.53486521651391,33.97934119275186
underdamped,10.0,0.15,66.9466188699409,106.1316860911401,114.42037616386946,70.59682087462619,68.67098637098057,81.04139010540021,81.04139010540021,35.53486521651391,45.74938979288889
overdamped,8.0,0.8,66.9466188699409,106.1316860911401,102.45397885356489,70.59682087462619,73.52206935365018,81.04139010540021,81.0413901054002,35.53486521651391,28.93190949991471
optimal,25.0,0.65,62.425844761302166,134.02266234143136,135.71223677724427,97.42150313496764,95.18637849222186,108.17948234578606,108.17948234578606,36.60115920646372,40.52585828502241
underdamped,10.0,0.15,62.425844761302166,134.02266234143136,138.79668334008028,97.42150313496764,97.61707151273805,108.17948234578606,108.17948234578606,36.60115920646372,41.17961182734223
overdamped,8.0,0.8,62.425844761302166,134.02266234143136,131.95756820252237,97.42150313496764,96.04543230015435,108.17948234578606,108.17948234578606,36.60115920646372,35.91213590236802
optimal,25.0,0.65,76.10016122837497,126.52693485755242,126.00704444131922,88.91802780719351,85.83884875205054,99.97220884848448,99.97220884848448,37.60890705035891,40.168195689268686
underdamped,10.0,0.15,76.10016122837497,126.52693485755242,132.35675224155463,88.91802780719351,86.72688586058857,99.97220884848448,99.97220884848447,37.60890705035891,45.629866380966064
overdamped,8.0,0.8,76.10016122837497,126.52693485755242,125.24494674028553,88.91802780719351,90.30733875335169,99.97220884848448,99.97220884848447,37.60890705035891,34.93760798693384
optimal,25.0,0.65,81.59995853118821,135.89589719562537,136.83049900175675,94.67473293399152,91.87073610955957,106.79064504679897,106.79064504679897,41.221164261633845,44.959762892197176
underdamped,10.0,0.15,81.59995853118821,135.89589719562537,141.08276368025048,94.67473293399152,90.75318234414509,106.79064504679897,106.79064504679897,41.221164261633845,50.32958133610539
overdamped,8.0,0.8,81.59995853118821,135.89589719562537,134.6932572646153,94.67473293399152,93.9549459960954,106.79064504679897,106.79064504679899,41.221164261633845,40.73831126851991
optimal,25.0,0.65,87.03522520473996,101.43522871344376,105.30254958391815,58.788010623218675,61.02090431284325,71.32307496437369,71.32307496437369,42.64721809022509,44.2816452710749
underdamped,10.0,0.15,87.03522520473996,101.43522871344376,108.51438971312615,58.788010623218675,54.76414891668074,71.32307496437369,71.32307496437369,42.64721809022509,53.75024079644541
overdamped,8.0,0.8,87.03522520473996,101.43522871344376,98.77198133309925,58.788010623218675,60.443246632198154,71.32307496437369,71.32307496437369,42.64721809022509,38.328734700901094
optimal,25.0,0.65,79.41100658287178,115.44028515856826,114.67891615209274,73.76267781785344,73.57666246519294,86.0127497568013,86.01274975680127,41.677607340714815,41.1022536868998
underdamped,10.0,0.15,79.41100658287178,115.44028515856826,121.80787521806437,73.76267781785344,71.85692610771478,86.0127497568013,86.0127497568013,41.677607340714815,49.95094911034958
overdamped,8.0,0.8,79.41100658287178,115.44028515856826,110.26820985090527,73.76267781785344,70.2589622697798,86.0127497568013,86.0127497568013,41.677607340714815,40.009247581125464
optimal,25.0,0.65,88.02590126738676,99.73600101543244,101.135796544938,65.45793322183374,65.90427700691369,75.53309883695547,75.53309883695549,34.278067793598694,35.231519538024315
underdamped,10.0,0.15,88.02590126738676,99.73600101543244,107.13197206479708,65.45793322183374,60.31289271889172,75.53309883695547,75.53309883695547,34.278067793598694,46.819079345905365
overdamped,8.0,0.8,88.02590126738676,99.73600101543244,97.17572012492698,65.45793322183374,62.96434732617419,75.53309883695547,75.53309883695547,34.278067793598694,34.21137279875279
optimal,25.0,0.65,60.29007041988227,128.88813191757288,128.17180456502888,84.50327295223437,82.27031082193592,97.54907260384475,97.54907260384475,44.38485896533851,45.901493743092956
underdamped,10.0,0.15,60.29007041988227,128.88813191757288,134.30749247382016,84.50327295223437,81.95257598936786,97.54907260384475,97.54907260384475,44.38485896533851,52.3549164844523
overdamped,8.0,0.8,60.29007041988227,128.88813191757288,125.5229598585197,84.50327295223437,84.96836313005296,97.54907260384475,97.54907260384475,44.38485896533851,40.554596728466734
optimal,25.0,0.65,79.3388055642214,112.78795841255405,112.10559025877473,58.026591867838206,57.5018415755761,74.12230182939656,74.12230182939655,54.76136654471584,54.603748683198624
underdamped,10.0,0.15,79.3388055642214,112.78795841255405,121.52917251922437,58.026591867838206,54.34371277757737,74.12230182939656,74.12230182939655,54.76136654471584,67.18545974164701
overdamped,8.0,0.8,79.3388055642214,112.78795841255405,108.2663776204843,58.026591867838206,57.59118896841795,74.12230182939656,74.12230182939655,54.76136654471584,50.67518865206635
optimal,25.0,0.65,62.49742636332589,96.39492750908197,97.93612731639296,65.76770535346479,65.61166293406073,74.76979781115558,74.76979781115558,30.627222155617176,32.32446438233222
underdamped,10.0,0.15,62.49742636332589,96.39492750908197,99.61952229236681,65.76770535346479,65.41664456288397,74.76979781115558,74.76979781115558,30.627222155617176,34.202877729482836
overdamped,8.0,0.8,62.49742636332589,96.39492750908197,94.09840956019053,65.76770535346479,64.74804950210084,74.76979781115558,74.76979781115558,30.627222155617176,29.35036005808969
optimal,25.0,0.65,92.60343952867143,105.01883362099585,105.09307754941263,67.03465575865775,65.23531618760973,78.19913810409392,78.19913810409392,37.9841778623381,39.8577613618029
underdamped,10.0,0.15,92.60343952867143,105.01883362099585,112.23402487256186,67.03465575865775,59.59522032132259,78.19913810409392,78.19913810409392,37.9841778623381,52.63880455123927
overdamped,8.0,0.8,92.60343952867143,105.01883362099585,99.09924088704645,67.03465575865775,68.12552092707489,78.19913810409392,78.19913810409393,37.9841778623381,30.97371995997156
optimal,25.0,0.65,87.83602124985826,119.60414174085193,119.21484478672785,79.71207192744853,80.29470085033992,91.4373305540475,91.4373305540475,39.892069813403396,38.92014393638793
underdamped,10.0,0.15,87.83602124985826,119.60414174085193,127.20972813515885,79.71207192744853,73.92320656536265,91.4373305540475,91.43733055404749,39.892069813403396,53.28652156979621
overdamped,8.0,0.8,87.83602124985826,119.60414174085193,118.04645576175567,79.71207192744853,79.70108325440897,91.4373305540475,91.4373305540475,39.892069813403396,38.345372507346696
optimal,25.0,0.65,85.54781527102575,138.8621140472377,138.5662986972318,80.44626988194406,78.18341086134656,97.61612052977972,97.61612052977972,58.415844165293635,60.38288783588523
underdamped,10.0,0.15,85.54781527102575,138.8621140472377,149.34394077692633,80.44626988194406,73.51828903404885,97.61612052977972,97.61612052977972,58.415844165293635,75.82565174287748
overdamped,8.0,0.8,85.54781527102575,138.8621140472377,135.2449551683837,80.44626988194406,81.6544128089025,97.61612052977972,97.61612052977972,58.415844165293635,53.590542359481205
optimal,25.0,0.65,65.16307207496571,144.96053265932005,146.82035013584402,86.36418331412379,83.80746336317188,103.58708886554554,103.58708886554554,58.59634934519626,63.01288677267215
underdamped,10.0,0.15,65.16307207496571,144.96053265932005,154.32790223418223,86.36418331412379,86.15247855237058,103.58708886554554,103.58708886554552,58.59634934519626,68.17542368181165
overdamped,8.0,0.8,65.16307207496571,144.96053265932005,141.3086936588209,86.36418331412379,84.53291279136853,103.58708886554554,103.58708886554554,58.59634934519626,56.77578086745238
optimal,25.0,0.65,57.51724250806793,142.230515381096,145.0736957550502,82.53665820619497,84.13187849988601,100.08214825143214,100.08214825143213,59.69385717490104,60.941817255164196
underdamped,10.0,0.15,57.51724250806793,142.230515381096,150.37523220778723,82.53665820619497,79.04712252561177,100.08214825143214,100.08214825143214,59.69385717490104,71.32810968217547
overdamped,8.0,0.8,57.51724250806793,142.230515381096,141.66057679865213,82.53665820619497,81.16559858304181,100.08214825143214,100.08214825143214,59.69385717490104,60.49497821561032
optimal,25.0,0.65,65.10766386327042,124.92516964312715,123.86789440961215,73.4829313792819,71.51765539359816,88.6030680579771,88.6030680579771,51.442238263845255,52.35023901601399
underdamped,10.0,0.15,65.10766386327042,124.92516964312715,129.97745634068488,73.4829313792819,70.74613934343708,88.6030680579771,88.6030680579771,51.442238263845255,59.2313169972478
overdamped,8.0,0.8,65.10766386327042,124.92516964312715,121.11819148668619,73.4829313792819,75.18833660229717,88.6030680579771,88.6030680579771,51.442238263845255,45.929854884389016
optimal,25.0,0.65,86.42040736935539,119.79024295933327,121.79316783712513,75.30553475798797,76.02745307932223,88.38068255125467,88.38068255125467,44.4847082013453,45.7657147578029
underdamped,10.0,0.15,86.42040736935539,119.79024295933327,129.21986996459975,75.30553475798797,70.22321757934158,88.38068255125467,88.38068255125467,44.4847082013453,58.99665238525817
overdamped,8.0,0.8,86.42040736935539,119.79024295933327,111.39573387942936,75.30553475798797,75.77939758373397,88.38068255125467,88.38068255125467,44.4847082013453,35.61633629569539
optimal,25.0,0.65,77.75849163887608,121.23587373822197,118.86323773117849,90.67046369608666,91.74456960982928,99.65438805620265,99.65438805620265,30.565410042135312,27.118668121349202
underdamped,10.0,0.15,77.75849163887608,121.23587373822197,127.03064430627138,90.67046369608666,88.57143038506189,99.65438805620265,99.65438805620263,30.565410042135312,38.459213921209496
overdamped,8.0,0.8,77.75849163887608,121.23587373822197,117.65450297628729,90.67046369608666,89.80992464793204,99.65438805620265,99.65438805620262,30.565410042135312,27.844578328355254
optimal,25.0,0.65,92.87259678023824,121.03821646379882,122.02938821251463,78.6536216091889,78.14825176701416,91.11149453427186,91.11149453427186,42.384594854609915,43.88113644550047
underdamped,10.0,0.15,92.87259678023824,121.03821646379882,129.44117006700833,78.6536216091889,70.81813178925132,91.11149453427186,91.11149453427186,42.384594854609915,58.623038277757004
overdamped,8.0,0.8,92.87259678023824,121.03821646379882,116.63465190949042,78.6536216091889,78.41996182051572,91.11149453427186,91.11149453427186,42.384594854609915,38.21469008897469
optimal,25.0,0.65,61.631603248516605,110.35147093165817,110.06478489939704,70.39251012799772,70.56782329956376,82.13742965873683,82.13742965873683,39.958960803660446,39.496961599833284
underdamped,10.0,0.15,61.631603248516605,110.35147093165817,116.87402442954848,70.39251012799772,70.01555155069276,82.13742965873683,82.13742965873685,39.958960803660446,46.85847287885572
overdamped,8.0,0.8,61.631603248516605,110.35147093165817,108.99988365096357,70.39251012799772,71.15099747135204,82.13742965873683,82.13742965873683,39.958960803660446,37.848886179611526
optimal,25.0,0.65,79.89544582128806,135.2926075194034,139.97939162424998,94.49650534556842,93.6178530110216,106.48748127594372,106.48748127594374,40.79610217383497,46.36153861322839
underdamped,10.0,0.15,79.89544582128806,135.2926075194034,142.4213783175337,94.49650534556842,92.11643951410397,106.48748127594372,106.48748127594375,40.79610217383497,50.304938803429735
overdamped,8.0,0.8,79.89544582128806,135.2926075194034,129.52321996034865,94.49650534556842,95.45335937200502,106.48748127594372,106.48748127594374,40.79610217383497,34.06986058834363
optimal,25.0,0.65,73.36049534972074,119.63809371688826,120.55923148794038,67.5136747537686,67.39962315740266,82.83432108680066,82.83432108680066,52.124418963119666,53.15960833053772
underdamped,10.0,0.15,73.36049534972074,119.63809371688826,125.1740739852102,67.5136747537686,64.71177084702825,82.83432108680066,82.83432108680068,52.124418963119666,60.46230313818195
overdamped,8.0,0.8,73.36049534972074,119.63809371688826,116.89517708883645,67.5136747537686,67.55957326699436,82.83432108680066,82.83432108680066,52.124418963119666,49.335603821842085
optimal,25.0,0.65,87.78336746270492,120.65146411865041,121.59563993512246,65.94666203629242,65.32096124224863,82.02574631376561,82.02574631376561,54.704802082357986,56.274678692873835
underdamped,10.0,0.15,87.78336746270492,120.65146411865041,129.9144355859624,65.94666203629242,59.42130951764705,82.02574631376561,82.02574631376561,54.704802082357986,70.49312606831535
overdamped,8.0,0.8,87.78336746270492,120.65146411865041,115.1795059571554,65.94666203629242,66.29267057512699,82.02574631376561,82.0257463137656,54.704802082357986,48.88683538202841
optimal,25.0,0.65,79.34935335804981,126.378334599875,125.24966506054749,87.83906226115705,86.531829173391,99.16670050018799,99.16670050018799,38.53927233871795,38.71783588715648
underdamped,10.0,0.15,79.34935335804981,126.378334599875,134.56341718195222,87.83906226115705,85.10257395855223,99.16670050018799,99.16670050018799,38.53927233871795,49.46084322339999
overdamped,8.0,0.8,79.34935335804981,126.378334599875,122.8886257402738,87.83906226115705,89.22256481229716,99.16670050018799,99.16670050018799,38.53927233871795,33.66606092797663
optimal,25.0,0.65,88.28485927400075,140.01789756857124,140.3875050983506,90.01239923219761,91.45878710557831,104.71024277575184,104.71024277575184,50.005498336373634,48.92871799277229
