name,haplotype,pop,region,chrom,start,end,mean_prob,ND_type,Altai,Vindija,Denisova,Chagyrskaya,closest_reference,strict_overlap,segment_length,analysis_group
NA21104,hap1,GIH,CENTRAL_SOUTH_ASIA,chr9,133192000,133236000,0.92873,Neanderthal,1,1,0,2,Chagyrskaya,True,44000,Central/South Asia
NA21107,hap2,GIH,CENTRAL_SOUTH_ASIA,chr9,133254000,133513000,0.93475,Neanderthal,39,51,4,46,Vindija,True,259000,Central/South Asia
NA21110,hap1,GIH,CENTRAL_SOUTH_ASIA,chr9,133192000,133236000,0.92873,Neanderthal,1,1,0,2,Chagyrskaya,True,44000,Central/South Asia
NA21116,hap1,GIH,CENTRAL_SOUTH_ASIA,chr9,133481000,133510000,0.92534,Neanderthal,2,2,0,2,Tie,False,29000,Central/South Asia
NA21119,hap1,GIH,CENTRAL_SOUTH_ASIA,chr9,133481000,133511000,0.92433,Neanderthal,2,2,0,2,Tie,False,30000,Central/South Asia
NA21124,hap2,GIH,CENTRAL_SOUTH_ASIA,chr9,133481000,133511000,0.92288,Neanderthal,2,2,0,2,Tie,False,30000,Central/South Asia
NA21137,hap2,GIH,CENTRAL_SOUTH_ASIA,chr9,133301000,133340000,0.95646,Neanderthal,7,10,0,11,Chagyrskaya,False,39000,Central/South Asia
NA21144,hap2,GIH,CENTRAL_SOUTH_ASIA,chr9,133192000,133236000,0.92873,Neanderthal,1,1,0,2,Chagyrskaya,True,44000,Central/South Asia
HGDP00100,hap1,Hazara,CENTRAL_SOUTH_ASIA,chr9,133254000,133446000,0.9757,Neanderthal,37,48,4,44,Vindija,True,192000,Central/South Asia
HGDP00102,hap1,Hazara,CENTRAL_SOUTH_ASIA,chr9,133299000,133483000,0.98387,Neanderthal,37,33,0,38,Chagyrskaya,False,184000,Central/South Asia
HGDP00105,hap2,Hazara,CENTRAL_SOUTH_ASIA,chr9,133301000,133446000,0.97804,Neanderthal,31,49,0,45,Vindija,False,145000,Central/South Asia
HGDP00129,hap2,Hazara,CENTRAL_SOUTH_ASIA,chr9,133315000,133509000,0.98026,Neanderthal,40,34,0,38,Altai,False,194000,Central/South Asia
HG03719,hap1,ITU,CENTRAL_SOUTH_ASIA,chr9,133192000,133236000,0.92873,Neanderthal,1,1,0,2,Chagyrskaya,True,44000,Central/South Asia
HG03725,hap1,ITU,CENTRAL_SOUTH_ASIA,chr9,133192000,133236000,0.92872,Neanderthal,1,1,0,2,Chagyrskaya,True,44000,Central/South Asia
HG03727,hap1,ITU,CENTRAL_SOUTH_ASIA,chr9,133031000,133072000,0.94507,Neanderthal,19,19,13,19,Tie,False,41000,Central/South Asia
HG03787,hap2,ITU,CENTRAL_SOUTH_ASIA,chr9,133192000,133377000,0.97904,Neanderthal,41,36,4,39,Altai,True,185000,Central/South Asia
HG03869,hap1,ITU,CENTRAL_SOUTH_ASIA,chr9,133299000,133390000,0.97531,Neanderthal,31,30,0,34,Chagyrskaya,False,91000,Central/South Asia
HG03869,hap2,ITU,CENTRAL_SOUTH_ASIA,chr9,133401000,133478000,0.97811,Neanderthal,7,4,0,5,Altai,False,77000,Central/South Asia
HG04015,hap2,ITU,CENTRAL_SOUTH_ASIA,chr9,133192000,133447000,0.98295,Neanderthal,48,49,4,54,Chagyrskaya,True,255000,Central/South Asia
HG04061,hap1,ITU,CENTRAL_SOUTH_ASIA,chr9,133301000,133378000,0.97742,Neanderthal,25,30,0,30,Tie,False,77000,Central/South Asia
HG04061,hap2,ITU,CENTRAL_SOUTH_ASIA,chr9,133397000,133446000,0.90856,Neanderthal,4,16,0,13,Vindija,False,49000,Central/South Asia
HG04080,hap1,ITU,CENTRAL_SOUTH_ASIA,chr9,133008000,133025000,0.88417,Neanderthal,1,1,0,1,Tie,False,17000,Central/South Asia
HG04093,hap1,ITU,CENTRAL_SOUTH_ASIA,chr9,133301000,133323000,0.82325,Neanderthal,0,3,0,4,Chagyrskaya,False,22000,Central/South Asia
HG04118,hap2,ITU,CENTRAL_SOUTH_ASIA,chr9,133192000,133217000,0.84503,Neanderthal,1,1,0,2,Chagyrskaya,False,25000,Central/South Asia
HG04222,hap1,ITU,CENTRAL_SOUTH_ASIA,chr9,133301000,133388000,0.97048,Neanderthal,27,32,0,32,Tie,False,87000,Central/South Asia
HG04222,hap2,ITU,CENTRAL_SOUTH_ASIA,chr9,133393000,133509000,0.95498,Neanderthal,12,26,0,21,Vindija,False,116000,Central/South Asia
HGDP00274,hap1,Kalash,CENTRAL_SOUTH_ASIA,chr9,133301000,133342000,0.94758,Neanderthal,7,10,0,11,Chagyrskaya,False,41000,Central/South Asia
HGDP00319,hap2,Kalash,CENTRAL_SOUTH_ASIA,chr9,133315000,133483000,0.98143,Neanderthal,38,32,0,36,Altai,False,168000,Central/South Asia
HGDP00328,hap2,Kalash,CENTRAL_SOUTH_ASIA,chr9,133192000,133236000,0.92786,Neanderthal,1,1,0,2,Chagyrskaya,True,44000,Central/South Asia
HGDP00330,hap2,Kalash,CENTRAL_SOUTH_ASIA,chr9,133192000,133236000,0.92787,Neanderthal,1,1,0,2,Chagyrskaya,True,44000,Central/South Asia
HGDP00133,hap1,Makrani,CENTRAL_SOUTH_ASIA,chr9,133474000,133509000,0.82975,Neanderthal,2,2,0,2,Tie,False,35000,Central/South Asia
HGDP00141,hap1,Makrani,CENTRAL_SOUTH_ASIA,chr9,133087000,133122000,0.93217,Neanderthal,8,6,0,8,Tie,False,35000,Central/South Asia
HGDP00141,hap2,Makrani,CENTRAL_SOUTH_ASIA,chr9,133043000,133127000,0.96078,Neanderthal,13,12,2,14,Chagyrskaya,False,84000,Central/South Asia
HGDP00144,hap2,Makrani,CENTRAL_SOUTH_ASIA,chr9,133030000,133088000,0.96796,Neanderthal,24,23,15,25,Chagyrskaya,False,58000,Central/South Asia
HGDP00153,hap2,Makrani,CENTRAL_SOUTH_ASIA,chr9,133030000,133076000,0.9345,Neanderthal,20,20,14,21,Chagyrskaya,False,46000,Central/South Asia
HGDP00154,hap2,Makrani,CENTRAL_SOUTH_ASIA,chr9,133030000,133076000,0.9345,Neanderthal,20,20,14,21,Chagyrskaya,False,46000,Central/South Asia
HGDP00158,hap1,Makrani,CENTRAL_SOUTH_ASIA,chr9,133301000,133526000,0.98014,Neanderthal,40,58,0,55,Vindija,False,225000,Central/South Asia
HGDP00158,hap2,Makrani,CENTRAL_SOUTH_ASIA,chr9,133010000,133025000,0.85233,Neanderthal,1,1,0,1,Tie,False,15000,Central/South Asia
HGDP00160,hap1,Makrani,CENTRAL_SOUTH_ASIA,chr9,133301000,133449000,0.97595,Neanderthal,31,49,0,45,Vindija,False,148000,Central/South Asia
HG01583,hap2,PJL,CENTRAL_SOUTH_ASIA,chr9,133301000,133342000,0.94672,Neanderthal,7,10,0,11,Chagyrskaya,False,41000,Central/South Asia
HG02648,hap2,PJL,CENTRAL_SOUTH_ASIA,chr9,133301000,133479000,0.99146,Neanderthal,37,56,0,51,Vindija,False,178000,Central/South Asia
HG02650,hap1,PJL,CENTRAL_SOUTH_ASIA,chr9,133301000,133479000,0.99146,Neanderthal,37,56,0,51,Vindija,False,178000,Central/South Asia
HG02658,hap2,PJL,CENTRAL_SOUTH_ASIA,chr9,133481000,133509000,0.9081,Neanderthal,2,2,0,2,Tie,False,28000,Central/South Asia
HG02659,hap2,PJL,CENTRAL_SOUTH_ASIA,chr9,133481000,133509000,0.9081,Neanderthal,2,2,0,2,Tie,False,28000,Central/South Asia
HG02724,hap1,PJL,CENTRAL_SOUTH_ASIA,chr9,133391000,133446000,0.89508,Neanderthal,4,17,0,13,Vindija,False,55000,Central/South Asia
HG02725,hap1,PJL,CENTRAL_SOUTH_ASIA,chr9,133391000,133446000,0.89508,Neanderthal,4,17,0,13,Vindija,False,55000,Central/South Asia
HG02726,hap1,PJL,CENTRAL_SOUTH_ASIA,chr9,133391000,133446000,0.89508,Neanderthal,4,17,0,13,Vindija,False,55000,Central/South Asia
HG02726,hap2,PJL,CENTRAL_SOUTH_ASIA,chr9,133391000,133446000,0.89508,Neanderthal,4,17,0,13,Vindija,False,55000,Central/South Asia
HG02733,hap2,PJL,CENTRAL_SOUTH_ASIA,chr9,133481000,133509000,0.89227,Neanderthal,2,2,0,2,Tie,False,28000,Central/South Asia
HG02774,hap2,PJL,CENTRAL_SOUTH_ASIA,chr9,133191000,133243000,0.95327,Neanderthal,4,4,0,4,Tie,True,52000,Central/South Asia
HG02776,hap1,PJL,CENTRAL_SOUTH_ASIA,chr9,133191000,133243000,0.95327,Neanderthal,4,4,0,4,Tie,True,52000,Central/South Asia
HG02780,hap2,PJL,CENTRAL_SOUTH_ASIA,chr9,133391000,133446000,0.89508,Neanderthal,4,17,0,13,Vindija,False,55000,Central/South Asia
HG03022,hap1,PJL,CENTRAL_SOUTH_ASIA,chr9,133391000,133446000,0.89508,Neanderthal,4,17,0,13,Vindija,False,55000,Central/South Asia
HG03234,hap2,PJL,CENTRAL_SOUTH_ASIA,chr9,133301000,133377000,0.98062,Neanderthal,26,31,0,31,Tie,False,76000,Central/South Asia
HG03236,hap1,PJL,CENTRAL_SOUTH_ASIA,chr9,133301000,133377000,0.98062,Neanderthal,26,31,0,31,Tie,False,76000,Central/South Asia
HG03238,hap2,PJL,CENTRAL_SOUTH_ASIA,chr9,133184000,133251000,0.95127,Neanderthal,6,6,0,7,Chagyrskaya,True,67000,Central/South Asia
HG03488,hap2,PJL,CENTRAL_SOUTH_ASIA,chr9,133301000,133446000,0.97764,Neanderthal,30,48,0,44,Vindija,False,145000,Central/South Asia
HG03491,hap2,PJL,CENTRAL_SOUTH_ASIA,chr9,133391000,133446000,0.89508,Neanderthal,4,17,0,13,Vindija,False,55000,Central/South Asia
HG03492,hap2,PJL,CENTRAL_SOUTH_ASIA,chr9,133391000,133446000,0.89508,Neanderthal,4,17,0,13,Vindija,False,55000,Central/South Asia
HG03619,hap1,PJL,CENTRAL_SOUTH_ASIA,chr9,133301000,133503000,0.99126,Neanderthal,39,62,0,54,Vindija,False,202000,Central/South Asia
HG03620,hap2,PJL,CENTRAL_SOUTH_ASIA,chr9,133301000,133503000,0.99126,Neanderthal,39,62,0,54,Vindija,False,202000,Central/South Asia
HG03624,hap1,PJL,CENTRAL_SOUTH_ASIA,chr9,133350000,133521000,0.96778,Neanderthal,26,41,0,37,Vindija,False,171000,Central/South Asia
HG03625,hap2,PJL,CENTRAL_SOUTH_ASIA,chr9,133191000,133243000,0.95327,Neanderthal,4,4,0,4,Tie,True,52000,Central/South Asia
HG03629,hap1,PJL,CENTRAL_SOUTH_ASIA,chr9,133191000,133243000,0.94672,Neanderthal,3,3,0,3,Tie,True,52000,Central/South Asia
HG03629,hap1,PJL,CENTRAL_SOUTH_ASIA,chr9,133481000,133509000,0.81874,Neanderthal,2,2,0,2,Tie,False,28000,Central/South Asia
HG03633,hap2,PJL,CENTRAL_SOUTH_ASIA,chr9,133237000,133277000,0.95765,Neanderthal,12,6,4,5,Altai,True,40000,Central/South Asia
HG03635,hap1,PJL,CENTRAL_SOUTH_ASIA,chr9,133237000,133277000,0.95832,Neanderthal,12,6,4,5,Altai,True,40000,Central/South Asia
HG03639,hap2,PJL,CENTRAL_SOUTH_ASIA,chr9,133391000,133446000,0.89508,Neanderthal,4,17,0,13,Vindija,False,55000,Central/South Asia
HG03649,hap2,PJL,CENTRAL_SOUTH_ASIA,chr9,133301000,133526000,0.98012,Neanderthal,40,58,0,55,Vindija,False,225000,Central/South Asia
HG03651,hap1,PJL,CENTRAL_SOUTH_ASIA,chr9,133301000,133526000,0.98012,Neanderthal,40,58,0,55,Vindija,False,225000,Central/South Asia
HG03652,hap2,PJL,CENTRAL_SOUTH_ASIA,chr9,133473000,133510000,0.89741,Neanderthal,2,2,0,2,Tie,False,37000,Central/South Asia
HG03653,hap1,PJL,CENTRAL_SOUTH_ASIA,chr9,133192000,133217000,0.84503,Neanderthal,1,1,0,2,Chagyrskaya,False,25000,Central/South Asia
HG03654,hap1,PJL,CENTRAL_SOUTH_ASIA,chr9,133473000,133510000,0.89741,Neanderthal,2,2,0,2,Tie,False,37000,Central/South Asia
HG03660,hap1,PJL,CENTRAL_SOUTH_ASIA,chr9,133022000,133088000,0.92494,Neanderthal,24,23,15,25,Chagyrskaya,False,66000,Central/South Asia
HG03667,hap1,PJL,CENTRAL_SOUTH_ASIA,chr9,133301000,133378000,0.97775,Neanderthal,26,31,0,31,Tie,False,77000,Central/South Asia
HG03667,hap2,PJL,CENTRAL_SOUTH_ASIA,chr9,133397000,133446000,0.90859,Neanderthal,4,16,0,13,Vindija,False,49000,Central/South Asia
HG03706,hap1,PJL,CENTRAL_SOUTH_ASIA,chr9,133192000,133217000,0.84503,Neanderthal,1,1,0,2,Chagyrskaya,False,25000,Central/South Asia
HG03707,hap2,PJL,CENTRAL_SOUTH_ASIA,chr9,133192000,133217000,0.84503,Neanderthal,1,1,0,2,Chagyrskaya,False,25000,Central/South Asia
HG03767,hap2,PJL,CENTRAL_SOUTH_ASIA,chr9,133299000,133504000,0.98751,Neanderthal,40,36,0,41,Chagyrskaya,False,205000,Central/South Asia
HGDP00216,hap1,Pathan,CENTRAL_SOUTH_ASIA,chr9,133484000,133511000,0.86575,Neanderthal,2,2,0,2,Tie,False,27000,Central/South Asia
HGDP00234,hap1,Pathan,CENTRAL_SOUTH_ASIA,chr9,133075000,133092000,0.82302,Neanderthal,4,3,1,4,Tie,False,17000,Central/South Asia
HGDP00264,hap1,Pathan,CENTRAL_SOUTH_ASIA,chr9,133192000,133243000,0.95228,Neanderthal,3,3,0,3,Tie,True,51000,Central/South Asia
HGDP00264,hap2,Pathan,CENTRAL_SOUTH_ASIA,chr9,133481000,133509000,0.81845,Neanderthal,2,2,0,2,Tie,False,28000,Central/South Asia
HG03680,hap1,STU,CENTRAL_SOUTH_ASIA,chr9,133010000,133072000,0.94772,Neanderthal,22,21,14,22,Tie,False,62000,Central/South Asia
HG03689,hap2,STU,CENTRAL_SOUTH_ASIA,chr9,133192000,133217000,0.84503,Neanderthal,1,1,0,2,Chagyrskaya,False,25000,Central/South Asia
HG03694,hap1,STU,CENTRAL_SOUTH_ASIA,chr9,133301000,133479000,0.99125,Neanderthal,37,56,0,51,Vindija,False,178000,Central/South Asia
HG03696,hap2,STU,CENTRAL_SOUTH_ASIA,chr9,133237000,133277000,0.95832,Neanderthal,12,6,4,5,Altai,True,40000,Central/South Asia
HG03850,hap1,STU,CENTRAL_SOUTH_ASIA,chr9,133010000,133084000,0.96819,Neanderthal,24,23,14,25,Chagyrskaya,False,74000,Central/South Asia
HG03894,hap2,STU,CENTRAL_SOUTH_ASIA,chr9,133006000,133084000,0.97188,Neanderthal,24,23,14,25,Chagyrskaya,False,78000,Central/South Asia
HG03945,hap2,STU,CENTRAL_SOUTH_ASIA,chr9,133029000,133072000,0.94119,Neanderthal,21,20,14,21,Tie,False,43000,Central/South Asia
HG03947,hap2,STU,CENTRAL_SOUTH_ASIA,chr9,133192000,133217000,0.84503,Neanderthal,1,1,0,2,Chagyrskaya,False,25000,Central/South Asia
HG03995,hap1,STU,CENTRAL_SOUTH_ASIA,chr9,133483000,133502000,0.91679,Neanderthal,2,6,0,3,Vindija,False,19000,Central/South Asia
HG04038,hap2,STU,CENTRAL_SOUTH_ASIA,chr9,133025000,133084000,0.96092,Neanderthal,23,22,14,24,Chagyrskaya,False,59000,Central/South Asia
HG04115,hap2,STU,CENTRAL_SOUTH_ASIA,chr9,133010000,133084000,0.96819,Neanderthal,23,22,13,24,Chagyrskaya,False,74000,Central/South Asia
HGDP00177,hap2,Sindhi,CENTRAL_SOUTH_ASIA,chr9,133254000,133509000,0.93569,Neanderthal,39,51,4,46,Vindija,True,255000,Central/South Asia
HGDP00179,hap1,Sindhi,CENTRAL_SOUTH_ASIA,chr9,133184000,133217000,0.88633,Neanderthal,1,1,0,3,Chagyrskaya,False,33000,Central/South Asia
HGDP00210,hap2,Sindhi,CENTRAL_SOUTH_ASIA,chr9,133481000,133511000,0.91327,Neanderthal,2,2,0,2,Tie,False,30000,Central/South Asia
HGDP01303,hap1,Uygur,CENTRAL_SOUTH_ASIA,chr9,133301000,133446000,0.97804,Neanderthal,31,49,0,45,Vindija,False,145000,Central/South Asia
HGDP01303,hap2,Uygur,CENTRAL_SOUTH_ASIA,chr9,133481000,133511000,0.91105,Neanderthal,2,2,0,2,Tie,False,30000,Central/South Asia
HG00881,hap1,CDX,EAST_ASIA,chr9,133347000,133448000,0.9835,Neanderthal,28,22,0,24,Altai,False,101000,East Asia
HG01029,hap1,CDX,EAST_ASIA,chr9,133238000,133307000,0.96091,Neanderthal,4,15,0,16,Chagyrskaya,True,69000,East Asia
HG01806,hap2,CDX,EAST_ASIA,chr9,133029000,133071000,0.95733,Neanderthal,21,20,14,22,Chagyrskaya,False,42000,East Asia
HG01811,hap2,CDX,EAST_ASIA,chr9,133235000,133307000,0.96553,Neanderthal,4,15,0,16,Chagyrskaya,True,72000,East Asia
HG02178,hap2,CDX,EAST_ASIA,chr9,133131000,133156000,0.92788,Neanderthal,9,8,0,9,Tie,False,25000,East Asia
HG02185,hap2,CDX,EAST_ASIA,chr9,133448000,133509000,0.87113,Neanderthal,2,2,0,2,Tie,False,61000,East Asia
HG02188,hap2,CDX,EAST_ASIA,chr9,133426000,133510000,0.95532,Neanderthal,5,3,0,3,Altai,False,84000,East Asia
HG02401,hap1,CDX,EAST_ASIA,chr9,133460000,133509000,0.93007,Neanderthal,2,2,0,2,Tie,False,49000,East Asia
HG02406,hap1,CDX,EAST_ASIA,chr9,133299000,133509000,0.98155,Neanderthal,40,36,0,41,Chagyrskaya,False,210000,East Asia
NA18537,hap1,CHB,EAST_ASIA,chr9,133315000,133509000,0.9807,Neanderthal,40,34,0,38,Altai,False,194000,East Asia
NA18599,hap1,CHB,EAST_ASIA,chr9,133301000,133511000,0.99082,Neanderthal,39,58,0,53,Vindija,False,210000,East Asia
NA18611,hap2,CHB,EAST_ASIA,chr9,133299000,133492000,0.98362,Neanderthal,38,34,0,39,Chagyrskaya,False,193000,East Asia
NA18639,hap2,CHB,EAST_ASIA,chr9,133326000,133340000,0.87729,Neanderthal,6,5,0,7,Chagyrskaya,False,14000,East Asia
NA18646,hap1,CHB,EAST_ASIA,chr9,133315000,133417000,0.97437,Neanderthal,35,31,0,35,Tie,False,102000,East Asia
HG00404,hap1,CHS,EAST_ASIA,chr9,133029000,133070000,0.9671,Neanderthal,20,19,14,21,Chagyrskaya,False,41000,East Asia
HG00405,hap2,CHS,EAST_ASIA,chr9,133029000,133070000,0.9671,Neanderthal,20,19,14,21,Chagyrskaya,False,41000,East Asia
HG00421,hap2,CHS,EAST_ASIA,chr9,133315000,133509000,0.98009,Neanderthal,40,34,0,38,Altai,False,194000,East Asia
HG00423,hap1,CHS,EAST_ASIA,chr9,133315000,133509000,0.98009,Neanderthal,40,34,0,38,Altai,False,194000,East Asia
HG00464,hap1,CHS,EAST_ASIA,chr9,133315000,133509000,0.98006,Neanderthal,40,34,0,38,Altai,False,194000,East Asia
HG00533,hap1,CHS,EAST_ASIA,chr9,133315000,133510000,0.97931,Neanderthal,40,34,0,38,Altai,False,195000,East Asia
HG00559,hap2,CHS,EAST_ASIA,chr9,133315000,133510000,0.97931,Neanderthal,40,34,0,38,Altai,False,195000,East Asia
HG00631,hap1,CHS,EAST_ASIA,chr9,133299000,133509000,0.98225,Neanderthal,40,36,0,41,Chagyrskaya,False,210000,East Asia
HG00656,hap1,CHS,EAST_ASIA,chr9,133301000,133509000,0.98523,Neanderthal,40,36,0,41,Chagyrskaya,False,208000,East Asia
HG00675,hap2,CHS,EAST_ASIA,chr9,133468000,133509000,0.89029,Neanderthal,2,2,0,2,Tie,False,41000,East Asia
HG00702,hap1,CHS,EAST_ASIA,chr9,133301000,133509000,0.98523,Neanderthal,40,36,0,41,Chagyrskaya,False,208000,East Asia
HG00703,hap2,CHS,EAST_ASIA,chr9,133301000,133509000,0.98523,Neanderthal,40,36,0,41,Chagyrskaya,False,208000,East Asia
HGDP00714,hap2,Cambodian,EAST_ASIA,chr9,133326000,133477000,0.97876,Neanderthal,36,29,0,33,Altai,False,151000,East Asia
HGDP00774,hap1,Han,EAST_ASIA,chr9,133314000,133483000,0.97797,Neanderthal,38,32,0,36,Altai,False,169000,East Asia
HGDP01238,hap1,Hezhen,EAST_ASIA,chr9,133315000,133509000,0.97918,Neanderthal,40,34,0,38,Altai,False,194000,East Asia
NA18949,hap1,JPT,EAST_ASIA,chr9,133254000,133327000,0.96046,Neanderthal,2,14,0,15,Chagyrskaya,True,73000,East Asia
NA18954,hap1,JPT,EAST_ASIA,chr9,133299000,133323000,0.81504,Neanderthal,1,4,0,5,Chagyrskaya,False,24000,East Asia
NA18961,hap2,JPT,EAST_ASIA,chr9,133254000,133327000,0.96046,Neanderthal,2,14,0,15,Chagyrskaya,True,73000,East Asia
NA18969,hap2,JPT,EAST_ASIA,chr9,133326000,133478000,0.98757,Neanderthal,36,29,0,33,Altai,False,152000,East Asia
NA18978,hap1,JPT,EAST_ASIA,chr9,133255000,133331000,0.96856,Neanderthal,3,15,0,16,Chagyrskaya,True,76000,East Asia
NA18983,hap1,JPT,EAST_ASIA,chr9,133315000,133498000,0.98766,Neanderthal,39,33,0,37,Altai,False,183000,East Asia
NA18986,hap2,JPT,EAST_ASIA,chr9,133434000,133511000,0.88064,Neanderthal,2,2,0,2,Tie,False,77000,East Asia
NA18998,hap1,JPT,EAST_ASIA,chr9,133255000,133331000,0.96856,Neanderthal,3,15,0,16,Chagyrskaya,True,76000,East Asia
NA19001,hap1,JPT,EAST_ASIA,chr9,133481000,133509000,0.88231,Neanderthal,2,2,0,2,Tie,False,28000,East Asia
NA19054,hap2,JPT,EAST_ASIA,chr9,133315000,133509000,0.97996,Neanderthal,40,34,0,38,Altai,False,194000,East Asia
NA19081,hap2,JPT,EAST_ASIA,chr9,133315000,133478000,0.98342,Neanderthal,37,31,0,35,Altai,False,163000,East Asia
NA19082,hap2,JPT,EAST_ASIA,chr9,133490000,133509000,0.81142,Neanderthal,2,2,0,2,Tie,False,19000,East Asia
NA19090,hap2,JPT,EAST_ASIA,chr9,133255000,133307000,0.96694,Neanderthal,0,11,0,12,Chagyrskaya,True,52000,East Asia
HGDP00752,hap2,Japanese,EAST_ASIA,chr9,133315000,133511000,0.98654,Neanderthal,40,34,0,38,Altai,False,196000,East Asia
HGDP00761,hap2,Japanese,EAST_ASIA,chr9,133315000,133511000,0.98654,Neanderthal,40,34,0,38,Altai,False,196000,East Asia
HGDP00762,hap1,Japanese,EAST_ASIA,chr9,133481000,133510000,0.9334,Neanderthal,2,2,0,2,Tie,False,29000,East Asia
HGDP00762,hap2,Japanese,EAST_ASIA,chr9,133326000,133478000,0.987,Neanderthal,36,29,0,33,Altai,False,152000,East Asia
HGDP00771,hap1,Japanese,EAST_ASIA,chr9,133326000,133478000,0.98774,Neanderthal,36,29,0,33,Altai,False,152000,East Asia
HGDP00791,hap2,Japanese,EAST_ASIA,chr9,133315000,133511000,0.98611,Neanderthal,40,34,0,38,Altai,False,196000,East Asia
HG01597,hap1,KHV,EAST_ASIA,chr9,133347000,133509000,0.98332,Neanderthal,30,24,0,26,Altai,False,162000,East Asia
HG01852,hap1,KHV,EAST_ASIA,chr9,133347000,133509000,0.98296,Neanderthal,30,24,0,26,Altai,False,162000,East Asia
HG01867,hap1,KHV,EAST_ASIA,chr9,133326000,133377000,0.96889,Neanderthal,26,24,0,26,Tie,False,51000,East Asia
HG02026,hap2,KHV,EAST_ASIA,chr9,133426000,133509000,0.95856,Neanderthal,5,3,0,3,Altai,False,83000,East Asia
HG02138,hap1,KHV,EAST_ASIA,chr9,133347000,133483000,0.98498,Neanderthal,28,22,0,24,Altai,False,136000,East Asia
HG02513,hap2,KHV,EAST_ASIA,chr9,133131000,133156000,0.92791,Neanderthal,10,9,0,10,Tie,False,25000,East Asia
HGDP01224,hap2,Mongolian,EAST_ASIA,chr9,133184000,133251000,0.94872,Neanderthal,6,6,0,7,Chagyrskaya,True,67000,East Asia
HGDP01291,hap2,NorthernHan,EAST_ASIA,chr9,133315000,133417000,0.97353,Neanderthal,35,31,0,35,Tie,False,102000,East Asia
HGDP01203,hap2,Oroqen,EAST_ASIA,chr9,133253000,133327000,0.95782,Neanderthal,2,15,0,16,Chagyrskaya,True,74000,East Asia
HGDP01211,hap1,Oroqen,EAST_ASIA,chr9,133253000,133327000,0.95486,Neanderthal,2,15,0,16,Chagyrskaya,True,74000,East Asia
HGDP01243,hap1,Xibo,EAST_ASIA,chr9,133429000,133509000,0.95185,Neanderthal,5,3,0,3,Altai,False,80000,East Asia
HGDP00949,hap2,Yakut,EAST_ASIA,chr9,133291000,133390000,0.97332,Neanderthal,31,30,0,34,Chagyrskaya,False,99000,East Asia
HGDP00950,hap2,Yakut,EAST_ASIA,chr9,133315000,133511000,0.97892,Neanderthal,40,34,0,38,Altai,False,196000,East Asia
HGDP00951,hap1,Yakut,EAST_ASIA,chr9,133315000,133478000,0.98421,Neanderthal,38,32,0,36,Altai,False,163000,East Asia
HGDP00953,hap2,Yakut,EAST_ASIA,chr9,133255000,133432000,0.96049,Neanderthal,37,43,0,48,Chagyrskaya,True,177000,East Asia
HGDP00958,hap1,Yakut,EAST_ASIA,chr9,133315000,133511000,0.97892,Neanderthal,40,34,0,38,Altai,False,196000,East Asia
HGDP00961,hap2,Yakut,EAST_ASIA,chr9,133315000,133511000,0.97892,Neanderthal,40,34,0,38,Altai,False,196000,East Asia
HGDP00964,hap1,Yakut,EAST_ASIA,chr9,133255000,133509000,0.98786,Neanderthal,40,46,0,51,Chagyrskaya,True,254000,East Asia
HGDP00965,hap1,Yakut,EAST_ASIA,chr9,133343000,133509000,0.97831,Neanderthal,32,26,0,28,Altai,False,166000,East Asia
HGDP00966,hap1,Yakut,EAST_ASIA,chr9,133301000,133483000,0.98545,Neanderthal,37,33,0,38,Chagyrskaya,False,182000,East Asia
HGDP00968,hap1,Yakut,EAST_ASIA,chr9,133315000,133524000,0.9872,Neanderthal,41,35,0,39,Altai,False,209000,East Asia
HGDP01384,hap2,Adygei,EUROPE,chr9,133184000,133225000,0.85796,Neanderthal,1,1,0,3,Chagyrskaya,False,41000,Europe
HGDP01387,hap2,Adygei,EUROPE,chr9,133257000,133307000,0.93763,Neanderthal,7,3,4,4,Altai,True,50000,Europe
HGDP01398,hap2,Adygei,EUROPE,chr9,133184000,133225000,0.85796,Neanderthal,1,1,0,3,Chagyrskaya,False,41000,Europe
HGDP01400,hap1,Adygei,EUROPE,chr9,133299000,133483000,0.98401,Neanderthal,38,34,0,39,Chagyrskaya,False,184000,Europe
HGDP01403,hap2,Adygei,EUROPE,chr9,133480000,133509000,0.90034,Neanderthal,2,2,0,2,Tie,False,29000,Europe
HGDP01358,hap2,Basque,EUROPE,chr9,133479000,133509000,0.83823,Neanderthal,2,2,0,2,Tie,False,30000,Europe
HGDP01359,hap1,Basque,EUROPE,chr9,133424000,133511000,0.98486,Neanderthal,9,14,0,15,Chagyrskaya,False,87000,Europe
HGDP01361,hap1,Basque,EUROPE,chr9,133181000,133217000,0.88421,Neanderthal,1,1,0,3,Chagyrskaya,False,36000,Europe
HGDP01363,hap1,Basque,EUROPE,chr9,133301000,133340000,0.95675,Neanderthal,7,10,0,11,Chagyrskaya,False,39000,Europe
HGDP01363,hap2,Basque,EUROPE,chr9,133301000,133340000,0.95597,Neanderthal,6,9,0,10,Chagyrskaya,False,39000,Europe
HGDP01364,hap2,Basque,EUROPE,chr9,133484000,133512000,0.86138,Neanderthal,2,2,0,2,Tie,False,28000,Europe
HGDP01366,hap1,Basque,EUROPE,chr9,133481000,133511000,0.92472,Neanderthal,2,2,0,2,Tie,False,30000,Europe
