country,year,district_magnitude,enep
Japan,1963,3.96,2.46
Japan,1967,3.95,3.0
Japan,1969,3.95,3.22
Japan,1972,3.96,3.25
Japan,1976,3.93,3.84
Japan,1979,3.93,3.62
Japan,1980,3.93,3.38
Japan,1983,3.93,3.48
Japan,1986,3.94,3.28
Japan,1990,3.94,3.29
Japan,1993,3.96,4.96
Japan,1996,1.0,3.89
Japan,2000,1.0,3.76
Japan,2003,1.0,3.26
Japan,2005,1.0,3.22
Japan,2009,1.0,3.15
Japan,2012,1.0,5.793743
Japan,2014,1.0,4.964134
Japan,2017,1.0,3.44755068761398
Kenya,2002,1.0,2.38
Kenya,2013,1.0,7.074637
Kenya,2017,1.0,4.3375
Republic of Kosovo,2014,120.0,5.22289978320788
Republic of Kosovo,2017,120.0,3.8646
Republic of Kosovo,2019,120.0,5.1424
Kyrgyzstan,2007,90.0,4.43
Kyrgyzstan,2010,120.0,6.31
Kyrgyzstan,2015,120.0,5.709718
Kyrgyzstan,2020,120.0,6.75528565637362
Latvia,1920,30.0,4.96
Latvia,1922,20.0,6.97
Latvia,1925,20.0,7.4
Latvia,1928,20.0,10.06
Latvia,1931,20.0,12.65
Latvia,1993,20.0,6.21
Latvia,1995,20.0,9.61
Latvia,1998,20.0,6.94
Latvia,2002,20.0,6.78
Latvia,2006,20.0,7.49
Latvia,2010,20.0,4.59
Latvia,2011,20.0,5.02
Latvia,2014,20.0,5.615044
Latvia,2018,20.0,8.15973497180812
Liberia,2005,1.0,9.56
Liberia,2011,1.0,8.3
Liberia,2017,1.0,11.0322379644903
Lesotho,2002,1.0,2.77818810072588
Lesotho,2007,1.0,2.72013553673742
Lesotho,2012,1.0,3.69046028195633
Lesotho,2015,1.0,3.29811670280413
Lesotho,2017,1.0,4.01152833011508
Liechtenstein,1993,12.5,2.43
Liechtenstein,1993,12.5,2.33
Liechtenstein,1997,12.5,2.33
Liechtenstein,2001,12.5,2.22
Liechtenstein,2005,12.5,2.5
Liechtenstein,2009,12.5,2.36
Liechtenstein,2013,12.5,3.247228
Liechtenstein,2017,12.5,3.48183353353876
Liechtenstein,2021,12.5,3.46634868694712
Lithuania,1920,18.67,3.68
Lithuania,1922,13.0,4.54
Lithuania,1923,13.0,3.96
Lithuania,1926,14.17,5.38
Lithuania,1992,1.0,4.58
Lithuania,1996,1.0,7.68
Lithuania,2000,1.0,7.65
Lithuania,2004,1.0,5.78
Lithuania,2008,1.0,8.9
Lithuania,2012,1.0,7.206428
Lithuania,2016,1.0,7.323057
Lithuania,2020,1.0,6.98865740902515
Luxembourg,1919,12.0,3.01
Luxembourg,1922,12.0,2.94
Luxembourg,1925,11.75,4.28
Luxembourg,1928,13.0,3.08
Luxembourg,1931,13.5,3.66
Luxembourg,1934,13.5,3.48
Luxembourg,1937,13.75,3.43
Luxembourg,1945,12.75,3.5
Luxembourg,1954,13.0,3.0
Luxembourg,1959,13.0,3.26
Luxembourg,1964,14.0,3.5
Luxembourg,1968,14.0,3.49
Luxembourg,1974,14.8,4.26
Luxembourg,1979,14.8,4.16
Luxembourg,1984,16.0,3.56
Luxembourg,1989,15.0,4.65
Luxembourg,1994,15.0,4.66
Luxembourg,1999,15.0,4.62
Luxembourg,2004,15.0,4.26
Luxembourg,2009,15.0,4.25
Luxembourg,2013,15.0,4.850084
Luxembourg,2018,15.0,5.65735654358144
Macedonia,1994,1.0,3.2
Macedonia,1998,1.0,5.01
Macedonia,2002,20.0,4.13
Macedonia,2006,20.0,5.29
Macedonia,2008,20.0,3.2
Macedonia,2011,20.0,3.53
Macedonia,2014,20.0,3.595467
Macedonia,2016,20.0,3.422899
Macedonia,2020,20.0,3.6842986392264
Maldives,2009,1.0,3.74
Maldives,2014,1.0,3.617265
Maldives,2019,1.0,3.53267599888975
Madagascar,2002,1.32,2.92
Mauritius,1976,2.95,2.94
Mauritius,1982,2.95,2.15
Mauritius,1983,2.95,2.55
Mauritius,1987,2.95,2.53
Mauritius,1991,2.95,2.16
Mauritius,1995,2.95,2.13
Mauritius,2000,2.95,2.41
Mauritius,2005,2.95,2.35
Mauritius,2010,2.95,2.39
Mauritius,2014,2.95,2.504093
Malawi,1994,1.0,2.74
Malawi,1999,1.0,2.82
Malawi,2004,1.0,5.02
Malawi,2009,1.0,3.59
Malawi,2014,1.0,4.475027
Malawi,2019,1.0,4.02909003001672
Monaco,1998,18.0,1.933
Monaco,2003,24.0,1.944
Monaco,2008,24.0,2.264
Monaco,2013,24.0,2.399
Monaco,2018,24.0,2.34
Mexico,2000,1.0,3.0
Mexico,2003,1.0,3.19
Mexico,2006,1.0,3.42
Mexico,2009,1.0,3.77
Mexico,2012,1.0,6.251885
Mexico,2015,1.0,5.62426533034122
Mexico,2018,1.0,4.80535547256707
Moldova,1994,104.0,3.94493533028064
Moldova,1998,104.0,5.73
Moldova,2001,101.0,3.52
Moldova,2005,101.0,3.27
Moldova,2009,101.0,3.43
Moldova,2009,101.0,3.7
Moldova,2010,101.0,3.68
Moldova,2014,101.0,6.12655
Moldova,2019,50.0,4.23495908754249
Mali,1992,2.11,3.56
Mali,1997,2.67,1.59
Mali,2013,1.18,3.871153
Malta,1966,5.0,2.39
Malta,1971,5.5,2.04
Malta,1976,5.0,2.0
Malta,1981,5.0,2.0
Malta,1987,5.0,2.01
Malta,1992,5.0,2.06
Malta,1996,5.0,2.06
Malta,1998,5.0,2.04
Malta,2003,5.0,2.02
Malta,2008,5.0,2.08
Malta,2013,5.0,2.04868494913115
Malta,2017,5.0,2.02577597348664
Montenegro,2006,76.0,3.36796794395055
Montenegro,2009,76.0,3.19867958506728
Montenegro,2012,81.0,3.55277207705892
Montenegro,2016,81.0,4.1618262892828
Montenegro,2020,81.0,3.96386241766513
Mongolia,1992,2.92,2.71
Mongolia,1996,1.0,2.58
Mongolia,2000,1.0,3.24
Mongolia,2004,1.0,2.33
Mongolia,2008,2.92,2.26
Mongolia,2012,1.85,3.591077
Mongolia,2016,1.0,2.890675
Mongolia,2020,2.62,3.48004022926505
Myanmar,1956,2.75,3.05
Myanmar,1960,2.75,2.41
Malaysia,1974,1.0,2.416
Malaysia,1978,1.0,2.536
Malaysia,1982,1.0,2.333
Malaysia,1986,1.0,2.498
Malaysia,1990,1.0,2.67
Malaysia,1995,1.0,2.087
Malaysia,1999,1.0,2.075
Malaysia,2004,1.0,2.103
Malaysia,2008,1.0,2.044
Malaysia,2013,1.0,2.069
Malaysia,2018,1.0,2.842
Mozambique,1994,22.73,2.91083342924529
Mozambique,1999,22.73,2.5733858225124
Namibia,1994,72.0,1.695
Namibia,1999,72.0,1.668
Namibia,2004,72.0,1.705
Namibia,2009,5.14,1.717
Namibia,2014,6.86,1.549
Namibia,2019,6.86,2.173
Nepal,1991,1.0,3.89
Nepal,1994,1.0,3.83
Nepal,1999,1.0,3.89
Nepal,2017,1.0,4.11893558301906
New Zealand,1946,1.0,2.01
New Zealand,1949,1.0,2.03
New Zealand,1951,1.0,1.99
New Zealand,1954,1.0,2.48
New Zealand,1957,1.0,2.3
New Zealand,1960,1.0,2.37
New Zealand,1963,1.0,2.39
New Zealand,1966,1.0,2.61
New Zealand,1969,1.0,2.45
New Zealand,1972,1.0,2.43
New Zealand,1975,1.0,2.55
New Zealand,1978,1.0,2.87
New Zealand,1981,1.0,2.89
New Zealand,1984,1.0,2.99
New Zealand,1987,1.0,2.34
New Zealand,1990,1.0,2.78
New Zealand,1993,1.0,3.52
New Zealand,1996,1.0,4.39
New Zealand,1999,1.0,3.86
New Zealand,2002,1.0,4.17
New Zealand,2005,1.0,3.04
New Zealand,2008,1.0,3.07
New Zealand,2011,1.0,3.0
New Zealand,2014,1.0,3.23978
New Zealand,2017,1.0,2.90524542060691
New Zealand,2020,1.0,3.03055098447449
Nicaragua,1984,9.6,2.08951822020187
Nicaragua,1990,10.0,2.18
Nicaragua,1996,4.375,2.92
Nicaragua,2001,4.12,2.18
Nicaragua,2006,4.12,3.44
Nicaragua,2011,4.12,2.11
Nicaragua,2016,4.12,2.13783
Nigeria,1964,1.0,3.91
Nigeria,1979,1.0,3.71
Nigeria,1999,1.0,2.32
Nigeria,2003,1.0,2.61
Nigeria,2007,1.0,2.09
Nigeria,2019,1.0,2.51241964402632
Niger,1993,9.375,4.62
Niger,2004,13.125,4.4
Niger,2011,13.12,4.89102502776635
Niger,2016,19.75,5.94280631318577
Niger,2020,19.75,6.08873231375481
Norway,1921,5.17,4.49
Norway,1924,5.17,4.9
Norway,1927,5.17,4.04
Norway,1930,5.17,4.15
Norway,1933,5.17,3.98
Norway,1936,5.17,3.75
Norway,1945,5.17,4.11
Norway,1949,5.17,3.76
Norway,1953,7.5,3.53
Norway,1957,7.5,3.44
Norway,1961,7.5,3.59
Norway,1965,7.5,3.9
Norway,1969,7.5,3.61
Norway,1973,8.16,4.63
Norway,1977,8.16,3.85
Norway,1981,8.16,3.92
Norway,1985,8.26,3.63
Norway,1989,8.26,4.84
Norway,1993,8.26,4.74
Norway,1997,8.26,5.07
Norway,2001,8.26,6.18
Norway,2005,7.89,5.11
Norway,2009,7.89,4.55
Norway,2013,7.89,4.869237
Norway,2017,7.89,5.54084154301355
Netherlands,1922,5.56,5.91
Netherlands,1925,5.56,5.83
Netherlands,1929,5.56,5.58
Netherlands,1933,5.56,6.24
Netherlands,1937,5.56,5.81
Netherlands,1946,100.0,4.68
Netherlands,1948,100.0,4.98
Netherlands,1952,100.0,4.99
Netherlands,1956,150.0,4.26
Netherlands,1959,150.0,4.46
Netherlands,1963,150.0,4.79
Netherlands,1967,150.0,6.2
Netherlands,1971,150.0,7.09
Netherlands,1972,150.0,6.85
Netherlands,1977,150.0,3.96
Netherlands,1981,150.0,4.56
Netherlands,1982,150.0,4.23
Netherlands,1986,150.0,3.77
Netherlands,1989,150.0,3.9
Netherlands,1994,150.0,5.7
Netherlands,1998,150.0,5.13
Netherlands,2002,150.0,6.04
Netherlands,2003,150.0,4.99
Netherlands,2006,150.0,5.8
Netherlands,2010,150.0,6.97
Netherlands,2012,150.0,5.944278
Netherlands,2017,150.0,8.53213200914645
New Zealand,1922,1.0,3.43
New Zealand,1925,1.0,2.92
New Zealand,1928,1.0,3.43
New Zealand,1931,1.0,3.95
New Zealand,1935,1.0,2.96
New Zealand,1938,1.0,2.1
New Zealand,1943,1.0,2.42
Pakistan,1977,1.0,2.04
Pakistan,1988,1.0,3.57
Pakistan,1990,1.0,3.44
Pakistan,1993,1.0,3.2
Pakistan,1997,1.0,3.53
Pakistan,2008,1.0,4.68
Pakistan,2013,1.0,5.094375
Pakistan,2018,1.0,4.63140929153332
Palau,2016,1.0,1.0
Panama,1960,5.3,4.71
Panama,1994,1.8,8.64
Panama,1999,1.775,5.68
Panama,2004,1.825,4.46
Panama,2009,1.775,4.16
Panama,2014,1.78,3.833885
Panama,2019,1.77,4.84221637928113
Paraguay,1989,72.0,1.68
Paraguay,1993,4.44,2.81
Paraguay,1998,4.44,2.11
Paraguay,2003,4.44,4.23
Paraguay,2008,4.44,4.36
Paraguay,2013,4.44,3.800541
Paraguay,2018,4.44,3.87514289589429
Peru,1962,7.58,3.39
Peru,1963,5.79,2.98
Peru,1980,7.2,4.16
Peru,1985,7.2,3.02
Peru,1990,7.2,5.02
Peru,2001,4.8,6.6
Peru,2006,4.8,7.31
Peru,2011,5.2,5.71
Peru,2016,5.2,5.019402
Peru,2020,5.0,11.8246638839291
Philippines,1946,1.0,3.32
Philippines,1949,1.0,2.44
Philippines,1953,1.0,2.56
Philippines,1957,1.0,2.14
Philippines,1961,1.0,2.05
Philippines,1965,1.0,2.26
Philippines,1992,1.0,4.52
Philippines,1995,1.0,4.69
Philippines,1998,1.0,3.1
Philippines,2013,1.0,3.33028
Philippines,2016,1.0,4.202423
Philippines,2019,1.0,5.92121947751988
Papua New Guinea,1977,1.0,4.02
Papua New Guinea,1982,1.0,5.08
Papua New Guinea,1987,1.0,4.63
Papua New Guinea,1992,1.0,2.38
Papua New Guinea,1997,1.0,2.51
Papua New Guinea,2017,1.0,5.81675296983048
Poland,1919,8.95,6.34
Poland,1922,5.81,6.28
Poland,1991,10.57,13.86
Poland,1993,7.52,9.8
Poland,1997,7.52,4.59
Poland,2001,11.22,4.5
Poland,2005,11.22,5.86
Poland,2007,11.22,3.32
Poland,2011,11.22,3.72
Poland,2015,11.22,4.354661
Poland,2019,11.22,3.41317896662594
Portugal,1919,3.02,2.84
Portugal,1921,3.02,2.85
Portugal,1922,3.02,3.84
Portugal,1925,3.02,3.19
Portugal,1976,11.95,4.0
Portugal,1979,11.36,3.0
Portugal,1980,11.36,2.88
Portugal,1983,11.36,3.73
Portugal,1985,11.36,4.77
Portugal,1987,11.36,2.98
Portugal,1991,10.45,2.86
Portugal,1995,10.45,3.09
Portugal,1999,10.45,3.19
Portugal,2002,10.45,3.03
Portugal,2005,10.45,3.13
Portugal,2009,10.45,3.83
Portugal,2011,10.45,3.96
Portugal,2015,10.45,3.417507
Portugal,2019,10.45,3.98223921310953
South Korea,1960,1.0,2.52
South Korea,1988,1.0,4.23
South Korea,1992,1.0,3.6
South Korea,1996,1.0,4.24
South Korea,2000,1.0,3.32
South Korea,2004,1.0,3.36
South Korea,2008,1.0,4.24
South Korea,2012,1.0,3.000966
South Korea,2016,1.0,4.005945
South Korea,2020,1.0,3.99677060934765
Romania,1990,9.44,2.21
Romania,1992,7.81,6.96
Romania,1996,7.81,6.06
Romania,2000,7.79,5.23
Romania,2004,7.48,3.9
Romania,2016,7.26,3.7192
Romania,2020,7.26,5.90447318164663
Russia,1993,1.0,8.15354760856449
Russia,1995,1.0,10.9828497310026
South Africa,1994,44.44,2.24459837401294
South Africa,1999,44.44,2.16205931825946
South Africa,2004,44.44,1.96981844183422
South Africa,2009,44.44,2.12694455906312
South Africa,2014,44.44,2.26498514169747
South Africa,2019,44.44,2.57953047128409
El Salvador,1985,4.29,2.68
El Salvador,1988,4.29,2.75
El Salvador,1991,4.57,3.34
El Salvador,1994,4.57,3.48
El Salvador,1997,4.57,3.95
El Salvador,2000,4.57,3.68
El Salvador,2003,4.57,4.09
El Salvador,2006,6.0,3.03
El Salvador,2009,6.0,2.92
El Salvador,2012,6.0,3.230906
El Salvador,2015,6.0,3.299894
El Salvador,2018,6.0,3.83359601772179
Senegal,2001,2.17,3.27
Senegal,2007,3.0,2.04
Senegal,2012,3.0,3.133926
Senegal,2017,3.5,3.36513384819881
Yugoslavia,1920,7.76,7.99
Yugoslavia,1923,5.78,6.18
Yugoslavia,1925,5.83,4.95
Yugoslavia,1927,5.83,5.76
Republic of Serbia,2007,250.0,5.56
Serbia,2008,250.0,3.73
Republic of Serbia,2012,250.0,6.07489125944646
Republic of Serbia,2014,250.0,3.37778498371908
Republic of Serbia,2016,250.0,3.76126498864098
Republic of Serbia,2020,250.0,2.62599938971774
Sierra Leone,1962,1.0,2.99
Sierra Leone,1967,1.0,2.69
Sierra Leone,1996,68.0,4.55
Sierra Leone,2002,1.0,1.89
Sierra Leone,2007,1.0,3.04
Sierra Leone,2012,1.0,2.264395
Sierra Leone,2018,1.0,3.0741327103091
St. Kitts and Nevis,1984,1.0,2.45
St. Kitts and Nevis,1989,1.0,2.77
St. Kitts and Nevis,1993,1.0,3.08
St. Kitts and Nevis,1995,1.0,2.65
St. Kitts and Nevis,2000,1.0,2.55
St. Kitts and Nevis,2004,1.0,2.7
St. Kitts and Nevis,2010,1.0,2.94
St. Kitts and Nevis,2015,1.0,3.728992
St. Kitts and Nevis,2020,1.0,3.84850735642181
Slovakia,1994,37.5,5.81
Slovakia,1998,150.0,5.26
Slovakia,2002,150.0,8.87
Slovakia,2006,150.0,6.11
Slovakia,2010,150.0,5.53
Slovakia,2012,150.0,4.180095
Slovakia,2016,150.0,7.244592
Slovakia,2020,150.0,6.98689956331878
St. Lucia,1979,1.0,1.97
St. Lucia,1982,1.0,2.4
St. Lucia,1987,1.0,2.32
St. Lucia,1987,1.0,2.21
St. Lucia,1992,1.0,1.97
St. Lucia,1997,1.0,1.95
St. Lucia,2001,1.0,2.18
St. Lucia,2006,1.0,2.01
St. Lucia,2011,1.0,2.08
St. Lucia,2016,1.0,2.023681
Slovenia,1992,11.0,8.34
Slovenia,1996,11.0,6.32
Slovenia,2000,11.0,5.11
Slovenia,2004,11.0,6.02
Slovenia,2008,11.0,4.94
Slovenia,2011,11.0,5.47
Slovenia,2014,11.0,5.258011
Slovenia,2018,11.25,7.54591690436305
San Marino,1920,60.0,2.72
San Marino,1945,60.0,1.81
San Marino,1949,60.0,1.9536668372869
San Marino,1951,60.0,3.09860376914163
San Marino,1955,60.0,3.19474528295859
San Marino,1959,60.0,3.24492007761849
San Marino,1964,60.0,3.17176369091797
San Marino,1969,60.0,3.41611724114372
San Marino,1974,60.0,3.88823652920454
San Marino,1978,60.0,3.62460673016978
San Marino,1983,60.0,3.5936191698021
San Marino,1988,60.0,3.24692191802172
San Marino,1993,60.0,3.67572733454632
San Marino,1998,60.0,3.73
San Marino,2001,60.0,3.55
San Marino,2006,60.0,4.22
San Marino,2008,60.0,4.3
San Marino,2012,60.0,6.59
San Marino,2016,60.0,3.051776
San Marino,2019,60.0,4.9168801412128
Solomon Islands,1980,1.0,2.53
Solomon Islands,1984,1.0,4.19
Solomon Islands,1989,1.0,2.60730357878489
Solomon Islands,1993,1.0,5.22
Solomon Islands,2006,1.0,2.6
Solomon Islands,2010,1.0,2.17
Solomon Islands,2019,1.0,5.25077711501302
Somalia,1959,2.57,1.66269835991434
Somalia,1960,2.75,2.74976077081294
Somalia,1964,2.62,3.02
Spain,1931,7.46,1.82
Spain,1933,7.87,5.47
Spain,1936,7.88,2.28
Spain,1977,6.73,4.29
Spain,1979,6.73,4.25
Spain,1982,6.73,3.18
Spain,1986,6.73,3.59
Spain,1989,6.73,4.08
Spain,1993,6.73,3.5
Spain,1996,6.73,3.27
Spain,2000,6.73,2.99
Spain,2004,6.73,3.0
Spain,2008,6.73,2.79
Spain,2011,6.73,3.426723
Spain,2015,6.73,5.820349
Spain,2016,6.73,5.00384
Spain,2019,6.73,6.64236976372028
Spain,2019,6.6,5.461
Sri Lanka,1952,1.0,3.84
Sri Lanka,1956,1.0,3.79
Sri Lanka,1960,1.0,5.95
Sri Lanka,1960,1.0,3.69
Sri Lanka,1965,1.0,3.83
Sri Lanka,1970,1.0,3.4
Sri Lanka,1977,1.0,2.8
Sri Lanka,1989,8.91,2.74
Sri Lanka,1994,8.91,2.31
Sri Lanka,2000,8.91,2.7
Sri Lanka,2001,8.91,2.79
Sri Lanka,2004,8.91,2.78
Sri Lanka,2010,8.91,2.2
Sri Lanka,2015,8.91,2.545487
Sri Lanka,2020,8.91,2.44347025457368
Sao Tome and Principe,1991,7.86,2.51
Sao Tome and Principe,1994,7.86,3.2
Sao Tome and Principe,1998,7.86,2.74
Sao Tome and Principe,2002,7.86,2.76
Sao Tome and Principe,2006,7.86,3.78
Sao Tome and Principe,2010,7.86,3.26
Sao Tome and Principe,2018,7.86,2.87985172219453
Sudan,1965,1.0,3.47732954999878
Sudan,1968,1.0,3.69647504140052
Suriname,1977,2.7,2.46
Suriname,1991,5.1,2.69
Suriname,1996,5.1,3.62
Suriname,2000,5.1,3.77
Suriname,2005,5.1,3.92
Suriname,2010,5.1,3.49
Suriname,2015,5.1,2.787633
Suriname,2020,5.1,4.16517414593104
St.Vincent and the Grenadines,1979,1.0,2.57
St.Vincent and the Grenadines,1984,1.0,2.28
St.Vincent and the Grenadines,1989,1.0,1.88
St.Vincent and the Grenadines,1994,1.0,2.48
St.Vincent and the Grenadines,1998,1.0,1.99
St.Vincent and the Grenadines,2001,1.0,2.05
St.Vincent and the Grenadines,2005,1.0,1.98
St.Vincent and the Grenadines,2010,1.0,2.01
Saint Vincent and the Grenadines,2015,1.0,2.007206
Saint Vincent and the Grenadines,2020,1.0,2.00390645532213
Sweden,1920,4.11,4.41
Sweden,1921,8.21,4.04
Sweden,1924,8.21,3.72
Sweden,1928,8.21,3.88
Sweden,1932,8.21,3.81
Sweden,1936,8.21,3.54
Sweden,1940,8.21,2.84
Sweden,1944,8.21,3.48
Sweden,1948,8.21,3.35
Sweden,1952,8.21,3.28
Sweden,1956,8.25,3.37
Sweden,1958,8.25,3.31
Sweden,1960,8.29,3.26
Sweden,1964,8.32,3.42
Sweden,1968,8.32,3.18
Sweden,1970,11.07,3.49
Sweden,1973,11.07,3.54
Sweden,1976,11.07,3.58
Sweden,1979,11.07,3.63
Sweden,1982,11.07,3.39
Sweden,1985,11.07,3.34
Sweden,1988,11.07,3.91
Sweden,1991,11.07,4.58
Sweden,1994,10.69,3.65
Sweden,1998,10.69,4.54
Sweden,2002,10.69,4.51
Sweden,2006,10.69,4.66
Sweden,2010,10.69,4.78
Sweden,2014,10.69,5.391562
Sweden,2018,10.69,5.69074230042567
Switzerland,1919,7.56,4.8
Switzerland,1922,7.92,4.84
Switzerland,1925,7.92,4.7
Switzerland,1928,7.92,4.49
Switzerland,1931,7.48,4.44
Switzerland,1935,7.48,5.2
Switzerland,1939,7.48,5.98
Switzerland,1943,7.48,5.13
Switzerland,1947,7.76,5.34
Switzerland,1951,7.84,5.09
Switzerland,1955,7.84,4.96
Switzerland,1959,7.84,5.04
Switzerland,1963,8.0,5.0
Switzerland,1967,8.0,5.54
Switzerland,1971,8.0,6.16
Switzerland,1975,8.0,5.78
Switzerland,1979,7.7,5.5
Switzerland,1983,7.7,5.99
Switzerland,1987,7.7,6.8
Switzerland,1991,7.7,7.34
Switzerland,1995,7.7,6.82
Switzerland,1999,7.7,5.86
Switzerland,2003,7.7,5.44
Switzerland,2007,7.7,5.61
Switzerland,2011,7.7,6.35
Switzerland,2015,7.7,5.772872
Switzerland,2019,7.69,6.47894989180154
Seychelles,1993,1.0,2.235
Seychelles,1998,1.0,2.158
Seychelles,2002,1.0,2.097
Seychelles,2007,1.0,1.97
Seychelles,2011,1.0,1.256
Seychelles,2016,1.0,2.048
Seychelles,2020,1.0,2.081
Taiwan,1998,5.79,3.14
Taiwan,2001,5.79,3.56
Taiwan,2004,5.79,3.36
Taiwan,2008,1.0,2.4
Taiwan,2012,1.0,3.032928
Taiwan,2016,1.0,3.576715
Taiwan,2020,1.0,3.98303228247665
Thailand,1983,2.4,5.72
Thailand,1986,2.51,7.97
Thailand,1988,2.51,9.75
Thailand,1992,2.54,6.6
Thailand,1992,2.54,6.7
Thailand,1995,2.52,6.81
Thailand,1996,2.52,4.61
Thailand,2001,1.0,3.74
Thailand,2005,1.0,2.24
Thailand,2011,1.0,2.76
Tonga,2014,1.0,1.936
Tonga,2017,1.0,2.336
Trinidad and Tobago,1966,1.0,2.51
Trinidad and Tobago,1971,1.0,1.38
Trinidad and Tobago,1976,1.0,2.65
Trinidad and Tobago,1981,1.0,2.82
Trinidad and Tobago,1986,1.0,1.84
Trinidad and Tobago,1991,1.0,2.88
Trinidad and Tobago,1995,1.0,2.22
Trinidad and Tobago,2000,1.0,2.15
Trinidad and Tobago,2001,1.0,2.15
Trinidad and Tobago,2002,1.0,2.09
Trinidad and Tobago,2007,1.0,2.84
Trinidad and Tobago,2010,1.0,1.95
Trinidad and Tobago,2015,1.0,2.33806
Trinidad and Tobago,2020,1.0,2.15347376853603
Tunisia,2014,6.58,4.362
Tunisia,2019,6.58,7.523
Turkey,1961,6.72,3.4
Turkey,1965,6.72,2.7
Turkey,1969,6.72,3.3
Turkey,1973,6.72,4.3
Turkey,1977,6.72,3.12
Turkey,1983,4.82,2.85
Turkey,1987,4.33,4.12
Turkey,1991,4.21,4.68
Turkey,1995,6.63,6.14
Turkey,1999,6.55,6.76
Turkey,2002,6.47,5.25
Turkey,2007,6.47,3.47
Turkey,2011,6.47,2.89
Turkey,2015,6.96,2.980768
Turkey,2015,6.96,3.640587
Turkey,2018,7.59,3.99029560109813
Tanzania,2000,1.0,2.202
Tanzania,2010,1.0,2.318
Uganda,1980,1.0,2.24
United Kingdom,1922,1.03,3.6
United Kingdom,1923,1.03,3.06
United Kingdom,1924,1.03,2.76
United Kingdom,1929,1.03,2.95
United Kingdom,1931,1.03,2.48
United Kingdom,1935,1.03,2.64
United Kingdom,1945,1.0,2.58
United Kingdom,1950,1.0,2.44
United Kingdom,1951,1.0,2.13
United Kingdom,1955,1.0,2.16
United Kingdom,1959,1.0,2.28
United Kingdom,1964,1.0,2.52
United Kingdom,1966,1.0,2.42
United Kingdom,1970,1.0,2.46
United Kingdom,1974,1.0,3.13
United Kingdom,1974,1.0,3.15
United Kingdom,1979,1.0,2.87
United Kingdom,1983,1.0,2.83
United Kingdom,1987,1.0,2.85
United Kingdom,1992,1.0,3.03
United Kingdom,1997,1.0,3.21
United Kingdom,2001,1.0,3.33
United Kingdom,2005,1.0,3.59
United Kingdom,2010,1.0,3.71
United Kingdom,2015,1.0,3.929134
United Kingdom,2017,1.0,2.88180285586663
United Kingdom,2019,1.0,3.22542148195215
Ukraine,1994,1.0,2.16
Ukraine,1998,1.0,3.94
Ukraine,2002,1.0,5.64
Ukraine,2006,450.0,5.11
Ukraine,2007,450.0,4.17
Ukraine,2012,1.0,4.846135
Ukraine,2014,1.0,7.476356
Ukraine,2019,1.0,3.79221685412859
Uruguay,1919,6.47,2.14
Uruguay,1922,6.47,2.11
Uruguay,1925,6.47,2.22
Uruguay,1928,6.47,2.2
Uruguay,1930,6.47,2.02
Uruguay,1931,6.47,2.33
Uruguay,1942,5.21,2.53
Uruguay,1946,5.21,3.08
Uruguay,1950,5.21,2.65
Uruguay,1954,5.21,2.6
Uruguay,1958,5.21,2.55
Uruguay,1962,5.21,2.4
Uruguay,1966,5.21,2.44
Uruguay,1971,5.21,2.74
Uruguay,1989,5.21,3.38
Uruguay,1994,5.21,3.35
Uruguay,1999,5.21,3.12
Uruguay,2004,5.21,2.49
Uruguay,2009,5.21,2.75
Uruguay,2014,5.21,2.736155
Uruguay,2019,5.21,3.53781928819076
United States of America,1920,1.0,2.12
United States of America,1922,1.0,2.13
United States of America,1924,1.0,2.1
United States of America,1926,1.0,2.05
United States of America,1928,1.0,2.01
United States of America,1930,1.0,2.09
United States of America,1932,1.0,2.11
United States of America,1934,1.0,2.17
United States of America,1936,1.0,2.13
United States of America,1938,1.0,2.16
United States of America,1940,1.0,2.12
United States of America,1942,1.0,2.09
United States of America,1944,1.0,2.04
United States of America,1946,1.0,2.05
United States of America,1948,1.0,2.07
United States of America,1950,1.0,2.06
United States of America,1952,1.0,2.04
United States of America,1954,1.0,2.01
United States of America,1956,1.0,2.01
United States of America,1958,1.0,1.98
United States of America,1960,1.0,2.01
United States of America,1962,1.0,2.01
United States of America,1964,1.0,1.97
United States of America,1966,1.0,2.03
United States of America,1968,1.0,2.05
United States of America,1970,1.0,2.03
United States of America,1972,1.0,2.04
United States of America,1974,1.0,2.0
United States of America,1976,1.0,2.02
United States of America,1978,1.0,2.03
United States of America,1980,1.0,2.06
United States of America,1982,1.0,2.02
United States of America,1984,1.0,2.03
United States of America,1986,1.0,2.01
United States of America,1988,1.0,2.03
United States of America,1990,1.0,2.07
United States of America,1992,1.0,2.14
United States of America,1994,1.0,2.08
United States of America,1996,1.0,2.11
United States of America,1998,1.0,2.15
United States of America,2000,1.0,2.18
United States of America,2002,1.0,2.15
United States of America,2004,1.0,2.18
United States of America,2006,1.0,2.1
United States of America,2008,1.0,2.09
United States of America,2010,1.0,2.15
United States of America,2012,1.0,2.206772
United States of America,2014,1.0,2.128795
United States of America,2016,1.0,2.11794
United States of America,2018,1.0,2.05683444950883
United States of America,2020,1.0,2.05912997640237
Vanuatu,1983,2.79,2.56
Vanuatu,1987,3.07,2.59
Vanuatu,1991,3.07,4.68
Vanuatu,1995,3.33,4.26
Vanuatu,1998,3.06,6.35
Vanuatu,2002,3.06,5.9
Vanuatu,2008,3.06,8.37
