search_date,2026-07-17
europepmc_hit_count,7594
transparency_sample_retrieved,300
query,"((""loss to follow-up"" OR ""loss to follow up"" OR ""lost to follow-up"" OR ""retention in care"" OR ""treatment attrition"" OR ""disengagement from care"") AND (tuberculosis OR ""TB treatment"" OR HIV OR ""antiretroviral therapy"" OR ART) AND (""Kaplan-Meier"" OR ""Kaplan Meier"" OR ""survival curve"" OR ""cumulative incidence"" OR ""time to loss"")) AND (OPEN_ACCESS:Y) AND (PUB_TYPE:""research-article"" OR SRC:MED)"

id,source,pmcid,doi,year,journal,title
42136197,MED,PMC13175984,10.1093/jac/dkag172,2026,J Antimicrob Chemother,"'Leaving no stones unturned': up to 10 years results on the effectiveness, tolerability and metabolic safety of dolutegravir+lamivudine (DTG+3TC) as a switch regimen in the ODOACRE cohort."
42006570,MED,PMC13091304,10.1016/j.lanepe.2026.101676,2026,Lancet Reg Health Eur,Treatment outcomes and long-term relapse-free survival after multidrug-resistant tuberculosis treatment in Latvia: a retrospective national cohort study.
42256042,MED,PMC13240490,10.1002/jgf2.70139,2026,J Gen Fam Med,COVID-19 as a Potential Trigger for Tuberculosis: Insights From a Large-Scale Japanese Insurance Database Analysis.
41353610,MED,PMC12982560,10.1177/09564624251405965,2026,Int J STD AIDS,Cancer prevalence and prognosis among individuals living with HIV and AIDS in Turkey: Multicenter BUHASDER study.
40597695,MED,PMC12220455,10.1186/s12879-025-11224-7,2025,BMC Infect Dis,"Time to a tuberculosis treatment cure and its predictors among tuberculosis patients at public health facilities in Arba minch town, South Ethiopia: A retrospective cohort study."
41405678,MED,PMC13021726,10.1007/s15010-025-02713-7,2026,Infection,HIV-1 virologic failure in the RESINA cohort: lessons from two decades of real-world data.
39572724,MED,PMC11582735,10.1038/s41598-024-80367-5,2024,Sci Rep,Survival analysis shows tuberculosis patients with silicosis experience earlier mortality and need employer-led care models in occupational settings in India.
41146646,MED,PMC12554181,10.1016/j.jctube.2025.100568,2025,J Clin Tuberc Other Mycobact Dis,Impact of tuberculosis on median survival time and years of potential life lost in patients: A scoping review.
41707171,MED,PMC12919640,10.1056/nejmoa2508228,2026,N Engl J Med,Cabotegravir plus Rilpivirine for Persons with HIV and Adherence Challenges.
42075704,MED,PMC13118995,10.3390/pathogens15040377,2026,Pathogens,Bronchoalveolar Lavage Fluid Cytomegalovirus DNA Load as a Predictor of Mortality in AIDS Patients with Pulmonary Infections: A Retrospective Cohort Study.
40549744,MED,PMC12184993,10.1371/journal.pone.0325773,2025,PLoS One,Trends in Myocardial Infarction risk by HIV status in two U.S. healthcare systems.
41673495,MED,PMC13140030,10.1111/hiv.70207,2026,HIV Med,Calibration and discrimination ability of the Dat'AIDS score in people living with HIV aged 70 years and older from the Dat'AIDS cohort.
39854472,MED,PMC11759375,10.1371/journal.pone.0314112,2025,PLoS One,"Incidence and predictors of mortality among HIV positive children on anti-retroviral therapy in the selected health facilities of West Wollega Zone, Western Ethiopia: Retrospective cohort study."
41161825,MED,PMC12574360,10.1136/bmjopen-2024-093455,2025,BMJ Open,"Time to live birth and associated factors following fertility treatments: a retrospective record review among couples attending fertility centres in Addis Ababa, Ethiopia."
42299122,MED,PMC13274504,10.1080/07853890.2026.2684139,2026,Ann Med,Investigating the efficacy and safety of bronchoscopic removal of aspergilloma in PTB-CCPA.
40308933,MED,PMC12040889,10.3389/fpubh.2025.1565573,2025,Front Public Health,"Time to death and its predictors among HIV patients on antiretroviral therapy in public health facilities of Horro Guduru Wallaga zone, Ethiopia: a retrospective cohort study."
41406445,MED,PMC7618564,10.1056/nejmoa2502866,2025,N Engl J Med,Trial of High-Dose Oral Rifampin in Adults with Tuberculous Meningitis.
40425673,MED,PMC12116746,10.1038/s41598-025-03579-3,2025,Sci Rep,Factors influencing attrition among adults in HIV care at two referral hospitals in northern coastal Eritrea from 2005 to 2021.
41127482,MED,PMC12538077,10.1016/j.ijregi.2025.100758,2025,IJID Reg,Mortality hazards after treatment completion of pulmonary tuberculosis in a tertiary hospital in Uganda.
39015389,MED,PMC11250481,10.3389/fpubh.2024.1385441,2024,Front Public Health,Attrition from care and its predictors among women exposed to dolutegravir- and efavirenz-based first-line antiretroviral therapy in Ethiopia: a before-and-after study.
42110668,MED,PMC13149650,10.4102/sajhivmed.v27i1.1795,2026,South Afr J HIV Med,Clinical presentation and treatment outcomes in a South African thrombotic thrombocytopenic purpura cohort with and without HIV.
41467712,MED,PMC7618665,10.1097/qad.0000000000004431,2026,AIDS,One-year mortality among adults with advanced HIV in sub-Saharan Africa: a systematic review and meta-analysis.
42071261,MED,PMC13137695,10.1186/s40748-026-00261-y,2026,Matern Health Neonatol Perinatol,"Time to death and its predictors of mortality among neonates admitted to neonatal intensive care unit in public general hospitals of central zone of Tigray, Ethiopia 2024: a retrospective cohort study."
41948496,MED,PMC13051335,10.3389/fonc.2026.1749639,2026,Front Oncol,Influencing factors of prognosis in HIV infected individuals undergoing surgical treatment for colorectal cancer.
39333946,MED,PMC11429377,10.1186/s12879-024-09930-9,2024,BMC Infect Dis,"Incidence and predictors of virological failure among HIV infected children and adolescents receiving second-line antiretroviral therapy in Uganda, a retrospective study."
40096545,MED,PMC12497944,10.1093/cid/ciaf120,2025,Clin Infect Dis,Long-Acting Injectable HIV Therapy Outcomes Among Persons With HIV Who Have Adherence Challenges to Oral Antiretroviral Therapy.
40069857,MED,PMC11895298,10.1186/s12981-025-00703-1,2025,AIDS Res Ther,"Time to initiation of antiretroviral therapy and its predictors among newly diagnosed HIV positive at the selected public health centers in Adama Town, Ethiopia."
41245538,MED,PMC12613042,10.1016/j.eclinm.2025.103603,2025,EClinicalMedicine,Impact of HIV and hospitalization on the incidence of subsequent rifampicin-resistant tuberculosis after initiation of first-line tuberculosis treatment: a retrospective cohort study in South Africa.
42246069,MED,PMC13241789,10.2807/1560-7917.es.2026.31.22.2500754,2026,Euro Surveill,"Evaluating a new partner management strategy for bacterial sexually transmitted infections after a change in 2020 in Amsterdam, the Netherlands, 2017 to 2023."
41890739,MED,PMC13013483,10.3389/fimmu.2026.1772840,2026,Front Immunol,Low serum IgE is associated with an increased risk of chronic lymphocytic leukemia: a large retrospective cohort study.
41825914,MED,PMC12993343,10.1136/bmjgh-2025-020159,2026,BMJ Glob Health,Lingering sex and age disparities in dolutegravir uptake among adults with HIV: a multicountry observational cohort study.
41796282,MED,PMC13088384,10.1186/s12885-026-15761-5,2026,BMC Cancer,Characterizing trimodal therapy outcomes by HIV status in early-stage cervical cancer: a retrospective cohort study from a Kenyan tertiary centre.
41845268,MED,PMC13107631,10.1186/s12879-026-13109-9,2026,BMC Infect Dis,Machine learning prediction of tuberculosis mortality: a comparative analysis of random survival forest and cox regression models.
42172229,MED,PMC13196977,10.1371/journal.pone.0349111,2026,PLoS One,"HIV incidence among sexually active young males and females in Kisumu County, Western Kenya."
39085992,MED,PMC11458085,10.1097/qai.0000000000003498,2024,J Acquir Immune Defic Syndr,"Follow-Up Outcomes of Children, Adolescents, and Young People on Darunavir-Based Third-Line Antiretroviral Therapy: Observational Cohort From 9 African Countries."
41847327,MED,PMC12991560,10.5588/ijtldopen.25.0553,2026,IJTLD Open,Effectiveness and safety of a shortened oral regimen for rifampicin- or multidrug-resistant TB.
42221463,MED,PMC13221911,10.1016/j.lanwpc.2026.101879,2026,Lancet Reg Health West Pac,"Incidence, recurrence, and determinants of sexually transmitted infections among people with HIV: a multicenter cohort study in China, 2010-2024, with implications for integrated HIV-STI prevention across the Western Pacific."
41612490,MED,PMC12933925,10.1186/s13063-026-09466-0,2026,Trials,"A pragmatic trial with an optimized dose of rifampicin and moxifloxacin for the treatment of drug-susceptible pulmonary tuberculosis: a study protocol for open-label, randomized phase III trial (OptiRiMoxTB)."
40469404,MED,PMC12135096,10.4102/jphia.v16i1.587,2025,J Public Health Afr,"Beyond viral load: Unravelling non-communicable disease patterns in Manicaland province, Zimbabwe."
41436503,MED,PMC12764471,10.1038/s41598-025-28931-5,2025,Sci Rep,Duration of recovery from severe acute malnutrition and associated factors in children aged 6-59 months: a retrospective cohort study.
40543523,MED,PMC12662777,10.1016/s1473-3099(25)00218-x,2025,Lancet Infect Dis,Treatment outcomes of bedaquiline-resistant tuberculosis: a retrospective and matched cohort study.
41814200,MED,PMC13088415,10.1186/s12879-026-12843-4,2026,BMC Infect Dis,Parametric Bayesian modelling of tuberculosis mortality determinants and facility level heterogeneity effect using Gamma and Gaussian shared frailty techniques.
42232965,MED,PMC13223047,10.3389/fmed.2026.1795200,2026,Front Med (Lausanne),Long-term effectiveness and safety of vedolizumab in ulcerative colitis: a real-world retrospective cohort study over 2 years.
40394168,MED,PMC12092602,10.1038/s41598-025-02645-0,2025,Sci Rep,Incidence and predictors of lost to follow up among children receiving antiretroviral therapy a computing risk regression model.
42114869,MED,PMC13182381,10.1136/bmjopen-2025-113991,2026,BMJ Open,"Treatment adherence, survival outcomes and barriers to care of non-Hodgkin lymphoma in Northwest Ethiopia: a mixed-methods study."
39996544,MED,PMC11875404,10.1097/sap.0000000000004189,2025,Ann Plast Surg,Clinical Outcome Features of Non-HIV Kaposi's Sarcoma and the Role of Wide Excision on Survival: A Retrospective Cohort Study.
39290284,MED,PMC11407048,10.1016/j.heliyon.2024.e37420,2024,Heliyon,"Factors associated with time to death among HIV/TB co-infected patients on ART in Dire Dawa, Ethiopia: A retrospective study."
41487638,MED,PMC12757961,10.3389/fpubh.2025.1707432,2025,Front Public Health,Rapid diagnosis of acute HIV-1 infection cases: first real-world performance of point-of-care HIV-1 nucleic acid testing in China.
39824536,MED,PMC11749865,10.1136/bmjpo-2024-003022,2025,BMJ Paediatr Open,Exploring survival rates in HIV-infected Ethiopian children receiving HAART: a retrospective cohort study.
41847580,MED,PMC12991776,10.5588/pha.25.0056,2026,Public Health Action,Evaluating treatment outcomes stratified by regimen among drug-resistant TB patients in Sierra Leone.
40182420,MED,PMC11964899,10.3389/ijph.2025.1607892,2025,Int J Public Health,"Incidence and Risk Factors of Tuberculosis among Children Receiving Antiretroviral Therapy in Northwest, Ethiopia."
41316067,MED,PMC12661766,10.1186/s12884-025-08151-5,2025,BMC Pregnancy Childbirth,Maternal mortality ratio and deaths beyond 42 days up to 5-years post pregnancy in women living with HIV on life-long antiretroviral therapy in a resource limited setting.
41600903,MED,PMC12846516,10.3390/v18010142,2026,Viruses,The Role of Prior HBV Infection on the Efficacy of 3TC/DTG as a Maintenance Therapy.
38028191,MED,PMC10644811,10.2147/hiv.s417852,2023,HIV AIDS (Auckl),The Positive Impact of Foods Support on Loss to Follow Up Among Children and Adolescents on HIV Antiretroviral Therapy in a District Hospital in East Cameroon.
40373165,MED,PMC12080831,10.1371/journal.pone.0324024,2025,PLoS One,"Quality of life and retention in care among people living with HIV initiated on ART in the era of ""Universal Test and Treat"" policy at a large HIV Clinic in South Western Uganda."
42244948,MED,PMC13229646,10.3389/fendo.2026.1829965,2026,Front Endocrinol (Lausanne),Effect of weight loss intervention on assisted reproductive outcomes in women with obesity and infertility: a retrospective cohort study.
42039169,MED,PMC13106519,10.3389/fimmu.2026.1769223,2026,Front Immunol,Therapeutic HIV-1 Tat vaccination promotes durable immune reconstitution and reservoir reduction in ART-treated adults with clade C infection: a 12-year follow-up study.
40880360,MED,PMC12396663,10.1371/journal.pone.0331087,2025,PLoS One,"Low-dose aspirin is not effective as an adjunct treatment for HIV infection among people living with HIV on dolutegravir-based antiretroviral therapy: A randomised double-blind, parallel-group placebo-controlled trial."
41573781,MED,PMC12821887,10.3389/fpubh.2025.1715777,2025,Front Public Health,"Therapeutic efficacy of dihydroartemisinin-piperaquine and artesunate-pyronaridine combinations in the treatment of uncomplicated &lt;i&gt;Plasmodium falciparum&lt;/i&gt; malaria in Ghana, 2023."
39639546,MED,PMC11621234,10.1002/jia2.26387,2024,J Int AIDS Soc,Retention on antiretroviral therapy and drivers of lost-to-follow up in the Central African Republic: a longitudinal analysis.
40965174,MED,PMC12629112,10.1097/qad.0000000000004342,2025,AIDS,High triglyceride-glucose index is associated with diabetes mellitus in people with HIV in Southwest China.
40593096,MED,PMC12217254,10.1038/s41598-025-05821-4,2025,Sci Rep,Survival analysis of PLWH on antiretroviral therapy in Henan Province from 2004 to 2024.
42036644,MED,PMC13262078,10.1186/s12879-026-13388-2,2026,BMC Infect Dis,Factors associated with extended treatment duration in patients with drug-susceptible pulmonary tuberculosis: a prospective multicentre cohort study in South Korea.
40929231,MED,PMC12422422,10.1371/journal.pgph.0004598,2025,PLOS Glob Public Health,"Evaluating the effect of interactive two-way texting on 6-month antiretroviral therapy outcomes: Findings from a randomized controlled trial in Lilongwe, Malawi."
40055762,MED,PMC11887065,10.1186/s13052-025-01872-5,2025,Ital J Pediatr,Incidence of mortality and its predictors among HIV-infected children receiving antiretroviral therapy in Amhara region: a multicenter retrospective follow-up study.
40275253,MED,PMC12023558,10.1186/s12913-025-12572-5,2025,BMC Health Serv Res,"Integrating HIV advanced disease management into a routine program setting: cohort from Mumbai, India."
41918468,MED,PMC13140913,10.1002/jia2.70099,2026,J Int AIDS Soc,Frailty Transition Among Older Adults Living With HIV in Thailand: A 5-Year Longitudinal Study.
PMC13227193,PMC,PMC13227193,,2026,Kidney Int Rep,AKI and Mortality in Children Hospitalized With Malnutrition
41091741,MED,PMC12536092,10.1177/23259582251382267,2025,J Int Assoc Provid AIDS Care,Assessment of Mother-to-Child HIV Transmission Program in Cameroon: A Three-Year Study Using Statistical Models.
40818942,MED,PMC12357465,10.1186/s12889-025-24055-7,2025,BMC Public Health,CD4/CD8 ratio trajectories and their impact on prognosis: a 15-year retrospective longitudinal cohort study of people living with HIV.
38618582,MED,PMC11015844,10.2147/idr.s446020,2024,Infect Drug Resist,"Survival Rate and Predictors of Mortality Among TB-HIV Co-Infected Patients During Tuberculosis Treatment at Public Health Facilities in Bahir Dar City, Northwest Ethiopia."
40423357,MED,PMC12115567,10.3390/tropicalmed10050127,2025,Trop Med Infect Dis,"Incidence, Disease Spectrum, and Outcomes of Tuberculous Meningitis in South African Children: The Initial Impact of COVID-19."
40622307,MED,PMC12320958,10.5826/mrm.2025.1030,2025,Multidiscip Respir Med,Tuberculosis treatment failure: what are the risk factors? A comprehensive literature review.
40843368,MED,PMC12365616,10.3389/fphar.2025.1633968,2025,Front Pharmacol,Durability and effectiveness of dual vs. triple therapy and tablet simplification in ART: findings from the Italian MOSAICO study.
40665276,MED,PMC12265138,10.1186/s12905-025-03876-z,2025,BMC Womens Health,"Incidence and predictors of pregnancy among reproductive-age women in an ART clinic of public health facilities in Arsi zone, southeastern ethiopia: a five-year retrospective cohort study."
37519433,MED,PMC10372218,10.3389/ijph.2023.1605929,2023,Int J Public Health,Retention and Predictors of Attrition Among People Living With HIV on Antiretroviral Therapy in Guinea: A 13-Year Historical Cohort Study in Nine Large-Volume Sites.
40161469,MED,PMC11952859,10.1016/j.jctube.2025.100515,2025,J Clin Tuberc Other Mycobact Dis,"Adverse drug reactions and contributing factors in patients with drug-resistant tuberculosis: A 7-year retrospective cohort study in Addis Ababa, Ethiopia."
41877274,MED,PMC13134226,10.1186/s13063-026-09520-x,2026,Trials,Fluconazole plus flucytosine versus fluconazole alone for adults with HIV-associated cryptococcal antigenaemia identified through screening: a multi-centre phase III randomised-controlled trial.
40014620,MED,PMC11867342,10.1371/journal.pone.0309579,2025,PLoS One,Viral suppression among patients in HIV/AIDS care at healthcare facilities in Ethiopia: Same-day antiretroviral initiation.
40510348,MED,PMC12158956,10.3389/fimmu.2025.1594107,2025,Front Immunol,A nomogram for predicting unfavorable outcomes of antituberculosis treatment among individuals with AIDS combined with pulmonary tuberculosis in China.
39819447,MED,PMC11740527,10.1186/s12879-025-10448-x,2025,BMC Infect Dis,Effect of antiretroviral therapy on the mortality of HIV-1 infection long-term non-progressors: a cohort study.
40420120,MED,PMC12105403,10.1186/s12889-025-23194-1,2025,BMC Public Health,"Time to reoccurrence of tuberculosis and its predictors among adult HIV/AIDS patients on ART at public hospitals in East and Horro Guduru Wollega zones, West Ethiopia: a retrospective cohort study."
40980579,MED,PMC12449736,10.1093/ofid/ofaf545,2025,Open Forum Infect Dis,Strategies to Minimize Time From HIV Acquisition to ART Initiation: The Barcelona Early-cART Program.
41152762,MED,PMC12570748,10.1186/s12879-025-11873-8,2025,BMC Infect Dis,"Time to recovery among tuberculosis patients receiving anti-Koch's drug in Ibadan, Oyo State, Nigeria."
39208237,MED,PMC11361596,10.1371/journal.pone.0298494,2024,PLoS One,"The effect of proactive, interactive, two-way texting on 12-month retention in antiretroviral therapy: Findings from a quasi-experimental study in Lilongwe, Malawi."
40621913,MED,PMC12323657,10.1128/spectrum.00097-25,2025,Microbiol Spectr,Real-world effectiveness and safety of prolonged bedaquiline course in the treatment of drug-resistant tuberculosis-a multi-center retrospective cohort study in a country with a high burden of drug-resistant tuberculosis.
40573342,MED,PMC12197410,10.3390/v17060751,2025,Viruses,Simplification with Boosted Protease Inhibitor-Based ART Versus Maintenance of Conventional ART: Results from a Five-Year Controlled Cohort.
40776537,MED,PMC12332387,10.3961/jpmph.24.622,2025,J Prev Med Public Health,Rapid Antiretroviral Therapy Initiation Reduces Mortality Among People Living With HIV in Indonesia: A Retrospective Observational Study.
41567204,MED,PMC12816230,10.3389/fimmu.2025.1711095,2025,Front Immunol,Efficacy of neoadjuvant immunochemotherapy in locally advanced esophageal squamous cell carcinoma: a prospective cohort study with propensity-score matching.
41464557,MED,PMC12733847,10.3390/jcm14248654,2025,J Clin Med,The Validation of Mortality Risk Indexes for Predicting Long-Term Outcomes in People Living with HIV in a Spanish Cohort (eVIHa).
41807743,MED,PMC13087059,10.1186/s12348-026-00572-3,2026,J Ophthalmic Inflamm Infect,CMV retinitis: the diagnostic challenges and long-term outcomes. The experience of tertiary eye center in Saudi Arabia.
41859263,MED,PMC12996061,10.3389/fpubh.2026.1777279,2026,Front Public Health,"Epidemiological analysis and risk factors of recurrent pulmonary tuberculosis in Western Zhejiang Province, China (2007-2024)."
41459301,MED,PMC12740716,10.1093/ofid/ofaf764,2026,Open Forum Infect Dis,"Prevalence of Hepatitis D and Its Impact on the Clinical Efficacy of Antiretroviral Therapy in People With HBV/HIV-1 in Guangdong Province, China."
39592986,MED,PMC11600927,10.1186/s12879-024-10225-2,2024,BMC Infect Dis,"Survival and predictors of mortality among HIV-infected adults after initiation of antiretroviral therapy in Eastern Ethiopia Governmental hospitals, from January 2015 to December 2021 (multi-center retrospective follow-up study)."
41048669,MED,PMC12495419,10.1016/j.eclinm.2025.103521,2025,EClinicalMedicine,Mortality using raltegravir versus other integrase strand-transfer inhibitors in people with HIV in Europe and Australia: a prospective multicentre study.
42293836,MED,PMC13263811,10.21037/tau-2026-1-0055,2026,Transl Androl Urol,Long-term pregnancy outcomes after deferential vessel‑sparing microsurgical vasoepididymostomy.
38544723,MED,PMC10965614,10.3389/fpubh.2024.1374515,2024,Front Public Health,Incidence and predictors of loss to follow-up among adult patients receiving antiretroviral therapy in Central Ethiopia: a multi-center retrospective cohort study.
39947830,MED,PMC11831273,10.1136/bmjopen-2024-093808,2025,BMJ Open,"Incidence of tuberculosis and its predictors among children on antiretroviral therapy in Amhara Region, Ethiopia: a multicentre institution-based retrospective follow-up study."
40622356,MED,PMC12232485,10.1002/jia2.26501,2025,J Int AIDS Soc,Data-informed Stepped Care (DiSC) to improve adolescent and young adult HIV care outcomes in Kenya: a cluster randomized trial.
41691205,MED,PMC13011677,10.1186/s12879-026-12844-3,2026,BMC Infect Dis,Association of concomitant pill burden with antiretroviral adherence and persistence: retrospective analysis of a Japanese claims database.
41394023,MED,PMC12699739,10.1136/bmjph-2025-003169,2025,BMJ Public Health,Depression and the revolving door of HIV care: using multistate approaches to understand complex longitudinal exposure/outcome relationships among a cohort of people entering HIV care in Cameroon from 2019 to 2020.
40893421,MED,PMC12391754,10.1093/ofid/ofaf454,2025,Open Forum Infect Dis,Direct-Acting Antiviral Initiation Among People With Hepatitis C Virus (HCV) and HIV on Antiretroviral Therapy in the United States and Canada: Factors Driving the HCV Treatment Gap.
38483944,MED,PMC10939213,10.1371/journal.pone.0299505,2024,PLoS One,"Predictors of loss to follow up among adults on antiretroviral therapy before and after the start of treat-all strategy in public health facilities of Hawassa city, Ethiopia: A Competing risk regression."
41400951,MED,PMC12709377,10.1001/jamanetworkopen.2025.48380,2025,JAMA Netw Open,Next-Day HIV Viral Load Test Result and Linkage to Care Among Persons Living With or at Risk of HIV: A Randomized Clinical Trial.
40092666,MED,PMC11907478,10.1016/j.lansea.2025.100552,2025,Lancet Reg Health Southeast Asia,"Effect of antiretroviral therapy on retention of people living with HIV in India (2012-2017): a retrospective, cohort study."
40884203,MED,PMC12579892,10.1111/hiv.70105,2025,HIV Med,Suppressed switch to Bictegravir/emtricitabine/tenofovir alafenamide compared with dolutegravir/lamivudine: Real-world evidence from the OPERA cohort.
42210577,MED,PMC13240357,10.1002/cam4.71993,2026,Cancer Med,Impact of Allostatic Load on Overall Survival in Patients With Endometrial Cancer.
39180324,MED,PMC11848271,10.1093/cid/ciae413,2025,Clin Infect Dis,Implementation of Single High-dose Liposomal Amphotericin B Based Induction Therapy for Treatment of HIV-associated Cryptococcal Meningitis in Uganda: A Comparative Prospective Cohort Study.
40691801,MED,PMC12281873,10.1186/s12981-025-00769-x,2025,AIDS Res Ther,Characterizing treatment interruptions in the OPERA cohort and virologic outcomes after resumption with bictegravir/emtricitabine/tenofovir alafenamide.
40777863,MED,PMC12329507,10.1016/j.eclinm.2025.103392,2025,EClinicalMedicine,Time-to-pregnancy in patients with previous breast cancer and unexposed women: a prospective exposed-unexposed cohort study.
42318432,MED,PMC13274639,10.1093/geroni/igag052,2026,Innov Aging,Divergent effects of oral health and genetic risk: competing risks of dementia and mortality.
40112252,MED,PMC11925460,10.1371/journal.pone.0300937,2025,PLoS One,Predictors of interruptions in antiretroviral therapy among people living with HIV in Nigeria: a retrospective cohort study using the Nigeria national data repository.
41291557,MED,PMC12645670,10.1186/s12885-025-15219-0,2025,BMC Cancer,"Early-stage Hodgkin lymphoma in Cape Town, South Africa: prognostic risk factors at diagnosis and treatment outcomes."
41132176,MED,PMC12540365,10.3389/fpubh.2025.1668318,2025,Front Public Health,Survival analysis of pneumoconiosis patients in Jiangsu Province from 1960 to 2024.
42211490,MED,PMC13212093,10.3389/fonc.2026.1807364,2026,Front Oncol,Surgery-based treatment and prognostic factors in patients with limited-stage small cell lung cancer: a retrospective cohort study.
41883484,MED,PMC13012286,10.2147/idr.s576692,2026,Infect Drug Resist,Temporal Disease Sequence and Prognostic Outcomes in Patients with Coexisting Lung Cancer and Tuberculosis: A 123-Patient Retrospective Cohort Study.
38098059,MED,PMC10722663,10.1186/s12981-023-00584-2,2023,AIDS Res Ther,Determinants of survival of adolescents receiving antiretroviral therapy in the Centre Region of Cameroon: a multi-centered cohort-analysis.
40011930,MED,PMC11863521,10.1186/s12981-024-00687-4,2025,AIDS Res Ther,Predictors of survival among older adults with HIV in Uganda's AIDS support organization centers of excellence (1987-2023): a retrospective longitudinal study.
42247627,MED,PMC13240984,10.2196/89584,2026,JMIR Res Protoc,A Novel Therapy With a One-Month Ultrashort Regimen to Halt Progression From Latent Infection to Active Tuberculosis Among Close Contacts (The TB‑YOUTH Study): Protocol for a Cluster Randomized Controlled Trial.
41294629,MED,PMC12651061,10.3390/clinpract15110198,2025,Clin Pract,"Changing Tides in the Treatment of Spondylodiscitis? A Retrospective, Monocentric Comparison of Mortality and Quality of Life After Surgical and Conservative Treatment."
40354456,MED,PMC12068717,10.1371/journal.pgph.0004038,2025,PLOS Glob Public Health,Examining and classifying reasons for missing viral loads among adults living with HIV: An extended outcome investigation and ascertainment approach in Western Kenya.
37072726,MED,PMC10111785,10.1186/s12879-023-08217-9,2023,BMC Infect Dis,Survival and predictors of mortality after completion of TB treatment among people living with HIV: a 5-year analytical cohort.
PMC13297605,PMC,PMC13297605,,2026,Biomedicines,Long-Term Risk Trajectories of Diabetes Differ After Direct-Acting Antiviral and Interferon Therapy in Chronic Hepatitis C: A Real-World Cohort Study
41845289,MED,PMC13107636,10.1186/s12879-026-13017-y,2026,BMC Infect Dis,"Innovating shorter, all-oral, precise, individualized treatment regimen for rifampicin-resistant tuberculosis (INSPIRE TB): study protocol for a pragmatic randomised controlled trial."
40421011,MED,PMC12104299,10.3389/fimmu.2025.1520615,2025,Front Immunol,"HDL-C as a novel predictor of immune reconstitution in people living with HIV: insights from a baseline-to-dynamic change cohort study in China, 2005-2022."
38885238,MED,PMC11182540,10.1371/journal.pgph.0003329,2024,PLOS Glob Public Health,Mortality among persons with tuberculosis in Zambian hospitals: A retrospective cohort study.
39009633,MED,PMC11250779,10.1038/s41598-024-65063-8,2024,Sci Rep,Impact of bedaquiline regimen on the treatment success rates of multidrug-resistant tuberculosis patients in Egypt.
42077650,MED,PMC13133530,10.1016/j.eclinm.2026.103831,2026,EClinicalMedicine,"Efficacy, safety, and completion of modified short-course rifapentine and isoniazid for latent tuberculosis infection in patients with high-risk rheumatic disease: a multicentre, open-label, randomized, non-inferiority trial."
41770800,MED,PMC12952611,10.1371/journal.pgph.0005890,2026,PLOS Glob Public Health,Point-of-care HIV viral load testing in a community antiretroviral therapy delivery programme: A randomised controlled trial (PHILA).
42015306,MED,PMC13234982,10.1186/s40942-026-00853-y,2026,Int J Retina Vitreous,Surgical prognosis in epiretinal membrane: 12-month outcomes after membrane peeling in a 5-year cohort with OCT biomarkers.
41859066,MED,PMC12998299,10.2147/idr.s587778,2026,Infect Drug Resist,Prediction of Tuberculosis Risk in the Elderly Population of Eastern China: Development and Validation of Multiple Machine Learning Models.
41487272,MED,PMC12756465,10.3389/frai.2025.1679837,2025,Front Artif Intell,Machine learning-guided clinical pharmacist interventions improve treatment outcomes in tuberculosis patients: a precision medicine approach.
40255650,MED,PMC12007386,10.26633/rpsp.2025.36,2025,Rev Panam Salud Publica,Predictors of mortality among individuals with advanced HIV disease in a contemporary Brazilian cohort.
37377665,MED,PMC10292207,10.2147/jmdh.s414194,2023,J Multidiscip Healthc,"Incidence and Predictors of Loss to Follow-Up Among Adults on Antiretroviral Therapy in South Gondar Governmental Hospitals, Ethiopia: Retrospective Cohort Study."
40655100,MED,PMC12245896,10.3389/fmed.2025.1561490,2025,Front Med (Lausanne),Toward improving retention in HIV care after pregnancy: lessons from a post-pandemic cohort in the United States.
40134127,MED,PMC12045149,10.1111/hiv.70015,2025,HIV Med,Trends of severe HIV disease and mortality among children in rural Tanzania.
42279280,MED,PMC13255978,10.3390/cancers18111695,2026,Cancers (Basel),Long-Term Risk of Residual or Recurrent CIN 2-3 After LLETZ in Immunosuppressed vs. Immunocompetent Women: A 20-Year Cohort Study.
42032497,MED,PMC13255477,10.1186/s12879-026-13390-8,2026,BMC Infect Dis,"Infectious adverse events in patients treated with biotherapies in a tropical Amazonian context, French Guiana."
42125483,MED,PMC13158982,10.1183/23120541.01162-2025,2026,ERJ Open Res,Asymptomatic tuberculosis detected in health screening predicts favourable outcome.
41408257,MED,PMC12781722,10.1186/s12957-025-04147-9,2025,World J Surg Oncol,Contribution of surgical oncology to the surgical volume of tertiary hospitals in Benin.
39450977,MED,PMC11611243,10.1097/cm9.0000000000003326,2024,Chin Med J (Engl),Association between the triglyceride to high-density lipoprotein cholesterol ratio and cardiovascular diseases in people living with human immunodeficiency virus: Evidence from a retrospectively cohort study 2005-2022.
38566482,MED,PMC10988117,10.1002/jia2.26236,2024,J Int AIDS Soc,"ART history prior to conception: trends and association with postpartum disengagement from HIV care in Khayelitsha, South Africa (2013-2019): a retrospective cohort study."
40007744,MED,PMC11849106,10.1016/j.lansea.2025.100540,2025,Lancet Reg Health Southeast Asia,"Clinical outcomes among HIV positive babies below 18 months of age, diagnosed under the Early Infant Diagnosis (EID) programme, India: a mixed-methods study."
